id,fullName,teamName,assists,goals,pim,games,penaltyMinutes,gameWinningGoals,overTimeGoals,points
8447795,John McKinnon,Montréal Canadiens,0,0,0,2,0,0,0,0
8447888,Howie Morenz,Montréal Canadiens,3,23,41,31,41,3,1,26
8448101,Rollie Paulhus,Montréal Canadiens,0,0,0,33,0,0,0,0
8448336,Dave Ritchie,Montréal Canadiens,0,0,0,2,0,0,0,0
8444851,Gordon Spence,Toronto St. Patricks,0,0,0,3,0,0,0,0
8444861,Jack Adams,Toronto St. Patricks,8,21,56,36,56,1,0,29
8445047,Pete Bellefeuille,Toronto St. Patricks,4,14,22,36,22,4,0,18
8445308,Francis Cain,Toronto St. Patricks,0,0,8,33,8,0,0,0
8445571,Bert Corbeau,Toronto St. Patricks,5,5,125,36,125,1,0,10
8445854,Hap Day,Toronto St. Patricks,2,14,30,36,30,2,0,16
8445972,Babe Dye,Toronto St. Patricks,6,18,26,31,26,1,0,24
8446907,Albert Holway,Toronto St. Patricks,0,0,8,29,8,0,0,0
8447655,Bert McCaffrey,Toronto St. Patricks,9,14,44,36,44,2,0,23
8447912,Gerry Munro,Toronto St. Patricks,0,0,0,4,0,0,0,0
8447999,Mike Neville,Toronto St. Patricks,4,3,8,35,8,1,0,7
8448310,Reg Reid,Toronto St. Patricks,0,0,2,12,2,0,0,0
8449002,Norm Shay,Toronto St. Patricks,2,4,20,35,20,0,0,6
8449090,Rod Smylie,Toronto St. Patricks,0,0,0,5,0,0,0,0
8445168,Punch Broadbent,Montreal Maroons,6,12,116,36,116,2,0,18
8445178,Bernie Brophy,Montreal Maroons,0,0,0,10,0,0,0,0
8445308,Francis Cain,Montreal Maroons,0,0,8,33,8,0,0,0
8445346,Frank Carson,Montreal Maroons,1,2,6,16,6,0,0,3
8445911,Chuck Dinsmore,Montreal Maroons,2,3,18,33,18,1,0,5
8446907,Albert Holway,Montreal Maroons,0,0,8,29,8,0,0,0
8446914,George Horne,Montreal Maroons,0,0,2,13,2,0,0,0
8447216,Hobie Kitchen,Montreal Maroons,2,5,16,30,16,2,0,7
8447521,Fred Lowrey,Montreal Maroons,0,1,4,26,4,0,0,1
8447908,Dunc Munro,Montreal Maroons,6,4,62,33,62,0,0,10
8448013,Reg Noble,Montreal Maroons,9,9,98,33,98,0,0,18
8448141,Merlyn Phillips,Montreal Maroons,1,3,6,12,6,1,0,4
8448462,Sam Rothschild,Montreal Maroons,2,2,8,33,8,2,0,4
8449038,Babe Siebert,Montreal Maroons,7,16,110,35,110,5,2,23
8449189,Nels Stewart,Montreal Maroons,8,34,121,36,121,7,1,42
8445109,Rene Boileau,New York Americans,0,0,0,7,0,0,0,0
8445131,Edmond Bouchard,New York Americans,1,3,10,35,10,0,0,4
8445255,Billy Burch,New York Americans,3,21,33,36,33,5,1,24
8445312,Billy Cameron,New York Americans,0,0,0,21,0,0,0,0
8445319,Earl Campbell,New York Americans,0,1,6,29,6,0,0,1
8446643,Red Green,New York Americans,4,13,44,35,44,2,0,17
8446644,Shorty Green,New York Americans,5,7,44,32,44,2,1,12
8446665,Bob Hall,New York Americans,0,0,0,8,0,0,0,0
8447323,Charlie Langlois,New York Americans,1,9,78,36,78,2,1,10
8447794,Alex McKinnon,New York Americans,4,5,34,35,34,0,0,9
8447896,John Morrison,New York Americans,1,0,0,18,0,0,0,1
8448246,Ken Randall,New York Americans,2,4,94,34,94,0,0,6
8448349,Mickey Roach,New York Americans,0,3,4,25,4,0,0,3
8449045,Joe Simpson,New York Americans,2,2,20,32,20,1,0,4
