id,fullName,teamName,assists,goals,pim,games,penaltyMinutes,gameWinningGoals,overTimeGoals,points
8445135,George Boucher,Ottawa Senators (1917),4,8,66,36,66,2,0,12
8445471,King Clancy,Ottawa Senators (1917),4,8,82,35,82,4,1,12
8445874,Cy Denneny,Ottawa Senators (1917),12,24,18,36,18,9,0,36
8445959,John Duggan,Ottawa Senators (1917),0,0,0,27,0,0,0,0
8446298,Frank Finnigan,Ottawa Senators (1917),1,2,24,36,24,0,0,3
8446616,Ed Gorman,Ottawa Senators (1917),1,2,12,23,12,0,0,3
8447181,Hec Kilrea,Ottawa Senators (1917),1,5,12,35,12,1,0,6
8448011,Frank Nighbor,Ottawa Senators (1917),14,12,40,35,40,4,0,26
8449059,Alex Smith,Ottawa Senators (1917),0,0,34,36,34,0,0,0
8449077,Hooley Smith,Ottawa Senators (1917),9,16,58,28,58,4,0,25
8445071,Louis Berlinquette,Pittsburgh Pirates,0,0,8,30,8,0,0,0
8445496,Odie Cleghorn,Pittsburgh Pirates,1,2,4,17,4,1,0,3
8445514,Lionel Conacher,Pittsburgh Pirates,6,9,66,33,66,2,0,15
8445648,Baldy Cotton,Pittsburgh Pirates,2,7,27,33,27,2,0,9
8445843,Harold Darragh,Pittsburgh Pirates,7,10,2,35,2,4,2,17
8445955,Herb Drury,Pittsburgh Pirates,2,6,48,35,48,1,0,8
8447521,Fred Lowrey,Pittsburgh Pirates,0,1,4,26,4,0,0,1
8447741,Duke McCurry,Pittsburgh Pirates,5,13,32,36,32,3,0,18
8447859,Hib Milks,Pittsburgh Pirates,5,14,17,36,17,2,0,19
8449049,Alf Skinner,Pittsburgh Pirates,0,0,2,7,2,0,0,0
8449082,Rodger Smith,Pittsburgh Pirates,1,9,20,36,20,1,0,10
8449141,Jesse Spring,Pittsburgh Pirates,0,5,23,32,23,2,0,5
8449392,Tex White,Pittsburgh Pirates,1,7,16,36,16,1,0,8
8445496,Odie Cleghorn,Pittsburgh Pirates,1,2,4,17,4,1,0,3
8445068,Fred Bergdinon,Boston Bruins,0,0,0,2,0,0,0,0
8445152,John Brackenborough,Boston Bruins,0,0,0,7,0,0,0,0
8445306,Charles Cahill,Boston Bruins,1,0,9,31,9,0,0,1
8445497,Sprague Cleghorn,Boston Bruins,8,6,59,28,59,0,0,14
8445541,Carson Cooper,Boston Bruins,8,28,10,36,10,5,0,36
8446580,Gerry Geran,Boston Bruins,1,5,6,33,6,0,0,6
8446703,Hago Harrington,Boston Bruins,4,7,12,26,12,1,0,11
8446785,Jimmy Herberts,Boston Bruins,9,26,53,36,53,7,0,35
8446886,Lionel Hitchman,Boston Bruins,4,7,82,36,82,3,2,11
8447035,Stan Jackson,Boston Bruins,4,3,34,28,34,0,0,7
8447329,Bonner Larose,Boston Bruins,0,0,0,6,0,0,0,0
8447637,Joe Matte,Boston Bruins,0,0,0,9,0,0,0,0
8447876,Herb Mitchell,Boston Bruins,0,3,16,26,16,0,0,3
8448297,George Redding,Boston Bruins,0,0,0,6,0,0,0,0
8448934,Werner Schnarr,Boston Bruins,0,0,0,1,0,0,0,0
8449002,Norm Shay,Boston Bruins,2,4,20,35,20,0,0,6
8449181,Phil Stevens,Boston Bruins,0,0,0,17,0,0,0,0
8449199,Billy Stuart,Boston Bruins,1,6,45,33,45,1,0,7
8445133,Billy Boucher,Montréal Canadiens,5,8,118,34,118,3,0,13
8445578,Roger Cormier,Montréal Canadiens,0,0,0,1,0,0,0,0
8445744,Billy Coutu,Montréal Canadiens,4,2,97,33,97,0,0,6
8446897,Bill Holmes,Montréal Canadiens,0,1,4,9,4,0,0,1
8447110,Aurel Joliat,Montréal Canadiens,9,17,62,35,62,1,0,26
8447328,Wildor Larochelle,Montréal Canadiens,1,2,10,33,10,1,0,3
8447371,Albert Leduc,Montréal Canadiens,3,10,64,32,64,0,0,13
8447465,Hec Lepine,Montréal Canadiens,2,5,2,33,2,1,0,7
8447466,Pit Lepine,Montréal Canadiens,1,9,18,27,18,2,0,10
8447606,Sylvio Mantha,Montréal Canadiens,2,2,68,34,68,0,0,4
8447637,Joe Matte,Montréal Canadiens,0,0,0,9,0,0,0,0
