id,fullName,teamName,assists,goals,pim,shots,games,powerPlayGoals,powerPlayPoints,penaltyMinutes,shotPct,gameWinningGoals,overTimeGoals,shortHandedGoals,shortHandedPoints,plusMinus,points
8445118,Brent Ashton,Quebec Nordiques,35,40,39,185,81,15,32,39,21.62,4,0,3,4,-15,75
8445700,Jeff Brown,Quebec Nordiques,22,7,16,99,44,3,18,16,7.07,0,0,0,0,11,29
8446178,Alain Cote,Quebec Nordiques,24,12,38,131,80,0,0,38,9.16,1,0,2,3,-3,36
8446363,Bill Derlago,Quebec Nordiques,11,6,18,46,48,1,2,18,13.04,1,0,0,0,-6,17
8446372,Gilbert Delorme,Quebec Nordiques,3,4,47,46,43,0,0,47,8.7,0,0,0,0,-1,7
8446437,Gord Donnelly,Quebec Nordiques,2,0,143,14,38,0,0,143,0.0,0,0,0,0,-3,2
8446551,Mike Eagles,Quebec Nordiques,19,13,55,95,73,0,0,55,13.68,2,0,2,2,-13,32
8446825,Steven Finn,Quebec Nordiques,5,2,40,35,36,0,2,40,5.71,0,0,0,0,-7,7
8447192,Paul Gillis,Quebec Nordiques,26,13,267,118,76,0,0,267,11.02,3,0,0,1,-4,39
8447310,Michel Goulet,Quebec Nordiques,47,49,61,276,75,17,38,61,17.75,6,0,0,0,-10,96
8447754,Yves Heroux,Quebec Nordiques,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
8447985,Mike Hough,Quebec Nordiques,8,6,79,60,56,1,1,79,10.0,0,0,1,1,-8,14
8448117,Dale Hunter,Quebec Nordiques,29,10,135,53,46,0,4,135,18.87,0,0,0,1,5,39
8448563,Mark Kumpel,Quebec Nordiques,9,1,16,48,45,0,0,16,2.08,0,0,0,0,-10,10
8448627,Jason Lafreniere,Quebec Nordiques,15,13,8,55,56,7,15,8,23.64,1,0,0,0,-4,28
8448655,Lane Lambert,Quebec Nordiques,7,7,51,43,33,0,0,51,16.28,1,0,0,0,0,14
8449101,Greg Malone,Quebec Nordiques,1,0,0,6,6,0,0,0,0.0,0,0,0,0,0,1
8449498,Basil McRae,Quebec Nordiques,7,11,342,56,69,4,4,342,19.64,2,0,0,0,-4,18
8449589,Max Middendorf,Quebec Nordiques,4,1,4,4,6,0,2,4,25.0,0,0,0,0,-2,5
8449662,Randy Moller,Quebec Nordiques,9,5,144,106,71,1,1,144,4.72,1,0,0,0,-11,14
8449972,John Ogrodnick,Quebec Nordiques,44,23,10,246,71,6,25,10,9.35,2,0,1,1,-13,67
8450359,Robert Picard,Quebec Nordiques,20,8,71,164,78,1,7,71,4.88,3,0,1,1,-16,28
8450509,Daniel Poudrier,Quebec Nordiques,0,0,0,2,6,0,0,0,0.0,0,0,0,0,-2,0
8450554,Pat Price,Quebec Nordiques,8,0,130,26,60,0,0,130,0.0,0,0,0,0,-15,8
8450611,Ken Quinney,Quebec Nordiques,7,2,16,22,25,1,1,16,9.09,0,0,0,0,1,9
8450953,Normand Rochefort,Quebec Nordiques,9,6,46,92,70,0,1,46,6.52,0,0,0,0,1,15
8451141,Jean-Francois Sauve,Quebec Nordiques,3,2,4,14,14,2,5,4,14.29,0,0,0,0,-4,5
8451314,David Shaw,Quebec Nordiques,19,0,69,136,75,0,9,69,0.0,0,0,0,0,-36,19
