id,fullName,teamName,assists,goals,pim,games,penaltyMinutes,gameWinningGoals,overTimeGoals,points
8445135,George Boucher,Ottawa Senators (1917),7,9,55,22,55,0,0,16
8445168,Punch Broadbent,Ottawa Senators (1917),6,19,38,21,38,2,0,25
8445191,Morley Bruce,Ottawa Senators (1917),0,1,2,21,2,0,0,1
8445497,Sprague Cleghorn,Ottawa Senators (1917),5,16,83,21,83,2,0,21
8445844,Jack Darragh,Ottawa Senators (1917),14,23,22,23,22,3,0,37
8445874,Cy Denneny,Ottawa Senators (1917),6,16,31,24,31,4,1,22
8446581,Eddie Gerard,Ottawa Senators (1917),8,9,19,22,19,2,0,17
8447791,Jack MacKell,Ottawa Senators (1917),1,2,28,23,28,0,0,3
8447848,Horace Merrill,Ottawa Senators (1917),0,0,0,5,0,0,0,0
8448011,Frank Nighbor,Ottawa Senators (1917),16,26,20,23,20,6,1,42
8445844,Jack Darragh,Ottawa Senators (1917),14,23,22,23,22,3,0,37
8444956,Amos Arbour,Montréal Canadiens,4,21,13,22,13,2,0,25
8445071,Louis Berlinquette,Montréal Canadiens,8,8,36,24,36,0,0,16
8445314,Harry Cameron,Montréal Canadiens,6,15,35,23,35,1,0,21
8445496,Odie Cleghorn,Montréal Canadiens,4,20,30,21,30,3,0,24
8445571,Bert Corbeau,Montréal Canadiens,3,11,65,23,65,0,0,14
8445740,Jack Coughlin,Montréal Canadiens,0,0,0,12,0,0,0,0
8445744,Billy Coutu,Montréal Canadiens,0,4,65,20,65,0,0,4
8447289,Newsy Lalonde,Montréal Canadiens,10,37,34,23,34,5,1,47
8447815,Howard McNamara,Montréal Canadiens,0,1,4,10,4,0,0,1
8448154,Didier Pitre,Montréal Canadiens,12,14,6,22,6,3,0,26
8449072,Don Smith,Montréal Canadiens,0,1,6,12,6,0,0,1
8445314,Harry Cameron,Toronto St. Patricks,6,15,35,23,35,1,0,21
8445873,Corb Denneny,Toronto St. Patricks,12,24,20,24,20,3,0,36
8445972,Babe Dye,Toronto St. Patricks,2,11,10,23,10,0,0,13
8446761,Frank Heffernan,Toronto St. Patricks,1,0,10,19,10,0,0,1
8447637,Joe Matte,Toronto St. Patricks,3,8,19,17,19,2,0,11
8448013,Reg Noble,Toronto St. Patricks,7,24,49,24,49,1,0,31
8448212,Goldie Prodgers,Toronto St. Patricks,6,8,4,16,4,1,0,14
8448246,Ken Randall,Toronto St. Patricks,8,10,44,22,44,3,0,18
8448349,Mickey Roach,Toronto St. Patricks,2,11,4,21,4,1,0,13
8449551,Cully Wilson,Toronto St. Patricks,7,20,86,23,86,0,0,27
8445326,George Carey,Quebec Bulldogs,8,11,6,20,6,2,0,19
8445330,Ed Carpenter,Quebec Bulldogs,4,8,24,24,24,0,0,12
8445740,Jack Coughlin,Quebec Bulldogs,0,0,0,12,0,0,0,0
8447594,Joe Malone,Quebec Bulldogs,10,39,12,24,12,2,1,49
8447616,Jack Marks,Quebec Bulldogs,0,0,4,1,4,0,0,0
8447674,Thomas McCarthy,Quebec Bulldogs,6,12,0,12,0,0,0,18
8447761,Jack McDonald,Quebec Bulldogs,7,6,4,24,4,0,0,13
8447796,Fred McLean,Quebec Bulldogs,0,0,2,8,2,0,0,0
8447816,George McNaughton,Quebec Bulldogs,0,0,0,1,0,0,0,0
8447907,Harry Mummery,Quebec Bulldogs,9,9,38,24,38,0,0,18
8448336,Dave Ritchie,Quebec Bulldogs,3,6,18,23,18,0,0,9
8449087,Tommy Smith,Quebec Bulldogs,1,0,11,10,11,0,0,1
8449382,Alex Wellington,Quebec Bulldogs,0,0,0,1,0,0,0,0
8447907,Harry Mummery,Quebec Bulldogs,9,9,38,24,38,0,0,18
