id,fullName,teamName,assists,goals,pim,shots,games,powerPlayGoals,powerPlayPoints,penaltyMinutes,shotPct,gameWinningGoals,overTimeGoals,shortHandedGoals,shortHandedPoints,plusMinus,points
8445000,Dave Andreychuk,New Jersey Devils,34,27,48,233,82,4,9,48,11.6,2,0,1,1,38,61
8445724,Neal Broten,New Jersey Devils,12,8,12,55,42,1,3,12,14.5,2,1,1,2,-4,20
8445977,Bobby Carpenter,New Jersey Devils,15,4,14,76,62,0,0,14,5.3,0,0,1,1,6,19
8446042,Shawn Chambers,New Jersey Devils,17,4,19,114,73,1,6,19,3.5,0,0,0,1,17,21
8446309,Ken Daneyko,New Jersey Devils,7,2,70,63,77,0,0,70,3.2,0,0,0,1,24,9
8446626,Dave Ellett,New Jersey Devils,15,6,40,105,76,1,9,40,5.7,2,0,0,3,-6,21
8447206,Doug Gilmour,New Jersey Devils,60,22,68,143,81,4,22,68,15.4,1,0,1,1,2,82
8447958,Bobby Holik,New Jersey Devils,39,23,54,192,82,5,13,54,12.0,6,0,0,0,24,62
8449450,Randy McKay,New Jersey Devils,18,9,109,92,77,0,2,109,9.8,2,0,0,0,15,27
8449499,John MacLean,New Jersey Devils,25,29,49,254,80,5,8,49,11.4,6,0,0,0,11,54
8449957,Lyle Odelein,New Jersey Devils,13,3,110,93,79,1,5,110,3.2,2,0,0,0,16,16
8450293,Mike Peluso,New Jersey Devils,5,2,226,37,64,0,0,226,5.4,0,0,0,0,0,7
8451715,Scott Stevens,New Jersey Devils,19,5,70,166,79,0,6,70,3.0,1,0,0,0,26,24
8451898,Steve Thomas,New Jersey Devils,19,15,46,124,57,1,3,46,12.1,2,0,0,0,9,34
8452685,Peter Zezel,New Jersey Devils,12,4,16,62,53,0,1,16,6.5,1,0,0,0,10,16
8456024,Kevin Dean,New Jersey Devils,4,2,6,21,28,0,1,6,9.5,0,0,0,0,2,6
8456464,Bill Guerin,New Jersey Devils,18,29,95,177,82,7,11,95,16.4,9,0,0,0,-2,47
8457661,Ricard Persson,New Jersey Devils,8,4,45,70,54,1,2,45,5.7,0,0,0,0,-2,12
8458036,Reid Simpson,New Jersey Devils,4,0,60,17,27,0,0,60,0.0,0,0,0,0,0,4
8458483,Valeri Zelepukin,New Jersey Devils,24,14,36,111,71,3,6,36,12.6,2,0,0,0,-10,38
8458517,Scott Niedermayer,New Jersey Devils,30,5,64,159,81,3,18,64,3.1,3,1,0,0,-4,35
8458525,Brian Rolston,New Jersey Devils,27,18,20,237,81,2,9,20,7.6,3,0,2,2,6,45
8458954,Jason Smith,New Jersey Devils,7,1,54,74,78,0,0,54,1.4,0,0,0,0,-12,8
8458978,Sergei Brylin,New Jersey Devils,2,2,20,34,29,0,0,20,5.9,0,0,0,0,-13,4
8459223,Pascal Rheaume,New Jersey Devils,0,1,0,5,2,0,0,0,20.0,0,0,0,0,1,1
8459435,Denis Pederson,New Jersey Devils,20,12,62,106,70,3,4,62,11.3,3,0,0,0,7,32
8459454,Jay Pandolfo,New Jersey Devils,8,6,6,61,46,0,0,6,9.8,1,0,0,0,-1,14
8459486,Krzysztof Oliwa,New Jersey Devils,0,0,5,0,1,0,0,5,0.0,0,0,0,0,-1,0
8460465,Petr Sykora,New Jersey Devils,2,1,4,26,19,0,1,4,3.8,0,0,0,0,-8,3
8460515,Vadim Sharifijanov,New Jersey Devils,0,0,0,4,2,0,0,0,0.0,0,0,0,0,0,0
8460542,Patrik Elias,New Jersey Devils,3,2,2,23,17,0,0,2,8.7,0,0,0,0,-4,5
8460719,Steve Sullivan,New Jersey Devils,25,13,37,108,54,3,8,37,12.0,3,0,0,1,14,38
8445053,Dave Archibald,New York Islanders,0,0,4,4,7,0,0,4,0.0,0,0,0,0,-4,0
8446449,Mike Donnelly,New York Islanders,0,0,2,5,3,0,0,2,0.0,0,0,0,0,0,0
8446936,Corey Foster,New York Islanders,0,0,2,1,7,0,0,2,0.0,0,0,0,0,-2,0
8447981,Doug Houda,New York Islanders,8,2,99,29,70,0,2,99,6.9,0,0,0,0,1,10
8448053,Brent Hughes,New York Islanders,3,7,57,47,51,0,0,57,14.9,0,0,0,0,-4,10
8448489,Derek King,New York Islanders,33,26,22,181,82,6,12,22,14.4,3,0,0,0,-6,59
8448674,Claude Lapointe,New York Islanders,5,13,49,80,73,0,0,49,16.3,3,1,3,3,-12,18
8449488,Dave McLlwain,New York Islanders,1,1,0,3,4,1,1,0,33.3,0,0,0,0,-2,2
8450389,Rich Pilon,New York Islanders,4,1,179,17,52,0,0,179,5.9,0,0,0,0,4,5
8450767,Robert Reichel,New York Islanders,41,21,26,214,82,6,20,26,9.8,3,1,1,1,5,62
8452240,Mick Vukota,New York Islanders,0,1,71,7,17,0,0,71,14.3,0,0,0,0,-2,1
8452501,Randy Wood,New York Islanders,5,6,61,96,65,0,0,61,6.3,2,0,1,3,-7,11
8455447,Niklas Andersson,New York Islanders,31,12,57,122,74,1,6,57,9.8,1,0,1,3,4,43
8456100,Jim Dowd,New York Islanders,0,0,0,0,3,0,0,0,0.0,0,0,0,0,-1,0
8456430,Travis Green,New York Islanders,41,23,38,177,79,10,19,38,13.0,3,0,0,0,-5,64
8456903,Paul Kruse,New York Islanders,2,6,141,49,62,0,0,141,12.2,1,0,0,0,-9,8
8457319,Marty McInnis,New York Islanders,26,23,22,182,80,5,12,22,12.6,4,0,1,3,-8,49
8457685,Dan Plante,New York Islanders,9,4,75,61,67,0,0,75,6.6,0,0,2,2,-6,13
8458069,Bryan Smolinski,New York Islanders,28,28,25,183,64,9,18,25,15.3,1,0,0,0,9,56
8458185,Chris Taylor,New York Islanders,0,0,0,1,1,0,0,0,0.0,0,0,0,0,0,0
8458283,Nick Vachon,New York Islanders,0,0,0,0,1,0,0,0,0.0,0,0,0,0,-1,0
8458300,Dennis Vaske,New York Islanders,4,0,12,19,17,0,0,12,0.0,0,0,0,0,3,4
8458518,Scott Lachance,New York Islanders,11,3,47,97,81,1,3,47,3.1,0,0,0,0,-7,14
8458540,Ziggy Palffy,New York Islanders,42,48,43,292,80,6,21,43,16.4,6,0,4,6,21,90
8458650,Andreas Johansson,New York Islanders,9,4,20,59,42,1,2,20,6.8,0,0,0,0,-12,13
8458942,Darius Kasparaitis,New York Islanders,21,2,100,58,75,0,1,100,3.4,0,0,0,2,17,23
8458992,Jarrett Deuling,New York Islanders,0,0,0,0,1,0,0,0,0.0,0,0,0,0,0,0
8459064,Derek Armstrong,New York Islanders,7,6,33,36,50,0,1,33,16.7,2,0,0,0,-8,13
8459089,Ken Belanger,New York Islanders,2,0,102,5,18,0,0,102,0.0,0,0,0,0,-1,2
8459184,Andrei Vasilyev,New York Islanders,0,0,2,1,3,0,0,2,0.0,0,0,0,0,-3,0
8459434,Kenny Jonsson,New York Islanders,18,3,24,92,81,1,5,24,3.3,0,0,0,0,10,21
8459444,Todd Bertuzzi,New York Islanders,13,10,68,79,64,3,5,68,12.7,1,0,0,0,-3,23
8459462,Bryan McCabe,New York Islanders,20,8,165,117,82,2,6,165,6.8,2,1,1,1,-2,28
8460529,Jason Holland,New York Islanders,0,1,0,3,4,0,0,0,33.3,0,0,0,0,1,1
8460664,Steve Webb,New York Islanders,4,1,144,21,41,1,2,144,4.8,0,0,0,0,-10,5
8462032,Bryan Berard,New York Islanders,40,8,86,172,82,3,20,86,4.7,1,1,0,0,1,48
8445424,Bill Berg,New York Rangers,6,8,37,84,67,0,0,37,9.5,3,0,2,2,2,14
8445461,Jeff Beukeboom,New York Rangers,9,3,167,55,80,0,0,167,5.5,0,0,0,1,22,12
8446071,Shane Churla,New York Rangers,1,0,106,19,45,0,0,106,0.0,0,0,0,0,-10,1
8446208,Russ Courtnall,New York Rangers,24,11,26,125,61,2,9,26,8.8,2,0,1,2,1,35
8446484,Bruce Driver,New York Rangers,25,5,48,154,79,2,14,48,3.2,2,0,0,0,8,30
8446838,Patrick Flatley,New York Rangers,12,10,26,96,68,0,1,26,10.4,2,0,0,0,6,22
8447364,Adam Graves,New York Rangers,28,33,66,269,82,10,16,66,12.3,3,0,4,6,10,61
8447400,Wayne Gretzky,New York Rangers,72,25,28,286,82,6,31,28,8.7,2,0,0,1,12,97
8448769,Brian Leetch,New York Rangers,58,20,40,256,82,9,30,40,7.8,2,0,0,2,31,78
8448839,Doug Lidster,New York Rangers,4,3,24,42,48,0,0,24,7.1,0,0,0,1,10,7
8449573,Mark Messier,New York Rangers,48,36,88,227,71,7,18,88,15.9,9,0,5,11,12,84
8449669,Sergio Momesso,New York Rangers,3,1,48,43,40,0,0,48,2.3,0,0,0,0,-6,4
8449694,Jayson More,New York Rangers,7,1,62,28,37,0,0,62,3.6,1,1,0,1,10,8
8449894,Brian Noonan,New York Rangers,22,12,34,100,73,3,8,34,12.0,1,0,1,2,-3,34
8450941,Luc Robitaille,New York Rangers,24,24,48,200,69,5,14,48,12.0,4,1,0,0,16,48
8451107,Ulf Samuelsson,New York Rangers,11,6,138,77,73,1,1,138,7.8,1,0,0,1,3,17
8451905,Esa Tikkanen,New York Rangers,17,13,72,133,76,4,12,72,9.8,2,1,2,3,-9,30
8456153,Dallas Eakins,New York Rangers,0,0,16,4,7,0,0,16,0.0,0,0,0,0,-4,0
8456156,Mike Eastwood,New York Rangers,10,2,14,44,60,0,0,14,4.5,0,0,0,1,-1,12
8456793,Alexander Karpovtsev,New York Rangers,29,9,59,84,77,6,19,59,10.7,0,0,1,1,1,38
8457491,Sergei Nemchinov,New York Rangers,16,8,16,97,69,1,2,16,8.2,2,0,0,0,9,24
8457511,Jeff Nielsen,New York Rangers,0,0,2,1,2,0,0,2,0.0,0,0,0,0,-1,0
8458529,Alex Kovalev,New York Rangers,22,13,42,110,45,1,9,42,11.8,0,0,0,0,11,35
8458658,David Oliver,New York Rangers,3,3,8,35,31,0,1,8,8.6,0,0,0,0,-5,6
8458960,Peter Ferraro,New York Rangers,0,0,0,3,2,0,0,0,0.0,0,0,0,0,0,0
8459008,Eric Cairns,New York Rangers,1,0,147,17,40,0,0,147,0.0,0,0,0,0,-7,1
