id,fullName,teamName,assists,goals,pim,games,powerPlayGoals,powerPlayPoints,penaltyMinutes,gameWinningGoals,overTimeGoals,shortHandedGoals,shortHandedPoints,points
8444871,George Allen,Chicago Blackhawks,14,10,26,47,0,1,26,1,0,0,0,24
8445062,Doug Bentley,Chicago Blackhawks,40,33,18,50,5,13,18,4,0,0,0,73
8445063,Max Bentley,Chicago Blackhawks,44,26,2,47,4,14,2,3,0,0,0,70
8445064,Reg Bentley,Chicago Blackhawks,2,1,2,11,0,0,2,0,0,0,0,3
8445321,Leo Carbol,Chicago Blackhawks,1,0,4,6,0,0,4,0,0,0,0,1
8445344,Bob Carse,Chicago Blackhawks,22,10,6,46,1,3,6,1,0,0,0,32
8445838,Cully Dahlstrom,Chicago Blackhawks,13,11,10,38,3,5,10,1,0,0,0,24
8446617,Johnny Gottselig,Chicago Blackhawks,6,2,22,10,0,0,22,0,0,0,0,8
8446686,Red Hamill,Chicago Blackhawks,16,28,44,50,4,7,44,2,0,1,1,44
8446835,Phil Hergesheimer,Chicago Blackhawks,3,1,0,9,0,1,0,0,0,0,0,4
8447104,George Johnston,Chicago Blackhawks,7,10,0,30,3,4,0,1,0,0,0,17
8447609,Mush March,Chicago Blackhawks,29,7,46,50,0,2,46,0,0,0,0,36
8447638,Joe Matte,Chicago Blackhawks,2,0,8,12,0,0,8,0,0,0,0,2
8447877,Red Mitchell,Chicago Blackhawks,1,1,47,42,0,0,47,0,0,0,0,2
8447902,Bill Mosienko,Chicago Blackhawks,0,2,0,2,0,0,0,0,0,0,0,2
8448231,Fido Purpur,Chicago Blackhawks,16,13,14,50,2,2,14,1,0,0,0,29
8448951,Earl Seibert,Chicago Blackhawks,27,5,48,44,3,10,48,1,0,0,1,32
8449233,Bill Thoms,Chicago Blackhawks,28,15,11,46,3,8,11,2,0,0,0,43
8449272,Aud Tuten,Chicago Blackhawks,7,3,38,34,0,1,38,0,0,0,0,10
8449464,Art Wiebe,Chicago Blackhawks,7,1,25,33,0,1,25,0,0,0,0,8
8444857,Sid Abel,Detroit Red Wings,24,18,33,49,3,11,33,2,0,0,0,42
8445041,Dick Behling,Detroit Red Wings,0,1,0,2,0,0,0,0,0,0,0,1
8445180,Adam Brown,Detroit Red Wings,0,0,0,0,0,0,0,0,0,0,0,0
8445182,Connie Brown,Detroit Red Wings,16,5,6,23,1,4,6,2,0,0,0,21
8445194,Mud Bruneteau,Detroit Red Wings,22,23,2,50,5,9,2,3,0,1,1,45
8445349,Joe Carveth,Detroit Red Wings,18,18,6,43,3,11,6,0,0,0,0,36
8445946,Les Douglas,Detroit Red Wings,8,5,4,21,2,4,4,1,0,0,0,13
8446302,Joe Fisher,Detroit Red Wings,0,1,0,1,0,0,0,0,0,0,0,1
8446612,Ebbie Goodfellow,Detroit Red Wings,4,1,4,11,0,1,4,1,0,0,0,5
8446651,Don Grosso,Detroit Red Wings,17,15,10,50,3,5,10,3,0,0,0,32
8446903,John Holota,Detroit Red Wings,0,2,0,12,0,0,0,0,0,0,0,2
8446924,Syd Howe,Detroit Red Wings,35,20,10,50,5,12,10,2,0,0,0,55
8447024,Harold Jackson,Detroit Red Wings,4,0,6,4,0,0,6,0,0,0,0,4
8447053,Bill Jennings,Detroit Red Wings,3,3,2,8,1,1,2,1,0,0,0,6
8447501,Carl Liscombe,Detroit Red Wings,23,19,19,50,2,9,19,3,0,0,0,42
8447649,Jud McAtee,Detroit Red Wings,0,0,0,1,0,0,0,0,0,0,0,0
8447904,Alex Motter,Detroit Red Wings,4,6,42,50,2,2,42,2,0,0,0,10
8448066,Jimmy Orlando,Detroit Red Wings,4,3,109,40,2,2,109,0,0,0,0,7
8448235,Bill Quackenbush,Detroit Red Wings,1,1,4,10,0,0,4,0,0,0,0,2
8449041,Cully Simon,Detroit Red Wings,1,1,34,34,0,0,34,0,0,0,0,2
8449184,Jack Stewart,Detroit Red Wings,9,2,68,44,0,0,68,0,0,0,0,11
