id,fullName,teamName,assists,goals,pim,shots,games,powerPlayGoals,powerPlayPoints,penaltyMinutes,shotPct,gameWinningGoals,overTimeGoals,shortHandedGoals,shortHandedPoints,plusMinus,points
8445169,Pierre Aubry,Quebec Nordiques,2,5,25,22,37,0,0,25,22.73,0,0,0,0,-5,7
8445434,Bo Berglund,Quebec Nordiques,27,16,20,83,75,1,10,20,19.28,1,0,0,0,6,43
8446178,Alain Cote,Quebec Nordiques,24,19,41,116,77,0,0,41,16.38,1,0,1,3,21,43
8446437,Gord Donnelly,Quebec Nordiques,5,0,60,14,38,0,0,60,0.0,0,0,0,0,-3,5
8446439,Jim Dobson,Quebec Nordiques,0,0,0,1,1,0,0,0,0.0,0,0,0,0,-1,0
8446443,Andre Dore,Quebec Nordiques,28,4,83,81,80,0,2,83,4.94,1,0,0,0,5,32
8447074,Jean-Marc Gaulin,Quebec Nordiques,0,0,0,0,2,0,0,0,0,0,0,0,0,-1,0
8447192,Paul Gillis,Quebec Nordiques,9,8,59,60,57,0,0,59,13.33,1,0,0,1,10,17
8447310,Michel Goulet,Quebec Nordiques,66,56,76,239,75,11,30,76,23.43,16,0,2,3,62,122
8448117,Dale Hunter,Quebec Nordiques,55,24,232,123,77,7,13,232,19.51,2,0,2,4,34,79
8448695,Rick Lapointe,Quebec Nordiques,9,2,12,24,22,0,1,12,8.33,0,0,0,0,8,11
8449119,Jimmy Mann,Quebec Nordiques,2,1,96,20,38,0,0,96,5.0,0,0,0,0,-3,3
8449171,Mario Marois,Quebec Nordiques,36,13,151,184,80,4,14,151,7.07,0,0,0,1,49,49
8449445,Tony McKegney,Quebec Nordiques,27,24,23,169,75,4,8,23,14.2,2,0,0,0,2,51
8449662,Randy Moller,Quebec Nordiques,14,4,147,78,74,0,2,147,5.13,1,0,0,0,26,18
8450107,Wilf Paiement,Quebec Nordiques,37,39,121,207,80,8,12,121,18.84,3,0,3,4,27,76
8450378,Dave Pichette,Quebec Nordiques,18,2,18,71,46,0,11,18,2.82,0,0,0,0,-1,20
8450554,Pat Price,Quebec Nordiques,25,3,188,59,72,0,5,188,5.08,2,0,0,1,20,28
8450953,Normand Rochefort,Quebec Nordiques,22,2,47,83,75,0,1,47,2.41,1,0,0,2,40,24
8451141,Jean-Francois Sauve,Quebec Nordiques,17,10,2,43,39,5,18,2,23.26,0,0,0,0,3,27
8451144,Andre Savard,Quebec Nordiques,24,20,38,100,60,0,1,38,20.0,2,0,2,3,17,44
8451314,David Shaw,Quebec Nordiques,0,0,0,3,3,0,0,0,0.0,0,0,0,0,1,0
8451432,Louis Sleigher,Quebec Nordiques,19,15,32,74,44,3,6,32,20.27,1,0,1,1,23,34
8451687,Marian Stastny,Quebec Nordiques,32,20,26,113,68,4,8,26,17.7,4,0,0,0,1,52
8451688,Anton Stastny,Quebec Nordiques,37,25,14,147,69,7,18,14,17.01,0,0,0,0,12,62
8451689,Peter Stastny,Quebec Nordiques,73,46,73,189,80,11,31,73,24.34,4,0,0,1,22,119
8452156,John Van Boxmeer,Quebec Nordiques,3,5,12,33,18,4,4,12,15.15,0,0,0,0,-1,8
8452367,Wally Weir,Quebec Nordiques,3,2,17,16,25,0,0,17,12.5,1,0,0,0,5,5
8452370,Blake Wesley,Quebec Nordiques,8,2,75,40,46,0,0,75,5.0,0,0,0,1,14,10
8445088,Scott Arniel,Winnipeg Jets (1979),35,21,68,140,80,6,18,68,15.0,2,0,0,0,-11,56
8445208,Dave Babych,Winnipeg Jets (1979),39,18,62,233,66,10,30,62,7.73,4,0,0,1,-29,57
8445603,Laurie Boschman,Winnipeg Jets (1979),46,28,234,137,61,9,21,234,20.44,3,0,0,1,-4,74
8445901,Wade Campbell,Winnipeg Jets (1979),14,7,147,92,79,0,1,147,7.61,0,0,0,0,-2,21
8445938,Randy Carlyle,Winnipeg Jets (1979),26,3,84,111,55,0,21,84,2.7,1,1,0,0,-19,29
8446353,Lucien DeBlois,Winnipeg Jets (1979),45,34,50,197,80,9,21,50,17.26,2,1,1,2,-16,79
8446435,Bobby Dollas,Winnipeg Jets (1979),0,0,0,0,1,0,0,0,0,0,0,0,0,-2,0
8446469,Jordy Douglas,Winnipeg Jets (1979),6,7,18,35,31,1,2,18,20.0,2,0,0,0,-11,13
