['id', 'fullName', 'teamName', 'assists', 'goals', 'pim', 'shots', 'games', 'powerPlayGoals', 'powerPlayPoints', 'penaltyMinutes', 'shotPct', 'gameWinningGoals', 'overTimeGoals', 'shortHandedGoals', 'shortHandedPoints', 'plusMinus', 'points']
[8446729, 'Buster Harvey', 'Minnesota North Stars', 8, 12, 36, 154, 59, 4, 6, '36', 7.79, 3, 0, 0, 0, -14, 20]
[8446763, 'Bill Heindl', 'Minnesota North Stars', 1, 1, 0, 18, 12, 0, 0, '0', 5.56, 0, 0, 0, 0, -1, 2]
[8447107, 'Marshall Johnston', 'Minnesota North Stars', 0, 0, 0, 0, 1, 0, 0, '0', 0, 0, 0, 0, 0, 0, 0]
[8447154, 'Barry Gibbs', 'Minnesota North Stars', 15, 5, 132, 116, 68, 3, 7, '132', 4.31, 2, 0, 0, 1, -9, 20]
[8447265, 'Gord Labossiere', 'Minnesota North Stars', 14, 19, 20, 133, 74, 1, 4, '20', 14.29, 1, 0, 0, 0, -26, 33]
[8447352, 'Danny Grant', 'Minnesota North Stars', 23, 34, 46, 283, 78, 12, 19, '46', 12.01, 1, 0, 0, 0, 6, 57]
[8447496, 'Ted Hampson', 'Minnesota North Stars', 26, 14, 18, 158, 78, 2, 7, '18', 8.86, 2, 0, 4, 5, -23, 40]
[8447880, 'Doug Mohns', 'Minnesota North Stars', 11, 6, 30, 70, 55, 1, 5, '30', 8.57, 1, 0, 1, 2, 8, 17]
[8447906, 'Wayne Muloin', 'Minnesota North Stars', 14, 0, 38, 72, 71, 0, 1, '38', 0.0, 0, 0, 0, 0, -36, 14]
[8447974, 'Lou Nanne', 'Minnesota North Stars', 11, 5, 22, 61, 68, 0, 1, '22', 8.2, 0, 0, 0, 0, -6, 16]
[8448040, "Dennis O'Brien", 'Minnesota North Stars', 2, 3, 29, 14, 27, 0, 0, '29', 21.43, 0, 0, 0, 0, -3, 5]
[8448056, 'Murray Oliver', 'Minnesota North Stars', 23, 9, 8, 115, 61, 3, 10, '8', 7.83, 0, 0, 1, 1, 0, 32]
[8448068, "Danny O'Shea", 'Minnesota North Stars', 19, 18, 26, 186, 77, 0, 2, '26', 9.68, 4, 0, 0, 0, 1, 37]
[8448173, 'Tom Polanic', 'Minnesota North Stars', 0, 0, 0, 2, 3, 0, 0, '0', 0.0, 0, 0, 0, 0, 1, 0]
[8448311, 'Tom Reid', 'Minnesota North Stars', 14, 3, 62, 111, 73, 0, 2, '62', 2.7, 1, 0, 0, 1, -5, 17]
[8448464, 'Bobby Rousseau', 'Minnesota North Stars', 20, 4, 12, 122, 63, 0, 1, '12', 3.28, 0, 0, 0, 0, 3, 24]
[8448730, 'Danny Lawson', 'Minnesota North Stars', 5, 1, 2, 25, 32, 0, 0, '2', 4.0, 0, 0, 0, 0, 3, 6]
[8448950, 'Dan Seguin', 'Minnesota North Stars', 6, 1, 50, 21, 36, 0, 1, '50', 4.76, 0, 0, 0, 0, -8, 7]
[8449440, 'Walt McKechnie', 'Minnesota North Stars', 1, 3, 34, 39, 30, 0, 0, '34', 7.69, 0, 0, 0, 1, -9, 4]
[8449481, 'Tommy Williams', 'Minnesota North Stars', 23, 17, 24, 105, 59, 5, 8, '24', 16.19, 2, 0, 0, 0, -17, 40]
[8450196, 'J.P. Parise', 'Minnesota North Stars', 23, 11, 60, 191, 73, 1, 7, '60', 5.76, 3, 0, 1, 1, -15, 34]
[8450737, 'Dick Redmond', 'Minnesota North Stars', 6, 2, 28, 46, 20, 1, 2, '28', 4.35, 0, 0, 0, 0, -9, 8]
