id,fullName,teamName,assists,goals,pim,games,powerPlayGoals,powerPlayPoints,penaltyMinutes,gameWinningGoals,overTimeGoals,shortHandedGoals,shortHandedPoints,points
8445468,Hank Ciesla,Chicago Blackhawks,8,10,28,70,3,4,28,0,0,0,0,18
8445835,Ian Cushenan,Chicago Blackhawks,0,0,13,11,0,0,13,0,0,0,0,0
8446840,Wally Hergesheimer,Chicago Blackhawks,8,2,12,41,0,2,12,0,0,0,0,10
8447019,Ron Ingram,Chicago Blackhawks,6,1,21,45,0,2,21,0,0,0,0,7
8447128,Ed Kachur,Chicago Blackhawks,7,5,21,34,1,1,21,0,0,0,0,12
8447164,Forbes Kennedy,Chicago Blackhawks,13,8,104,69,3,4,104,1,0,0,0,21
8447287,Hec Lalande,Chicago Blackhawks,17,11,34,50,2,10,34,0,0,0,0,28
8447502,Ed Litzenberger,Chicago Blackhawks,32,32,48,70,1,12,48,3,0,1,1,64
8447624,Frank Martin,Chicago Blackhawks,8,1,12,70,0,1,12,0,0,0,0,9
8447645,Eddie Mazur,Chicago Blackhawks,1,0,2,15,0,0,2,0,0,0,0,1
8447786,Jack McIntyre,Chicago Blackhawks,14,18,30,70,3,4,30,1,0,0,0,32
8447854,Nick Mickoski,Chicago Blackhawks,20,16,24,70,2,4,24,3,0,0,1,36
8447899,Gus Mortson,Chicago Blackhawks,18,5,147,70,2,6,147,2,0,0,0,23
8447901,Ken Mosdell,Chicago Blackhawks,4,2,8,25,0,0,8,0,0,0,0,6
8447998,Eric Nesterenko,Chicago Blackhawks,15,8,32,24,2,6,32,0,0,0,0,23
8448152,Pierre Pilote,Chicago Blackhawks,14,3,119,70,0,1,119,2,0,0,0,17
8449050,Glen Skov,Chicago Blackhawks,28,14,69,67,4,10,69,1,0,0,0,42
8449051,John Sleaver,Chicago Blackhawks,0,1,2,12,0,0,2,0,0,0,0,1
8449245,Zellio Toppazzini,Chicago Blackhawks,0,0,0,7,0,0,0,0,0,0,0,0
8449303,Moose Vasko,Chicago Blackhawks,12,3,31,64,1,4,31,0,0,0,0,15
8449369,Harry Watson,Chicago Blackhawks,19,11,9,70,1,6,9,1,0,0,0,30
8449556,Johnny Wilson,Chicago Blackhawks,30,18,24,70,9,15,24,2,0,0,0,48
8449598,Benny Woit,Chicago Blackhawks,0,0,2,9,0,0,2,0,0,0,0,0
8444878,Dale Anderson,Detroit Red Wings,0,0,6,13,0,0,6,0,0,0,0,0
8444955,Al Arbour,Detroit Red Wings,6,1,36,44,0,0,36,0,0,0,0,7
8445240,Johnny Bucyk,Detroit Red Wings,11,10,39,66,1,1,39,3,0,0,0,21
8445638,Murray Costello,Detroit Red Wings,0,0,0,3,0,0,0,0,0,0,0,0
8445855,Billy Dea,Detroit Red Wings,15,15,14,69,1,4,14,3,0,0,0,30
8445865,Alex Delvecchio,Detroit Red Wings,25,16,8,48,6,15,8,4,0,0,0,41
8445909,Bill Dineen,Detroit Red Wings,7,6,12,51,0,1,12,1,0,0,0,13
8446197,Lorne Ferguson,Detroit Red Wings,10,13,26,70,1,4,26,5,0,2,2,23
8446599,Warren Godfrey,Detroit Red Wings,8,1,103,69,0,1,103,0,0,0,0,9
8446864,Larry Hillman,Detroit Red Wings,2,1,2,16,0,1,2,0,0,0,0,3
8446896,Gord Hollingworth,Detroit Red Wings,1,0,16,25,0,0,16,0,0,0,0,1
8447149,Red Kelly,Detroit Red Wings,25,10,18,70,6,17,18,1,0,0,0,35
8447500,Ted Lindsay,Detroit Red Wings,55,30,103,70,6,25,103,4,0,1,1,85
8447676,Tom McCarthy,Detroit Red Wings,0,0,0,3,0,0,0,0,0,0,0,0
8447817,Billy McNeill,Detroit Red Wings,10,5,24,64,0,0,24,1,0,0,0,15
8448000,Gordie Howe,Detroit Red Wings,45,44,74,70,15,31,74,6,0,0,1,89
8448103,Marty Pavelich,Detroit Red Wings,13,3,48,63,0,0,48,1,0,1,1,16
8448214,Marcel Pronovost,Detroit Red Wings,9,7,36,70,0,2,36,1,0,0,0,16
8448223,Metro Prystai,Detroit Red Wings,15,7,16,70,1,2,16,4,0,0,2,22
8448305,Dutch Reibel,Detroit Red Wings,23,13,6,70,5,12,6,4,0,0,0,36
8449196,Gord Strate,Detroit Red Wings,0,0,4,5,0,0,4,0,0,0,0,0
8449274,Norm Ullman,Detroit Red Wings,36,16,47,64,6,17,47,0,0,0,0,52
8445001,Bob Bailey,Detroit Red Wings,0,0,0,0,0,0,0,0,0,0,0,0
8445032,Andy Bathgate,New York Rangers,50,27,60,70,6,27,60,3,0,2,2,77
8445305,Larry Cahan,New York Rangers,4,5,65,61,1,2,65,1,0,0,0,9
8445499,Bruce Cline,New York Rangers,3,2,10,30,0,0,10,1,0,0,0,5
8445805,Dave Creighton,New York Rangers,21,18,40,70,6,12,40,2,0,0,0,39
8446173,Jack Evans,New York Rangers,6,3,116,70,0,0,116,0,0,0,0,9
8446335,Gerry Foley,New York Rangers,9,7,48,69,1,2,48,1,0,0,0,16
8446343,Lou Fontinato,New York Rangers,12,3,139,70,0,0,139,0,0,0,2,15
8446513,Bill Gadsby,New York Rangers,37,4,72,70,0,18,72,0,0,1,1,41
8446577,Jean-Guy Gendron,New York Rangers,6,9,38,70,0,3,38,2,0,1,1,15
8446760,Andy Hebenton,New York Rangers,23,21,15,70,11,18,15,4,0,0,1,44
8446784,Camille Henry,New York Rangers,15,14,2,36,8,14,2,0,0,0,0,29
8446918,Bronco Horvath,New York Rangers,2,1,4,8,1,2,4,0,0,0,0,3
8446926,Harry Howell,New York Rangers,10,2,70,65,0,1,70,0,0,0,0,12
8447474,Danny Lewicki,New York Rangers,20,18,47,70,4,15,47,3,0,1,1,38
8447537,Parker MacDonald,New York Rangers,8,7,24,45,3,4,24,0,0,0,0,15
8447921,Ron Murphy,New York Rangers,12,7,14,33,3,6,14,0,0,0,0,19
8448177,Larry Popein,New York Rangers,19,11,20,67,0,5,20,3,0,2,2,30
8448191,Dean Prentice,New York Rangers,23,19,38,68,3,5,38,6,0,0,1,42
8449203,Red Sullivan,New York Rangers,17,6,36,42,2,6,36,0,0,1,2,23
8444970,Bob Armstrong,Boston Bruins,15,1,79,57,0,4,79,0,0,0,1,16
8445039,Bob Beckett,Boston Bruins,3,0,2,18,0,0,2,0,0,0,0,3
8445081,Jack Bionda,Boston Bruins,3,2,41,35,0,0,41,0,0,0,0,5
8445111,Leo Boivin,Boston Bruins,8,2,55,55,0,1,55,1,0,0,0,10
8445303,Jack Caffery,Boston Bruins,2,2,20,47,0,0,20,1,0,0,0,4
8445366,Dick Cherry,Boston Bruins,0,0,4,6,0,0,4,0,0,0,0,0
8445371,Real Chevrefils,Boston Bruins,17,31,38,70,5,6,38,9,0,0,0,48
8446318,Fern Flaman,Boston Bruins,25,6,108,68,0,1,108,1,0,0,0,31
8446565,Cal Gardner,Boston Bruins,20,12,64,70,5,11,64,2,0,0,0,32
8446863,Floyd Hillman,Boston Bruins,0,0,10,6,0,0,10,0,0,0,0,0
8447260,Leo Labine,Boston Bruins,29,18,130,67,1,5,130,1,0,0,0,47
8447547,Fleming MacKell,Boston Bruins,17,22,76,65,4,7,76,6,0,1,1,39
8447792,Don McKenney,Boston Bruins,39,21,31,69,3,7,31,1,0,0,0,60
8447880,Doug Mohns,Boston Bruins,34,6,89,68,2,18,89,1,0,0,0,40
8448006,Al Nicholson,Boston Bruins,1,0,0,5,0,0,0,0,0,0,0,1
