id,fullName,teamName,assists,goals,pim,shots,games,powerPlayGoals,powerPlayPoints,penaltyMinutes,shotPct,gameWinningGoals,overTimeGoals,shortHandedGoals,shortHandedPoints,plusMinus,points
8445617,Bob Bourne,New York Islanders,19,16,30,137,75,0,0,30,11.68,5,0,0,0,27,35
8446482,Jude Drouin,New York Islanders,29,24,27,135,78,4,14,27,17.78,2,0,0,0,18,53
8447193,Clark Gillies,New York Islanders,22,33,93,215,70,12,20,93,15.35,5,0,0,0,18,55
8447551,Richie Hansen,New York Islanders,0,1,0,9,4,0,0,0,11.11,0,0,0,0,-1,1
8447577,Billy MacMillan,New York Islanders,8,6,13,34,43,0,0,13,17.65,1,0,1,2,4,14
8447658,Billy Harris,New York Islanders,43,24,44,160,80,5,20,44,15.0,3,0,1,2,18,67
8447666,Gerry Hart,New York Islanders,18,4,98,118,80,0,0,98,3.39,0,0,1,3,30,22
8447740,Lorne Henning,New York Islanders,18,13,10,103,80,0,0,10,12.62,2,0,6,14,21,31
8447995,Garry Howatt,New York Islanders,15,13,182,91,70,1,1,182,14.29,4,0,0,0,14,28
8448725,Walt Ledingham,New York Islanders,0,0,0,5,4,0,0,0,0.0,0,0,0,0,-1,0
8448811,Dave Lewis,New York Islanders,24,4,44,102,79,0,0,44,3.92,1,0,1,2,29,28
8448885,Bob Lorimer,New York Islanders,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1
8449206,Bert Marshall,New York Islanders,21,4,61,61,72,0,0,61,6.56,1,0,0,2,48,25
8449384,Ed Westfall,New York Islanders,33,14,8,118,79,1,3,8,11.86,0,0,3,7,21,47
8449932,Bobby Nystrom,New York Islanders,27,29,91,207,80,5,12,91,14.01,3,0,0,0,22,56
8450196,J.P. Parise,New York Islanders,31,25,46,147,80,5,11,46,17.01,7,0,0,0,26,56
8450505,Denis Potvin,New York Islanders,55,25,103,238,80,7,28,103,10.5,4,0,1,2,42,80
8450508,Jean Potvin,New York Islanders,36,10,26,128,79,1,15,26,7.81,0,0,1,1,14,46
8450554,Pat Price,New York Islanders,22,3,25,82,71,2,9,25,3.66,0,0,0,0,25,25
8451741,Andre St. Laurent,New York Islanders,13,10,55,96,72,2,4,55,10.42,3,0,0,0,8,23
8451965,Bryan Trottier,New York Islanders,42,30,34,175,76,11,22,34,17.14,6,0,1,1,28,72
8451109,David Salvian,New York Islanders,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8444999,Ron Andruff,Colorado Rockies,18,4,21,106,66,0,2,21,3.77,0,0,0,1,-18,22
8445089,Chuck Arnason,Colorado Rockies,10,13,10,154,61,3,7,10,8.44,1,0,0,0,-24,23
8445129,Henry Boucha,Colorado Rockies,2,0,4,10,9,0,0,4,0.0,0,0,0,0,0,2
8445309,Don Cairns,Colorado Rockies,1,0,2,3,2,0,0,2,0.0,0,0,0,0,1,1
8445893,Colin Campbell,Colorado Rockies,8,3,67,87,54,0,1,67,3.45,0,0,0,0,-23,11
8445964,Denis Dupere,Colorado Rockies,11,7,4,60,57,1,2,4,11.67,2,0,3,3,3,18
8445965,Steve Durbano,Colorado Rockies,2,0,129,17,19,0,0,129,0.0,0,0,0,0,-6,2
8446253,Gary Croteau,Colorado Rockies,27,24,14,144,78,5,9,14,16.67,2,0,0,0,-17,51
8446349,Barry Dean,Colorado Rockies,25,14,92,132,79,2,5,92,10.61,0,0,0,1,-25,39
8446371,Ron Delorme,Colorado Rockies,4,6,23,31,29,0,1,23,19.35,2,0,0,0,-11,10
8446378,Guy Delparte,Colorado Rockies,8,1,18,37,48,0,1,18,2.7,0,0,0,0,-9,9
8446593,Tom Edur,Colorado Rockies,25,7,39,150,80,3,7,39,4.67,1,0,0,0,14,32
8446653,Danny Gruen,Colorado Rockies,10,8,12,60,29,2,3,12,13.33,1,0,0,0,-6,18
8446944,Dave Hudson,Colorado Rockies,21,15,14,89,73,1,3,14,16.85,2,0,0,1,-3,36
8447047,Paul Gardner,Colorado Rockies,29,30,25,190,60,11,24,25,15.79,0,0,0,0,-30,59
8447106,Larry Johnston,Colorado Rockies,3,0,35,22,25,0,0,35,0.0,0,0,0,1,-25,3
8447373,Bryan Lefley,Colorado Rockies,6,0,27,40,58,0,1,27,0.0,0,0,0,0,-15,6
8447768,Jim McElmury,Colorado Rockies,23,7,16,81,55,1,14,16,8.64,1,0,0,0,-17,30
8448031,Simon Nolet,Colorado Rockies,19,12,10,104,52,1,3,10,11.54,2,0,1,2,-2,31
8448190,Tracy Pratt,Colorado Rockies,11,1,118,57,77,0,1,118,1.75,0,0,0,0,-33,12
8448353,Phil Roberto,Colorado Rockies,9,4,31,70,43,0,0,31,5.71,0,0,0,0,-17,13
8448460,Randy Rota,Colorado Rockies,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
8448498,Mike Kitchen,Colorado Rockies,8,1,36,46,60,0,1,36,2.17,0,0,0,1,-2,9
8448760,Roger Lemelin,Colorado Rockies,1,1,21,25,14,0,0,21,4.0,0,0,0,0,-6,2
8448999,Sean Shanahan,Colorado Rockies,3,1,40,33,30,0,0,40,3.03,0,0,0,0,-12,4
8450107,Wilf Paiement,Colorado Rockies,40,41,101,285,78,9,19,101,14.39,2,0,5,5,-14,81
8450631,Nelson Pyatt,Colorado Rockies,22,23,20,158,77,2,4,20,14.56,4,0,0,0,-18,45
8451403,Larry Skinner,Colorado Rockies,5,4,6,40,19,3,6,6,10.0,0,0,0,0,-13,9
8452156,John Van Boxmeer,Colorado Rockies,12,2,32,95,45,0,5,32,2.11,0,0,0,0,-18,14
8445399,John Bednarski,New York Rangers,0,0,0,3,5,0,0,0,0.0,0,0,0,0,-3,0
8445456,Nick Beverley,New York Rangers,17,2,8,59,61,0,2,8,3.39,0,0,0,1,0,19
8446187,Bill Fairbairn,New York Rangers,22,10,2,93,60,0,3,2,10.75,2,0,2,3,1,32
8446420,Wayne Dillon,New York Rangers,29,17,33,158,78,1,5,33,10.76,1,0,0,0,-14,46
8446605,Bill Goldsworthy,New York Rangers,15,12,49,135,77,1,2,49,8.89,2,0,0,1,-24,27
8446722,Phil Esposito,New York Rangers,46,34,52,344,80,15,31,52,9.88,4,0,0,1,-27,80
8446774,Dave Farrish,New York Rangers,17,2,102,118,80,0,0,102,1.69,0,0,0,0,-16,19
8446904,Greg Holst,New York Rangers,0,0,0,7,5,0,0,0,0.0,0,0,0,0,-2,0
8446940,Nick Fotiu,New York Rangers,8,4,174,48,70,0,0,174,8.33,0,0,0,0,-23,12
8446987,Larry Huras,New York Rangers,0,0,0,0,2,0,0,0,0,0,0,0,0,-1,0
8447045,Doug Jarrett,New York Rangers,0,0,4,3,9,0,0,4,0.0,0,0,0,0,-6,0
8447172,Rod Gilbert,New York Rangers,48,27,50,186,77,7,27,50,14.52,2,0,0,0,-17,75
8447409,Ron Greschner,New York Rangers,36,11,89,191,80,0,4,89,5.76,1,0,2,2,0,47
8447707,Mark Heaslip,New York Rangers,0,1,31,9,19,0,0,31,11.11,0,0,0,0,-3,1
8447790,Pat Hickey,New York Rangers,17,23,35,130,80,4,5,35,17.69,1,0,1,2,-11,40
8447892,Ken Hodge,New York Rangers,41,21,43,141,78,6,19,43,14.89,5,0,0,0,-20,62
8449103,Dave Maloney,New York Rangers,18,3,100,126,66,0,3,100,2.38,1,0,0,0,-8,21
8449179,Pete Stemkowski,New York Rangers,13,2,8,56,61,0,0,8,3.57,0,0,1,1,-14,15
8449420,Mike McEwen,New York Rangers,29,14,38,203,80,5,20,38,6.9,0,0,0,0,-24,43
8449735,Don Murdoch,New York Rangers,24,32,47,223,59,11,18,47,14.35,6,0,0,0,5,56
8449874,Dan Newman,New York Rangers,8,9,37,67,41,0,1,37,13.43,1,0,0,0,-4,17
8450490,Greg Polis,New York Rangers,23,16,44,187,77,3,3,44,8.56,2,0,0,3,0,39
8451098,Larry Sacharuk,New York Rangers,0,0,0,2,2,0,0,0,0.0,0,0,0,0,-1,0
8451916,Walt Tkaczuk,New York Rangers,38,12,38,138,80,1,4,38,8.7,0,0,1,2,11,50
8452140,Carol Vadnais,New York Rangers,37,11,131,169,74,3,23,131,6.51,0,0,1,2,-20,48
8452232,Steve Vickers,New York Rangers,31,22,26,157,75,4,11,26,14.01,3,0,0,0,-13,53
8445056,Harvey Bennett,Philadelphia Flyers,14,14,94,76,69,0,1,94,18.42,2,0,0,0,-18,28
8445252,Bill Barber,Philadelphia Flyers,35,20,62,243,73,3,16,62,8.23,3,0,0,2,32,55
8445270,Norm Barnes,Philadelphia Flyers,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
8445505,Bill Collins,Philadelphia Flyers,15,12,30,92,63,0,0,30,13.04,2,0,2,3,-8,27
8445520,Tom Bladon,Philadelphia Flyers,43,10,39,156,80,2,17,39,6.41,2,0,0,0,33,53
8445685,Mel Bridgman,Philadelphia Flyers,38,19,120,136,70,4,7,120,13.97,2,0,0,1,35,57
8445816,Terry Crisp,Philadelphia Flyers,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
8445860,Drew Callander,Philadelphia Flyers,0,1,0,1,2,0,0,0,100.0,0,0,0,0,1,1
8445943,Gary Dornhoefer,Philadelphia Flyers,34,25,85,115,79,5,11,85,21.74,3,0,0,1,46,59
8446098,Bobby Clarke,Philadelphia Flyers,63,27,71,158,80,6,22,71,17.09,3,0,6,7,40,90
8446291,Bob Dailey,Philadelphia Flyers,30,9,90,179,76,4,13,90,5.03,1,0,0,1,1,39
8446530,Andre Dupont,Philadelphia Flyers,19,10,168,112,69,1,4,168,8.93,0,0,0,1,58,29
8447293,Larry Goodenough,Philadelphia Flyers,17,6,48,87,62,1,6,48,6.9,1,0,0,0,10,23
8447819,Al Hill,Philadelphia Flyers,4,2,27,6,9,0,0,27,33.33,0,0,0,0,5,6
8447934,Paul Holmgren,Philadelphia Flyers,12,14,201,74,59,0,2,201,18.92,2,0,0,0,10,26
