id,fullName,teamName,assists,goals,pim,games,powerPlayGoals,powerPlayPoints,penaltyMinutes,gameWinningGoals,overTimeGoals,shortHandedGoals,shortHandedPoints,points
8445468,Hank Ciesla,Chicago Blackhawks,23,8,22,70,0,3,22,3,0,0,0,31
8445573,Norm Corcoran,Chicago Blackhawks,3,1,19,25,0,0,19,1,0,0,0,4
8445888,Al Dewsbury,Chicago Blackhawks,12,3,22,37,3,7,22,0,0,0,0,15
8446333,Lee Fogolin,Chicago Blackhawks,7,0,83,51,0,1,83,0,0,0,0,7
8447287,Hec Lalande,Chicago Blackhawks,18,8,70,65,0,4,70,2,0,0,0,26
8447471,Tony Leswick,Chicago Blackhawks,11,11,71,70,0,0,71,0,0,0,0,22
8447502,Ed Litzenberger,Chicago Blackhawks,29,10,36,70,1,8,36,1,0,0,0,39
8447624,Frank Martin,Chicago Blackhawks,11,3,21,60,1,2,21,0,0,0,0,14
8447786,Jack McIntyre,Chicago Blackhawks,5,10,14,46,0,0,14,1,0,0,0,15
8447854,Nick Mickoski,Chicago Blackhawks,20,19,52,70,1,3,52,2,0,1,2,39
8447899,Gus Mortson,Chicago Blackhawks,10,5,87,52,1,3,87,1,0,0,1,15
8448152,Pierre Pilote,Chicago Blackhawks,5,3,34,20,1,2,34,0,0,0,0,8
8448223,Metro Prystai,Chicago Blackhawks,19,13,18,71,1,3,18,0,0,0,0,32
8448783,Ed Sandford,Chicago Blackhawks,9,12,56,61,3,4,56,1,0,0,0,21
8449050,Glen Skov,Chicago Blackhawks,20,7,26,70,0,0,26,0,0,0,1,27
8449155,Allan Stanley,Chicago Blackhawks,14,4,70,59,1,6,70,0,0,0,0,18
8449202,Frank Sullivan,Chicago Blackhawks,0,0,0,1,0,0,0,0,0,0,0,0
8449203,Red Sullivan,Chicago Blackhawks,26,14,58,63,4,8,58,2,0,0,0,40
8449369,Harry Watson,Chicago Blackhawks,14,11,6,55,1,4,6,0,0,0,0,25
8449385,Kenny Wharram,Chicago Blackhawks,0,0,0,3,0,0,0,0,0,0,0,0
8449556,Johnny Wilson,Chicago Blackhawks,9,24,12,70,4,5,12,5,0,1,1,33
8449557,Larry Wilson,Chicago Blackhawks,0,0,2,2,0,0,2,0,0,0,0,0
8449598,Benny Woit,Chicago Blackhawks,8,1,46,63,0,0,46,0,0,0,0,9
8445240,Johnny Bucyk,Detroit Red Wings,8,1,18,38,1,2,18,1,0,0,0,9
8445294,Cummy Burton,Detroit Red Wings,0,0,0,3,0,0,0,0,0,0,0,0
8445371,Real Chevrefils,Detroit Red Wings,12,14,30,63,2,7,30,2,0,0,0,26
8445573,Norm Corcoran,Detroit Red Wings,3,1,19,25,0,0,19,1,0,0,0,4
8445638,Murray Costello,Detroit Red Wings,6,6,23,66,1,1,23,0,0,1,2,12
8445865,Alex Delvecchio,Detroit Red Wings,26,25,24,70,8,16,24,7,0,0,1,51
8445909,Bill Dineen,Detroit Red Wings,7,12,28,70,1,1,28,0,0,0,0,19
8446197,Lorne Ferguson,Detroit Red Wings,12,15,30,63,1,1,30,3,0,1,2,27
8446599,Warren Godfrey,Detroit Red Wings,6,2,86,67,0,0,86,0,0,0,0,8
8446603,Bob Goldham,Detroit Red Wings,16,3,34,68,0,1,34,0,0,2,3,19
8446864,Larry Hillman,Detroit Red Wings,3,0,53,47,0,0,53,0,0,0,0,3
8446896,Gord Hollingworth,Detroit Red Wings,2,0,28,41,0,0,28,0,0,0,0,2
8447149,Red Kelly,Detroit Red Wings,34,16,39,70,9,27,39,3,0,0,0,50
8447500,Ted Lindsay,Detroit Red Wings,23,27,161,67,14,24,161,4,0,0,0,50
8448000,Gordie Howe,Detroit Red Wings,41,38,100,70,14,36,100,8,0,0,1,79
8448103,Marty Pavelich,Detroit Red Wings,13,5,38,70,0,1,38,1,0,1,2,18
8448214,Marcel Pronovost,Detroit Red Wings,13,4,46,68,0,3,46,0,0,2,2,17
8448223,Metro Prystai,Detroit Red Wings,19,13,18,71,1,3,18,0,0,0,0,32
8448305,Dutch Reibel,Detroit Red Wings,39,17,10,68,2,22,10,3,0,0,0,56
8448783,Ed Sandford,Detroit Red Wings,9,12,56,61,3,4,56,1,0,0,0,21
8449153,Ed Stankiewicz,Detroit Red Wings,0,0,0,5,0,0,0,0,0,0,0,0
8449244,Jerry Toppazzini,Detroit Red Wings,14,8,49,68,3,5,49,1,0,2,4,22
8449274,Norm Ullman,Detroit Red Wings,9,9,26,66,0,1,26,1,0,0,0,18
8444955,Al Arbour,Detroit Red Wings,0,0,0,0,0,0,0,0,0,0,0,0
8447837,Gerry Melnyk,Detroit Red Wings,0,0,0,0,0,0,0,0,0,0,0,0
8445028,Jimmy Bartlett,New York Rangers,1,0,8,12,0,0,8,0,0,0,0,1
8445032,Andy Bathgate,New York Rangers,47,19,59,70,6,17,59,3,0,1,1,66
8445515,Pete Conacher,New York Rangers,11,11,8,41,2,5,8,3,0,0,0,22
8445805,Dave Creighton,New York Rangers,31,20,43,70,5,13,43,4,0,0,0,51
8446173,Jack Evans,New York Rangers,9,2,99,70,0,0,99,0,0,1,1,11
8446343,Lou Fontinato,New York Rangers,15,3,206,70,1,4,206,0,0,0,0,18
8446513,Bill Gadsby,New York Rangers,42,9,84,70,3,23,84,2,0,0,0,51
8446577,Jean-Guy Gendron,New York Rangers,7,5,38,63,1,2,38,0,0,0,0,12
8446655,Aldo Guidolin,New York Rangers,0,1,8,14,0,0,8,0,0,0,0,1
8446760,Andy Hebenton,New York Rangers,14,24,8,70,9,11,8,4,0,0,0,38
8446840,Wally Hergesheimer,New York Rangers,18,22,26,70,5,7,26,5,0,0,0,40
8446918,Bronco Horvath,New York Rangers,17,12,38,66,4,10,38,3,0,0,0,29
8446926,Harry Howell,New York Rangers,15,3,77,70,0,2,77,0,0,0,0,18
8446927,Ron Howell,New York Rangers,0,0,0,1,0,0,0,0,0,0,0,0
8447022,Ivan Irwin,New York Rangers,1,0,20,34,0,0,20,0,0,0,0,1
8447474,Danny Lewicki,New York Rangers,27,18,26,70,2,11,26,2,0,0,0,45
8447921,Ron Murphy,New York Rangers,28,16,69,66,4,13,69,3,0,0,0,44
8448177,Larry Popein,New York Rangers,25,14,37,64,0,0,37,0,0,0,0,39
8448191,Dean Prentice,New York Rangers,18,24,47,70,0,1,47,3,0,0,1,42
8448243,Don Raleigh,New York Rangers,12,1,4,29,0,1,4,0,0,0,0,13
8444970,Bob Armstrong,Boston Bruins,12,0,122,68,0,5,122,0,0,0,1,12
8445111,Leo Boivin,Boston Bruins,16,4,80,68,0,3,80,1,0,1,2,20
8445116,Marcel Bonin,Boston Bruins,9,9,49,67,3,6,49,0,0,0,0,18
8445371,Real Chevrefils,Boston Bruins,12,14,30,63,2,7,30,2,0,0,0,26
8445638,Murray Costello,Boston Bruins,6,6,23,66,1,1,23,0,0,1,2,12
8445851,Lorne Davis,Boston Bruins,1,0,0,15,0,0,0,0,0,0,0,1
8446197,Lorne Ferguson,Boston Bruins,12,15,30,63,1,1,30,3,0,1,2,27
8446318,Fern Flaman,Boston Bruins,17,4,70,62,2,4,70,0,0,1,2,21
8446565,Cal Gardner,Boston Bruins,21,15,59,70,5,9,59,4,0,0,0,36
8446764,Lionel Heinrich,Boston Bruins,1,1,33,35,0,0,33,0,0,0,0,2
8447260,Leo Labine,Boston Bruins,18,16,104,68,8,13,104,4,0,0,0,34
8447349,Hal Laycoe,Boston Bruins,5,5,16,65,0,1,16,2,0,1,2,10
8447547,Fleming MacKell,Boston Bruins,9,7,59,53,0,4,59,0,0,2,2,16
8447792,Don McKenney,Boston Bruins,24,10,18,65,3,10,18,3,0,0,0,34
8447880,Doug Mohns,Boston Bruins,8,10,48,64,3,8,48,1,0,0,0,18
8448006,Al Nicholson,Boston Bruins,0,0,2,14,0,0,2,0,0,0,0,0
8448041,Ellard O'Brien,Boston Bruins,0,0,0,2,0,0,0,0,0,0,0,0
8448083,Ed Panagabko,Boston Bruins,3,0,38,28,0,0,38,0,0,0,1,3
8448128,Johnny Peirson,Boston Bruins,14,11,10,33,3,5,10,1,0,1,2,25
8448235,Bill Quackenbush,Boston Bruins,22,3,4,70,0,7,4,1,0,1,4,25
