id,fullName,teamName,assists,goals,pim,shots,games,powerPlayGoals,powerPlayPoints,penaltyMinutes,shotPct,gameWinningGoals,overTimeGoals,shortHandedGoals,shortHandedPoints,plusMinus,points
8445005,Murray Balfour,Chicago Blackhawks,10,2,36,47,41,1,3,36,4.26,1,0,0,0,3,12
8446155,Aut Erickson,Chicago Blackhawks,1,0,34,11,31,0,0,34,0.0,0,0,0,0,3,1
8446324,Reg Fleming,Chicago Blackhawks,6,3,140,75,61,0,0,140,4.0,1,0,0,1,3,9
8446670,Murray Hall,Chicago Blackhawks,0,2,0,19,23,0,0,0,10.53,0,0,0,0,-1,2
8446722,Phil Esposito,Chicago Blackhawks,2,3,2,19,27,0,0,2,15.79,0,0,0,0,2,5
8446749,Bill Hay,Chicago Blackhawks,33,23,30,204,70,5,14,30,11.27,2,0,0,0,5,56
8446865,Wayne Hillman,Chicago Blackhawks,4,1,51,53,59,0,0,51,1.89,0,0,0,0,6,5
8447580,Al MacNeil,Chicago Blackhawks,19,5,91,128,70,0,2,91,3.91,1,0,0,0,20,24
8447591,Chico Maki,Chicago Blackhawks,14,8,70,111,68,0,1,70,7.21,2,0,2,2,6,22
8447744,Ab McDonald,Chicago Blackhawks,32,14,17,193,70,4,15,17,7.25,3,0,0,0,21,46
8447921,Ron Murphy,Chicago Blackhawks,8,11,32,125,70,0,0,32,8.8,1,0,0,0,0,19
8447998,Eric Nesterenko,Chicago Blackhawks,19,7,93,114,70,0,1,93,6.14,1,0,1,3,11,26
8448108,Bobby Hull,Chicago Blackhawks,44,43,48,408,70,12,32,48,10.54,5,0,4,4,14,87
8448152,Pierre Pilote,Chicago Blackhawks,46,7,84,104,70,0,15,84,6.73,2,0,0,1,31,53
8449303,Moose Vasko,Chicago Blackhawks,18,2,65,81,70,0,1,65,2.47,0,0,0,0,19,20
8449385,Kenny Wharram,Chicago Blackhawks,32,39,18,191,70,14,20,18,20.42,8,0,0,0,25,71
8449494,John McKenzie,Chicago Blackhawks,9,9,50,85,45,1,3,50,10.59,2,0,0,0,3,18
8449602,Stan Mikita,Chicago Blackhawks,50,39,146,305,70,14,34,146,12.79,7,0,1,1,21,89
8449667,Howie Young,Chicago Blackhawks,7,0,99,25,39,0,0,99,0.0,0,0,0,0,3,7
8448371,Doug Robinson,Chicago Blackhawks,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8445020,Doug Barkley,Detroit Red Wings,21,11,115,206,67,3,8,115,5.34,1,0,0,0,2,32
8445835,Ian Cushenan,Detroit Red Wings,0,0,4,1,5,0,0,4,0.0,0,0,0,0,0,0
8445865,Alex Delvecchio,Detroit Red Wings,30,23,11,229,70,6,17,11,10.04,2,0,0,0,-12,53
8446195,Alex Faulkner,Detroit Red Wings,7,5,9,46,30,0,0,9,10.87,2,0,0,0,0,12
8446513,Bill Gadsby,Detroit Red Wings,16,2,80,85,64,0,3,80,2.35,0,0,0,0,-20,18
8446599,Warren Godfrey,Detroit Red Wings,0,0,2,1,4,0,0,2,0.0,0,0,0,0,-3,0
8446601,Pete Goegan,Detroit Red Wings,0,0,8,4,12,0,0,8,0.0,0,0,0,0,-3,0
8446714,Ron Harris,Detroit Red Wings,0,0,7,4,3,0,0,7,0.0,0,0,0,0,0,0
8447019,Ron Ingram,Detroit Red Wings,9,4,58,83,66,0,0,58,4.82,0,0,0,0,-21,13
