id,fullName,teamName,assists,goals,pim,games,powerPlayGoals,powerPlayPoints,penaltyMinutes,gameWinningGoals,overTimeGoals,shortHandedGoals,shortHandedPoints,points
8444871,George Allen,Chicago Blackhawks,24,17,38,45,4,11,38,5,0,0,0,41
8445062,Doug Bentley,Chicago Blackhawks,39,38,22,50,8,17,22,5,0,0,0,77
8445299,Gord Buttrey,Chicago Blackhawks,0,0,0,10,0,0,0,0,0,0,0,0
8445318,Don Campbell,Chicago Blackhawks,3,1,6,17,0,1,6,0,0,0,0,4
8445543,Joe Cooper,Chicago Blackhawks,0,1,17,13,1,1,17,0,0,0,0,1
8445838,Cully Dahlstrom,Chicago Blackhawks,22,20,8,50,1,3,8,3,0,0,0,42
8445995,Jack Dyte,Chicago Blackhawks,0,1,31,27,0,0,31,0,0,0,0,1
8446191,Walt Farrant,Chicago Blackhawks,0,0,0,1,0,0,0,0,0,0,0,0
8446617,Johnny Gottselig,Chicago Blackhawks,15,8,6,46,1,2,6,2,0,0,0,23
8446646,George Grigor,Chicago Blackhawks,0,1,0,2,0,0,0,0,0,0,0,1
8446700,John Harms,Chicago Blackhawks,0,0,0,1,0,0,0,0,0,0,0,0
8446853,Vic Heyliger,Chicago Blackhawks,3,2,2,26,1,1,2,1,0,0,0,5
8447102,Virgil Johnson,Chicago Blackhawks,8,1,23,49,0,0,23,0,0,0,0,9
8447609,Mush March,Chicago Blackhawks,27,10,16,48,0,5,16,0,0,0,0,37
8447902,Bill Mosienko,Chicago Blackhawks,38,32,10,50,4,9,10,4,0,0,1,70
8448231,Fido Purpur,Chicago Blackhawks,10,9,13,40,0,1,13,0,0,0,0,19
8448951,Earl Seibert,Chicago Blackhawks,25,8,40,50,1,5,40,1,0,1,1,33
8449068,Clint Smith,Chicago Blackhawks,49,23,4,50,5,14,4,1,0,0,0,72
8449233,Bill Thoms,Chicago Blackhawks,5,3,2,7,0,1,2,0,0,0,0,8
8449247,Jacques Toupin,Chicago Blackhawks,2,1,0,8,0,0,0,0,0,0,0,3
8449464,Art Wiebe,Chicago Blackhawks,4,2,2,23,0,0,2,0,0,0,0,6
8444972,Murray Armstrong,Detroit Red Wings,22,12,4,28,1,3,4,2,0,0,0,34
8445055,Frank Bennett,Detroit Red Wings,1,0,2,7,0,0,2,0,0,0,0,1
8445180,Adam Brown,Detroit Red Wings,18,24,56,50,0,0,56,2,0,0,0,42
8445193,Eddie Bruneteau,Detroit Red Wings,1,0,0,2,0,0,0,0,0,0,0,1
8445194,Mud Bruneteau,Detroit Red Wings,18,35,4,39,2,4,4,3,0,0,0,53
8445242,Tony Bukovich,Detroit Red Wings,1,0,0,3,0,0,0,0,0,0,0,1
8445244,Hy Buller,Detroit Red Wings,3,0,4,7,0,0,4,0,0,0,0,3
8445349,Joe Carveth,Detroit Red Wings,33,21,6,46,0,0,6,1,0,0,0,54
8445364,Lude Check,Detroit Red Wings,0,0,0,1,0,0,0,0,0,0,0,0
8446135,Pat Egan,Detroit Red Wings,28,15,95,48,1,1,95,1,0,0,0,43
8446651,Don Grosso,Detroit Red Wings,31,16,13,42,2,4,13,1,0,0,0,47
8446895,Flash Hollett,Detroit Red Wings,20,15,38,52,1,3,38,0,0,0,0,35
8446924,Syd Howe,Detroit Red Wings,28,32,6,48,3,5,6,5,0,0,0,60
8447024,Harold Jackson,Detroit Red Wings,13,7,76,50,0,0,76,3,0,0,0,20
8447053,Bill Jennings,Detroit Red Wings,11,6,10,33,1,1,10,1,0,0,0,17
8447134,Francis Kane,Detroit Red Wings,0,0,0,2,0,0,0,0,0,0,0,0
8447182,Ken Kilrea,Detroit Red Wings,3,1,0,14,0,0,0,0,0,0,0,4
8447501,Carl Liscombe,Detroit Red Wings,37,36,17,50,3,8,17,7,0,0,0,73
8447532,Vic Lynn,Detroit Red Wings,0,0,4,3,0,0,4,0,0,0,0,0
8447649,Jud McAtee,Detroit Red Wings,2,0,0,1,0,0,0,0,0,0,0,2
8448235,Bill Quackenbush,Detroit Red Wings,14,4,6,43,0,0,6,0,0,0,0,18
8448262,Billy Reay,Detroit Red Wings,0,2,0,2,0,0,0,0,0,0,0,2
8448459,Roly Rossignol,Detroit Red Wings,1,0,0,1,0,0,0,0,0,0,0,1
8448589,Bernie Ruelle,Detroit Red Wings,0,1,0,2,0,0,0,0,0,0,0,1
8449014,John Sherf,Detroit Red Wings,0,0,6,8,0,0,6,0,0,0,0,0
8449016,Gordon Sherritt,Detroit Red Wings,0,0,12,8,0,0,12,0,0,0,0,0
8449041,Cully Simon,Detroit Red Wings,7,3,52,46,0,0,52,0,0,0,0,10
8449067,Carl Smith,Detroit Red Wings,1,1,2,7,0,0,2,0,0,0,0,2
8449070,Nakina Smith,Detroit Red Wings,2,1,0,10,0,0,0,1,0,0,0,3
8449234,Bill Thomson,Detroit Red Wings,2,2,0,5,1,1,0,0,0,0,0,4
8449690,Rudy Zunich,Detroit Red Wings,0,0,2,2,0,0,2,0,0,0,0,0
8444986,Ozzie Aubuchon,New York Rangers,12,17,4,47,0,2,4,2,0,0,0,29
8445134,Frank Boucher,New York Rangers,10,4,2,15,1,3,2,0,0,0,0,14
8445842,Hank Damore,New York Rangers,0,1,2,4,0,0,2,0,0,0,0,1
8445847,Gord Davidson,New York Rangers,3,1,4,16,0,0,4,0,0,0,0,4
8445866,Ab DeMarco Sr.,New York Rangers,20,14,2,39,1,2,2,1,0,0,0,34
8445868,Tony Demers,New York Rangers,0,0,0,1,0,0,0,0,0,0,0,0
8445887,Tommy Dewar,New York Rangers,2,0,4,9,0,0,4,0,0,0,0,2
8445904,Bob Dill,New York Rangers,10,6,66,28,0,1,66,0,0,0,0,16
8445971,Henry Dyck,New York Rangers,0,0,0,1,0,0,0,0,0,0,0,0
8446467,Archie Fraser,New York Rangers,1,0,0,3,0,0,0,0,0,0,0,1
8446573,Fern Gauthier,New York Rangers,11,14,0,33,1,1,0,0,0,0,0,25
8446611,Billy Gooden,New York Rangers,8,9,15,41,2,2,15,0,0,0,0,17
8446766,Ott Heller,New York Rangers,27,8,29,50,0,2,29,1,0,0,0,35
8446850,Bryan Hextall Sr.,New York Rangers,33,21,41,50,2,6,41,1,0,0,0,54
8446861,Dutch Hiller,New York Rangers,22,18,15,50,2,2,15,0,0,0,0,40
8447043,Jimmy Jamieson,New York Rangers,1,0,0,1,0,0,0,0,0,0,0,1
8447267,Max Labovitch,New York Rangers,0,0,4,5,0,0,4,0,0,0,0,0
8447374,Roger Leger,New York Rangers,2,1,2,7,0,2,2,0,0,0,0,3
8447535,Kilby MacDonald,New York Rangers,9,7,4,24,0,0,4,1,0,0,0,16
8447587,John Mahaffy,New York Rangers,20,9,0,28,0,0,0,0,0,0,0,29
8447599,Jack Mann,New York Rangers,0,0,0,3,0,0,0,0,0,0,0,0
8447746,Bucko McDonald,New York Rangers,10,7,22,50,2,2,22,0,0,0,0,17
8447762,Jack McDonald,New York Rangers,9,10,6,43,1,2,6,0,0,0,0,19
8447763,Bob McDonald,New York Rangers,0,0,0,1,0,0,0,0,0,0,0,0
8447881,Lloyd Mohns,New York Rangers,0,0,0,1,0,0,0,0,0,0,0,0
8448081,Aldo Palazzari,New York Rangers,3,8,4,35,0,0,4,0,0,0,0,11
8448243,Don Raleigh,New York Rangers,2,2,2,15,0,0,2,0,0,0,0,4
8448784,Charlie Sands,New York Rangers,2,0,0,9,0,0,0,0,0,0,0,2
8448792,Chuck Scherza,New York Rangers,3,4,17,14,0,0,17,0,0,0,0,7
8449198,Art Strobel,New York Rangers,0,0,0,7,0,0,0,0,0,0,0,0
8449360,Billy Warwick,New York Rangers,2,3,12,13,0,0,12,0,0,0,0,5
8449363,Grant Warwick,New York Rangers,9,8,14,18,1,2,14,0,0,0,0,17
8444986,Ozzie Aubuchon,Boston Bruins,12,17,4,47,0,2,4,2,0,0,0,29
8445113,Buzz Boll,Boston Bruins,25,19,2,39,0,2,2,0,0,0,0,44
8445150,Irwin Boyd,Boston Bruins,1,0,0,5,0,0,0,0,0,0,0,1
8445159,Tom Brennan,Boston Bruins,1,2,2,11,0,0,2,0,0,0,0,3
8445307,Herb Cain,Boston Bruins,46,36,4,49,2,6,4,3,0,1,2,82
8445310,Norm Calladine,Boston Bruins,27,16,8,49,1,1,8,1,0,0,0,43
8445474,Dit Clapper,Boston Bruins,25,6,13,50,2,4,13,2,0,0,0,31
8445754,Bill Cowley,Boston Bruins,41,30,12,36,3,6,12,4,0,0,0,71
8445767,Jack Crawford,Boston Bruins,16,4,8,34,0,0,8,0,0,0,0,20
8445866,Ab DeMarco Sr.,Boston Bruins,20,14,2,39,1,2,2,1,0,0,0,34
8446135,Pat Egan,Boston Bruins,28,15,95,48,1,1,95,1,0,0,0,43
8446561,Don Gallinger,Boston Bruins,5,13,6,23,0,0,6,1,0,0,0,18
8446656,Bep Guidolin,Boston Bruins,25,17,58,47,0,1,58,3,0,1,1,42
8446895,Flash Hollett,Boston Bruins,20,15,38,52,1,3,38,0,0,0,0,35
8447023,Art Jackson,Boston Bruins,41,28,8,49,1,3,8,2,0,1,2,69
8447025,Busher Jackson,Boston Bruins,21,11,25,42,0,1,25,1,0,0,0,32
