id,fullName,teamName,assists,goals,pim,games,powerPlayGoals,powerPlayPoints,penaltyMinutes,gameWinningGoals,overTimeGoals,shortHandedGoals,shortHandedPoints,points
8444871,George Allen,Chicago Blackhawks,12,10,26,48,3,6,26,0,0,0,0,22
8445062,Doug Bentley,Chicago Blackhawks,7,12,12,39,1,1,12,2,0,0,0,19
8445343,Bill Carse,Chicago Blackhawks,12,10,10,48,2,4,10,1,0,0,0,22
8445344,Bob Carse,Chicago Blackhawks,5,3,11,22,0,0,11,1,0,0,0,8
8445352,John Chad,Chicago Blackhawks,3,8,11,22,0,0,11,1,0,0,0,11
8445543,Joe Cooper,Chicago Blackhawks,8,4,59,44,1,1,59,1,0,0,0,12
8445830,Les Cunningham,Chicago Blackhawks,11,6,2,37,0,1,2,0,0,0,0,17
8445838,Cully Dahlstrom,Chicago Blackhawks,19,11,15,45,2,4,15,3,0,0,0,30
8445866,Ab DeMarco Sr.,Chicago Blackhawks,5,0,17,18,0,0,17,0,0,0,0,5
8445884,Joffre Desilets,Chicago Blackhawks,7,6,6,26,2,4,6,1,0,0,0,13
8446617,Johnny Gottselig,Chicago Blackhawks,15,8,7,39,0,3,7,3,0,1,2,23
8446835,Phil Hergesheimer,Chicago Blackhawks,11,9,6,42,2,3,6,2,0,0,0,20
8447560,Bill MacKenzie,Chicago Blackhawks,1,0,14,19,0,0,14,0,0,0,0,1
8447609,Mush March,Chicago Blackhawks,14,9,49,47,0,4,49,3,0,0,1,23
8448179,Jack Portland,Chicago Blackhawks,9,1,38,51,0,0,38,0,0,0,0,10
8448951,Earl Seibert,Chicago Blackhawks,7,3,35,37,1,3,35,1,0,0,0,10
8449071,Des Smith,Chicago Blackhawks,6,3,50,43,0,1,50,0,0,1,1,9
8449233,Bill Thoms,Chicago Blackhawks,13,9,4,48,2,5,4,4,0,0,0,22
8449464,Art Wiebe,Chicago Blackhawks,2,2,20,42,0,0,20,0,0,1,2,4
8444852,Ron Hudson,Detroit Red Wings,0,0,0,1,0,0,0,0,0,0,0,0
8444857,Sid Abel,Detroit Red Wings,5,1,4,24,0,1,4,0,0,0,0,6
8445146,Ralph Bowman,Detroit Red Wings,2,0,4,11,0,0,4,0,0,0,0,2
8445182,Connie Brown,Detroit Red Wings,3,8,2,36,1,1,2,2,0,0,0,11
8445194,Mud Bruneteau,Detroit Red Wings,14,10,10,46,0,5,10,1,0,0,1,24
8445856,Don Deacon,Detroit Red Wings,1,5,2,17,2,2,2,1,0,0,0,6
8445908,Cecil Dillon,Detroit Red Wings,10,7,12,44,2,4,12,1,0,0,0,17
8446302,Joe Fisher,Detroit Red Wings,4,2,2,32,0,0,2,1,0,0,0,6
8446583,Gus Giesebrecht,Detroit Red Wings,7,4,2,30,1,1,2,0,0,0,0,11
8446612,Ebbie Goodfellow,Detroit Red Wings,18,11,31,43,2,9,31,1,0,1,2,29
8446651,Don Grosso,Detroit Red Wings,3,2,9,29,0,0,9,1,0,0,0,5
8446924,Syd Howe,Detroit Red Wings,23,14,17,46,4,8,17,2,0,2,2,37
8447113,Buck Jones,Detroit Red Wings,0,0,0,2,0,0,0,0,0,0,0,0
8447141,Jack Keating,Detroit Red Wings,0,2,2,11,0,0,2,1,0,0,0,2
8447181,Hec Kilrea,Detroit Red Wings,0,0,0,12,0,0,0,0,0,0,0,0
8447182,Ken Kilrea,Detroit Red Wings,8,10,4,40,0,0,4,2,0,0,0,18
8447501,Carl Liscombe,Detroit Red Wings,7,2,4,25,0,1,4,0,0,0,0,9
8447747,Butch McDonald,Detroit Red Wings,6,1,2,37,0,0,2,0,0,0,1,7
8447904,Alex Motter,Detroit Red Wings,12,7,28,37,2,4,28,3,0,1,3,19
8448066,Jimmy Orlando,Detroit Red Wings,3,1,54,48,0,0,54,0,0,0,0,4
8448122,Bert Peer,Detroit Red Wings,0,0,0,1,0,0,0,0,0,0,0,0
8449184,Jack Stewart,Detroit Red Wings,0,1,40,48,0,0,40,0,0,0,0,1
8449359,Eddie Wares,Detroit Red Wings,6,2,19,33,0,2,19,0,0,0,1,8
8445029,Cliff Barton,New York Rangers,0,0,0,3,0,0,0,0,0,0,0,0
8445508,Mac Colville,New York Rangers,14,7,12,47,1,5,12,2,0,1,4,21
8445509,Neil Colville,New York Rangers,18,19,22,48,3,5,22,5,0,4,5,37
8445742,Art Coulter,New York Rangers,9,1,68,48,1,2,68,0,0,0,0,10
8446766,Ott Heller,New York Rangers,14,4,28,47,0,1,28,3,0,0,2,18
8446850,Bryan Hextall Sr.,New York Rangers,16,24,52,48,1,5,52,5,0,2,5,40
8446861,Dutch Hiller,New York Rangers,18,13,57,48,3,4,57,2,0,1,2,31
8447535,Kilby MacDonald,New York Rangers,13,15,19,45,0,2,19,4,1,0,1,28
8448096,Lynn Patrick,New York Rangers,16,12,34,48,2,3,34,0,0,0,1,28
8448097,Muzz Patrick,New York Rangers,4,2,44,44,0,0,44,0,0,0,0,6
8448151,Alf Pike,New York Rangers,9,8,38,47,0,1,38,1,0,0,0,17
8448174,Johnny Polich,New York Rangers,0,0,0,1,0,0,0,0,0,0,0,0
8448187,Babe Pratt,New York Rangers,13,4,61,48,0,2,61,1,0,0,0,17
8449018,Alex Shibicky,New York Rangers,21,11,33,44,2,6,33,2,0,0,3,32
8449068,Clint Smith,New York Rangers,16,8,2,41,1,4,2,2,0,0,0,24
8449085,Stan Smith,New York Rangers,0,0,0,1,0,0,0,0,0,0,0,0
8449372,Phil Watson,New York Rangers,28,8,62,48,0,1,62,0,0,2,4,36
8445034,Bobby Bauer,Boston Bruins,26,17,4,48,0,0,4,2,1,0,0,43
8445307,Herb Cain,Boston Bruins,9,21,30,48,0,0,30,7,0,1,2,30
8445474,Dit Clapper,Boston Bruins,18,10,25,44,1,3,25,1,0,1,1,28
8445517,Roy Conacher,Boston Bruins,12,18,9,31,0,0,9,4,0,0,0,30
8445754,Bill Cowley,Boston Bruins,27,13,24,48,0,0,24,1,0,0,0,40
8445767,Jack Crawford,Boston Bruins,4,1,26,35,0,0,26,0,0,0,0,5
8445961,Woody Dumart,Boston Bruins,21,22,16,48,0,0,16,4,1,0,0,43
8446686,Red Hamill,Boston Bruins,8,10,16,30,0,1,16,2,0,0,0,18
8446860,Mel Hill,Boston Bruins,11,9,19,38,0,0,19,2,0,0,0,20
8446895,Flash Hollett,Boston Bruins,17,10,18,44,1,3,18,1,1,0,0,27
8447023,Art Jackson,Boston Bruins,18,7,6,46,1,1,6,2,0,1,1,25
8447824,Pat McReavy,Boston Bruins,0,0,2,2,0,0,2,0,0,0,0,0
8448139,Gord Pettinger,Boston Bruins,5,2,2,24,0,0,2,1,0,0,0,7
8448179,Jack Portland,Boston Bruins,9,1,38,51,0,0,38,0,0,0,0,10
8448931,Milt Schmidt,Boston Bruins,30,22,37,48,1,2,37,3,1,0,1,52
8449017,Jack Shewchuk,Boston Bruins,4,2,55,47,0,0,55,0,0,0,1,6
8449024,Eddie Shore,Boston Bruins,4,4,13,14,1,1,13,0,0,0,0,8
8449071,Des Smith,Boston Bruins,6,3,50,43,0,1,50,0,0,1,1,9
8449593,Eddie Wiseman,Boston Bruins,19,7,8,49,1,3,8,4,1,0,0,26
8448258,Terry Reardon,Boston Bruins,0,0,0,0,0,0,0,0,0,0,0,0
8445026,Marty Barry,Montréal Canadiens,10,4,2,30,1,2,2,1,0,0,0,14
8445098,Toe Blake,Montréal Canadiens,21,17,48,48,4,9,48,0,0,0,0,38
8445296,Walt Buswell,Montréal Canadiens,3,1,10,46,0,1,10,0,0,0,0,4
8445868,Tony Demers,Montréal Canadiens,4,2,2,14,1,2,2,0,0,0,0,6
8445926,John Doran,Montréal Canadiens,3,0,6,6,0,0,6,0,0,0,0,3
8445953,Polly Drouin,Montréal Canadiens,12,4,51,42,1,3,51,1,1,0,0,16
8446553,Johnny Gagnon,Montréal Canadiens,8,8,0,34,1,1,0,1,0,0,0,16
8446582,Ray Getliffe,Montréal Canadiens,12,11,29,46,1,4,29,0,0,0,0,23
