id,fullName,teamName,assists,goals,pim,shots,games,powerPlayGoals,powerPlayPoints,penaltyMinutes,shotPct,gameWinningGoals,overTimeGoals,shortHandedGoals,shortHandedPoints,plusMinus,points
8445005,Murray Balfour,Chicago Blackhawks,15,15,70,102,49,0,2,70,14.71,1,0,0,0,7,30
8446173,Jack Evans,Chicago Blackhawks,14,3,80,59,70,0,1,80,5.08,0,0,2,3,7,17
8446324,Reg Fleming,Chicago Blackhawks,9,7,71,76,70,0,0,71,9.21,1,0,0,0,5,16
8446670,Murray Hall,Chicago Blackhawks,0,0,0,1,2,0,0,0,0.0,0,0,0,0,-1,0
8446749,Bill Hay,Chicago Blackhawks,52,11,34,207,60,8,24,34,5.31,3,0,0,0,0,63
8446865,Wayne Hillman,Chicago Blackhawks,2,0,14,14,19,0,0,14,0.0,0,0,0,0,3,2
8446918,Bronco Horvath,Chicago Blackhawks,29,17,19,139,68,5,13,19,12.23,1,0,0,0,0,46
8447591,Chico Maki,Chicago Blackhawks,6,4,2,29,16,2,2,2,13.79,1,0,0,0,6,10
8447744,Ab McDonald,Chicago Blackhawks,18,22,8,159,65,9,15,8,13.84,4,0,1,1,4,40
8447837,Gerry Melnyk,Chicago Blackhawks,16,5,2,69,63,0,2,2,7.25,1,0,0,0,3,21
8447921,Ron Murphy,Chicago Blackhawks,16,12,41,120,60,1,1,41,10.0,4,0,0,0,4,28
8447998,Eric Nesterenko,Chicago Blackhawks,14,15,97,109,68,0,0,97,13.76,0,0,1,1,-7,29
8448108,Bobby Hull,Chicago Blackhawks,34,50,35,375,70,9,19,35,13.33,7,0,0,2,10,84
8448152,Pierre Pilote,Chicago Blackhawks,35,7,97,99,59,3,15,97,7.07,2,0,1,1,14,42
8449142,Dollard St. Laurent,Chicago Blackhawks,13,0,44,94,64,0,0,44,0.0,0,0,0,1,9,13
8449270,Bob Turner,Chicago Blackhawks,2,8,52,91,69,0,0,52,8.79,0,0,1,1,10,10
8449303,Moose Vasko,Chicago Blackhawks,22,2,87,98,64,0,2,87,2.04,0,0,0,1,16,24
8449385,Kenny Wharram,Chicago Blackhawks,23,14,22,105,62,0,5,22,13.33,1,0,0,1,8,37
8449602,Stan Mikita,Chicago Blackhawks,52,25,97,208,70,9,27,97,12.02,5,0,0,0,12,77
8447253,Merv Kuryluk,Chicago Blackhawks,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8445108,Marc Boileau,Detroit Red Wings,6,5,8,55,55,2,2,8,9.09,1,0,0,0,-18,11
8445865,Alex Delvecchio,Detroit Red Wings,43,26,18,291,70,5,22,18,8.93,1,0,1,3,4,69
8445906,Bob Dillabough,Detroit Red Wings,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0
8446342,Val Fonteyne,Detroit Red Wings,5,5,4,91,70,0,0,4,5.49,1,0,0,0,-12,10
8446513,Bill Gadsby,Detroit Red Wings,30,7,88,146,70,0,7,88,4.79,1,0,0,1,-12,37
8446595,Howie Glover,Detroit Red Wings,8,7,44,84,39,2,4,44,8.33,0,0,0,0,-6,15
