id,fullName,teamName,assists,goals,pim,games,penaltyMinutes,gameWinningGoals,overTimeGoals,points
8445135,George Boucher,Ottawa Senators (1917),8,9,46,21,46,1,0,17
8445191,Morley Bruce,Ottawa Senators (1917),0,0,0,7,0,0,0,0
8445802,Rusty Crawford,Ottawa Senators (1917),4,3,66,20,66,0,0,7
8445844,Jack Darragh,Ottawa Senators (1917),5,14,23,18,23,1,0,19
8445874,Cy Denneny,Ottawa Senators (1917),10,36,80,21,80,2,0,46
8446581,Eddie Gerard,Ottawa Senators (1917),8,13,26,20,26,0,0,21
8447013,Harry Hyland,Ottawa Senators (1917),2,14,65,17,65,2,0,16
8447522,Ed Lowrey,Ottawa Senators (1917),1,2,3,12,3,0,0,3
8447848,Horace Merrill,Ottawa Senators (1917),0,0,3,4,3,0,0,0
8448011,Frank Nighbor,Ottawa Senators (1917),8,11,6,10,6,2,0,19
8448336,Dave Ritchie,Ottawa Senators (1917),3,9,21,17,21,2,0,12
8449025,Hamby Shore,Ottawa Senators (1917),8,3,51,18,51,0,0,11
8445044,Billy Bell,Montréal Canadiens,0,1,6,9,6,0,0,1
8445071,Louis Berlinquette,Montréal Canadiens,1,2,12,20,12,0,0,3
8445571,Bert Corbeau,Montréal Canadiens,7,8,44,21,44,0,0,15
8445744,Billy Coutu,Montréal Canadiens,2,2,49,20,49,0,0,4
8446669,Joe Hall,Montréal Canadiens,7,8,100,21,100,1,0,15
8447289,Newsy Lalonde,Montréal Canadiens,7,23,51,14,51,0,0,30
8447348,Jack Laviolette,Montréal Canadiens,1,2,6,18,6,0,0,3
8447594,Joe Malone,Montréal Canadiens,4,44,30,20,30,4,1,48
8447761,Jack McDonald,Montréal Canadiens,2,12,15,13,15,2,1,14
8448119,Evariste Payer,Montréal Canadiens,0,0,0,1,0,0,0,0
8448154,Didier Pitre,Montréal Canadiens,8,17,29,20,29,5,0,25
8444861,Jack Adams,Toronto Arenas,0,0,31,8,31,0,0,0
8445314,Harry Cameron,Toronto Arenas,10,17,28,21,28,1,0,27
8445740,Jack Coughlin,Toronto Arenas,0,2,3,6,3,0,0,2
8445802,Rusty Crawford,Toronto Arenas,4,3,66,20,66,0,0,7
8445873,Corb Denneny,Toronto Arenas,10,20,14,21,14,1,0,30
8447616,Jack Marks,Toronto Arenas,0,0,0,6,0,0,0,0
8447832,Harry Meeking,Toronto Arenas,9,11,28,21,28,1,0,20
8447907,Harry Mummery,Toronto Arenas,3,3,41,18,41,1,0,6
8448013,Reg Noble,Toronto Arenas,10,29,35,20,35,4,0,39
8448246,Ken Randall,Toronto Arenas,2,12,116,21,116,4,0,14
8449049,Alf Skinner,Toronto Arenas,5,13,34,20,34,0,0,18
8445044,Billy Bell,Montreal Wanderers,0,1,6,9,6,0,0,1
8446580,Gerry Geran,Montreal Wanderers,0,0,0,4,0,0,0,0
8447013,Harry Hyland,Montreal Wanderers,2,14,65,17,65,2,0,16
8447616,Jack Marks,Montreal Wanderers,0,0,0,6,0,0,0,0
8447761,Jack McDonald,Montreal Wanderers,2,12,15,13,15,2,1,14
8448052,George O'Grady,Montreal Wanderers,0,0,0,4,0,0,0,0
8448336,Dave Ritchie,Montreal Wanderers,3,9,21,17,21,2,0,12
8448456,Art Ross,Montreal Wanderers,0,1,12,3,12,0,0,1
8449048,Raymie Skilton,Montreal Wanderers,0,0,0,1,0,0,0,0
8449181,Phil Stevens,Montreal Wanderers,0,1,3,4,3,0,0,1
8449231,Ken Thompson,Montreal Wanderers,0,0,0,1,0,0,0,0
