id,fullName,teamName,assists,goals,pim,games,powerPlayGoals,powerPlayPoints,penaltyMinutes,gameWinningGoals,overTimeGoals,shortHandedGoals,shortHandedPoints,points
8444857,Sid Abel,Chicago Blackhawks,4,5,6,39,2,4,6,1,0,0,0,9
8444992,Pete Babando,Chicago Blackhawks,9,9,18,58,2,2,18,3,0,0,0,18
8445105,Gus Bodnar,Chicago Blackhawks,13,16,26,66,1,2,26,5,0,2,2,29
8445515,Pete Conacher,Chicago Blackhawks,6,5,7,41,0,0,7,0,0,0,0,11
8445745,Gerry Couture,Chicago Blackhawks,18,19,20,70,4,6,20,2,0,0,1,37
8445888,Al Dewsbury,Chicago Blackhawks,16,5,97,69,0,4,97,0,0,0,1,21
8446248,Sid Finney,Chicago Blackhawks,2,4,4,18,0,0,4,0,0,0,0,6
8446333,Lee Fogolin,Chicago Blackhawks,8,2,79,70,0,0,79,1,0,0,1,10
8446513,Bill Gadsby,Chicago Blackhawks,20,2,84,68,0,5,84,1,0,0,1,22
8446565,Cal Gardner,Chicago Blackhawks,24,11,60,70,4,5,60,3,0,1,1,35
8446575,George Gee,Chicago Blackhawks,21,18,99,67,1,3,99,3,0,1,2,39
8446594,Fred Glover,Chicago Blackhawks,2,4,37,31,0,1,37,0,0,0,0,6
8446941,Fred Hucul,Chicago Blackhawks,7,5,25,55,2,3,25,1,0,0,0,12
8447241,Ed Kryzanowski,Chicago Blackhawks,0,0,0,5,0,0,0,0,0,0,0,0
8447532,Vic Lynn,Chicago Blackhawks,10,0,23,29,0,0,23,0,0,0,0,10
8447653,Jim McBurney,Chicago Blackhawks,1,0,0,1,0,0,0,0,0,0,0,1
8447769,Jim McFadden,Chicago Blackhawks,21,23,29,70,3,8,29,2,0,3,4,44
8447899,Gus Mortson,Chicago Blackhawks,18,5,88,68,0,0,88,1,0,0,0,23
8447902,Bill Mosienko,Chicago Blackhawks,20,17,20,65,0,4,20,2,0,0,0,37
8448136,Jimmy Peters,Chicago Blackhawks,19,22,16,69,3,6,16,3,0,0,0,41
8448193,Jack Price,Chicago Blackhawks,0,0,2,10,0,0,2,0,0,0,0,0
8448242,Rags Raglan,Chicago Blackhawks,3,1,10,32,0,0,10,0,0,0,0,4
8448947,Enio Sclisizzi,Chicago Blackhawks,2,0,0,14,0,1,0,0,0,0,0,2
8445116,Marcel Bonin,Detroit Red Wings,9,4,14,37,0,3,14,1,0,0,0,13
8445865,Alex Delvecchio,Detroit Red Wings,43,16,28,70,3,18,28,1,0,0,0,59
8446339,Bill Folk,Detroit Red Wings,0,0,2,8,0,0,2,0,0,0,0,0
8446603,Bob Goldham,Detroit Red Wings,13,1,32,70,0,0,32,1,0,0,0,14
8446751,Jim Hay,Detroit Red Wings,4,1,2,42,1,4,2,1,0,0,0,5
8447044,Lou Jankowski,Detroit Red Wings,2,1,0,22,0,1,0,0,0,0,0,3
8447149,Red Kelly,Detroit Red Wings,27,19,8,70,4,15,8,1,0,0,0,46
8447471,Tony Leswick,Detroit Red Wings,12,15,87,70,0,3,87,5,0,2,2,27
8447500,Ted Lindsay,Detroit Red Wings,39,32,111,70,9,17,111,3,0,0,0,71
8448000,Gordie Howe,Detroit Red Wings,46,49,57,70,11,27,57,6,0,1,1,95
8448103,Marty Pavelich,Detroit Red Wings,20,13,49,64,0,3,49,3,0,0,0,33
8448214,Marcel Pronovost,Detroit Red Wings,19,8,72,68,3,8,72,2,0,0,0,27
8448223,Metro Prystai,Detroit Red Wings,34,16,12,70,5,9,12,5,0,0,0,50
8449046,Reg Sinclair,Detroit Red Wings,12,11,36,69,6,10,36,4,0,0,0,23
8449050,Glen Skov,Detroit Red Wings,15,12,54,70,4,6,54,2,0,0,0,27
8449176,Vic Stasiuk,Detroit Red Wings,0,0,0,3,0,0,0,0,0,0,0,0
8449556,Johnny Wilson,Detroit Red Wings,19,23,22,70,6,10,22,1,0,0,0,42
8449557,Larry Wilson,Detroit Red Wings,4,0,6,15,0,3,6,0,0,0,0,4
8449598,Benny Woit,Detroit Red Wings,5,1,40,70,0,0,40,0,0,0,0,6
8449679,Larry Zeidel,Detroit Red Wings,0,0,8,9,0,0,8,0,0,0,0,0
8446228,Guyle Fielder,Detroit Red Wings,0,0,0,0,0,0,0,0,0,0,0,0
8446930,Steve Hrymnak,Detroit Red Wings,0,0,0,0,0,0,0,0,0,0,0,0
8444992,Pete Babando,New York Rangers,9,9,18,58,2,2,18,3,0,0,0,18
8445032,Andy Bathgate,New York Rangers,1,0,6,18,0,0,6,0,0,0,0,1
8445033,Frank Bathgate,New York Rangers,0,0,2,2,0,0,2,0,0,0,0,0
8445244,Hy Buller,New York Rangers,18,7,73,70,1,10,73,1,0,0,0,25
8445287,Kelly Burnett,New York Rangers,0,1,0,3,0,0,0,0,0,0,0,1
8445513,Jimmy Conacher,New York Rangers,4,1,2,17,0,1,2,0,0,0,0,5
8445903,Herb Dickenson,New York Rangers,4,4,2,11,3,4,2,0,0,0,0,8
8446655,Aldo Guidolin,New York Rangers,4,4,24,30,1,3,24,1,0,0,0,8
8446748,Gordie Haworth,New York Rangers,1,0,0,2,0,0,0,0,0,0,0,1
8446840,Wally Hergesheimer,New York Rangers,29,30,10,70,7,12,10,4,0,0,0,59
8446926,Harry Howell,New York Rangers,8,3,46,67,2,4,46,2,0,0,0,11
8447233,Steve Kraftcheck,New York Rangers,9,2,45,69,1,3,45,0,0,0,0,11
8447243,Aggie Kukulowicz,New York Rangers,0,1,0,3,1,1,0,0,0,0,0,1
8447249,Eddie Kullman,New York Rangers,10,8,61,70,1,1,61,0,0,0,0,18
8447258,Mike Labadie,New York Rangers,0,0,0,3,0,0,0,0,0,0,0,0
8447326,Edgar Laprade,New York Rangers,1,2,2,11,0,0,2,0,0,0,0,3
8447541,Ian Mackintosh,New York Rangers,0,0,4,4,0,0,4,0,0,0,0,0
8447803,Jackie McLeod,New York Rangers,0,0,2,3,0,0,2,0,0,0,0,0
8447854,Nick Mickoski,New York Rangers,16,19,39,70,1,4,39,0,0,2,2,35
8447921,Ron Murphy,New York Rangers,1,3,0,15,0,0,0,0,0,0,0,4
8448191,Dean Prentice,New York Rangers,3,6,20,55,3,3,20,0,0,0,0,9
8448243,Don Raleigh,New York Rangers,18,4,2,55,0,4,2,2,0,0,0,22
8448317,Leo Reise Jr.,New York Rangers,15,4,53,61,0,3,53,0,0,0,1,19
8448446,Paul Ronty,New York Rangers,38,16,20,70,4,13,20,3,0,0,0,54
8448458,Jim Ross,New York Rangers,2,0,4,11,0,0,4,0,0,0,0,2
8448971,George Senick,New York Rangers,3,2,8,13,0,1,8,0,0,0,0,5
8449054,Ed Slowinski,New York Rangers,5,2,14,37,0,0,14,0,0,0,1,7
8449155,Allan Stanley,New York Rangers,12,5,52,70,1,8,52,1,0,0,0,17
8449183,Gaye Stewart,New York Rangers,3,1,8,23,1,1,8,0,0,0,0,4
8449193,Jack Stoddard,New York Rangers,13,12,29,60,3,6,29,1,0,0,0,25
8449195,Neil Strain,New York Rangers,13,11,12,52,1,4,12,1,0,0,0,24
8444970,Bob Armstrong,Boston Bruins,8,0,45,55,0,1,45,0,0,0,1,8
8445371,Real Chevrefils,Boston Bruins,14,19,44,69,4,7,44,1,0,0,0,33
8445573,Norm Corcoran,Boston Bruins,0,0,0,1,0,0,0,0,0,0,0,0
8445805,Dave Creighton,Boston Bruins,8,8,14,45,3,3,14,1,0,0,0,16
8445961,Woody Dumart,Boston Bruins,9,5,2,62,1,6,2,1,0,1,2,14
8446301,Dunc Fisher,Boston Bruins,1,0,0,7,0,0,0,0,0,0,0,1
8446599,Warren Godfrey,Boston Bruins,13,1,40,61,1,3,40,0,0,0,0,14
8447223,Joe Klukay,Boston Bruins,16,13,20,70,2,3,20,3,0,1,1,29
8447260,Leo Labine,Boston Bruins,15,8,69,51,1,6,69,1,0,0,0,23
8447349,Hal Laycoe,Boston Bruins,10,2,36,54,0,0,36,0,0,0,0,12
8447526,Pentti Lund,Boston Bruins,9,8,2,54,0,2,2,1,0,0,0,17
8447547,Fleming MacKell,Boston Bruins,17,27,63,65,4,6,63,5,0,2,2,44
8447624,Frank Martin,Boston Bruins,2,0,6,14,0,0,6,0,0,0,0,2
8447786,Jack McIntyre,Boston Bruins,15,7,31,70,0,0,31,3,0,0,0,22
8448128,Johnny Peirson,Boston Bruins,15,14,32,49,2,7,32,5,0,0,0,29
8448235,Bill Quackenbush,Boston Bruins,16,2,6,69,0,3,6,1,0,0,1,18
8448783,Ed Sandford,Boston Bruins,21,14,44,61,2,7,44,2,0,0,1,35
8448931,Milt Schmidt,Boston Bruins,23,11,30,68,3,9,30,1,0,1,1,34
8449203,Red Sullivan,Boston Bruins,8,3,8,32,1,1,8,1,0,0,0,11
8449244,Jerry Toppazzini,Boston Bruins,13,10,34,70,1,5,34,2,0,1,1,23
8444854,Reg Abbott,Montréal Canadiens,0,0,0,3,0,0,0,0,0,0,0,0
8445132,Butch Bouchard,Montréal Canadiens,8,2,55,58,0,1,55,0,0,0,0,10
8445408,Jean Beliveau,Montréal Canadiens,0,5,0,3,1,1,0,1,0,0,0,5
8445833,Floyd Curry,Montréal Canadiens,6,16,10,68,2,3,10,4,0,2,3,22
8445883,Gerard Desaulniers,Montréal Canadiens,1,0,2,2,0,0,2,0,0,0,0,1
8446562,Dick Gamble,Montréal Canadiens,13,11,26,69,2,3,26,1,0,0,1,24
8446579,Bernie Geoffrion,Montréal Canadiens,17,22,37,65,4,12,37,3,0,0,0,39
8446728,Doug Harvey,Montréal Canadiens,30,4,67,69,2,20,67,0,0,0,0,34
8447022,Ivan Irwin,Montréal Canadiens,1,0,0,4,0,0,0,0,0,0,0,1
8447101,Tom Johnson,Montréal Canadiens,8,3,65,70,0,0,65,1,0,0,0,11
8447271,Elmer Lach,Montréal Canadiens,25,16,56,53,8,21,56,6,0,0,0,41
8447502,Ed Litzenberger,Montréal Canadiens,0,1,2,2,0,0,2,0,0,0,0,1
8447582,Bud MacPherson,Montréal Canadiens,3,2,67,59,0,1,67,0,0,0,0,5
8447632,Paul Masnick,Montréal Canadiens,7,5,44,53,1,1,44,0,0,0,0,12
8447716,John McCormack,Montréal Canadiens,9,1,9,59,0,0,9,1,0,1,2,10
8447833,Paul Meger,Montréal Canadiens,17,9,36,69,1,1,36,0,0,1,1,26
8447886,Dickie Moore,Montréal Canadiens,6,2,19,18,1,3,19,1,0,0,0,8
8447901,Ken Mosdell,Montréal Canadiens,14,5,27,63,1,2,27,3,0,0,0,19
8448057,Bert Olmstead,Montréal Canadiens,28,17,83,69,8,21,83,3,0,0,0,45
8448262,Billy Reay,Montréal Canadiens,15,4,26,56,1,1,26,3,0,0,1,19
8448321,Maurice Richard,Montréal Canadiens,33,28,112,70,7,17,112,1,0,0,0,61
8448583,Roland Rousseau,Montréal Canadiens,0,0,0,2,0,0,0,0,0,0,0,0
8449142,Dollard St. Laurent,Montréal Canadiens,6,2,34,54,1,1,34,0,0,0,0,8
8449183,Gaye Stewart,Montréal Canadiens,3,1,8,23,1,1,8,0,0,0,0,4
8444879,Doug Anderson,Montréal Canadiens,0,0,0,0,0,0,0,0,0,0,0,0
8445851,Lorne Davis,Montréal Canadiens,0,0,0,0,0,0,0,0,0,0,0,0
8447544,Calum MacKay,Montréal Canadiens,0,0,0,0,0,0,0,0,0,0,0,0
8447645,Eddie Mazur,Montréal Canadiens,0,0,0,0,0,0,0,0,0,0,0,0
8444971,George Armstrong,Toronto Maple Leafs,11,14,54,52,3,4,54,2,0,0,1,25
8445063,Max Bentley,Toronto Maple Leafs,11,12,16,36,4,9,16,2,0,0,0,23
8445111,Leo Boivin,Toronto Maple Leafs,13,2,97,70,0,1,97,0,0,1,1,15
8445115,Hugh Bolton,Toronto Maple Leafs,0,0,10,9,0,0,10,0,0,0,0,0
8446318,Fern Flaman,Toronto Maple Leafs,6,2,110,66,0,0,110,0,0,0,0,8
8446691,Gord Hannigan,Toronto Maple Leafs,18,17,49,65,3,5,49,2,0,1,1,35
8446745,Bob Hassard,Toronto Maple Leafs,23,8,14,70,0,3,14,2,0,0,0,31
8446917,Tim Horton,Toronto Maple Leafs,14,2,85,70,0,3,85,0,0,0,0,16
8447166,Ted Kennedy,Toronto Maple Leafs,23,14,42,43,3,10,42,2,0,1,2,37
8447474,Danny Lewicki,Toronto Maple Leafs,3,1,2,4,1,3,2,0,0,0,0,4
8447537,Parker MacDonald,Toronto Maple Leafs,0,0,0,1,0,0,0,0,0,0,0,0
8447595,Phil Maloney,Toronto Maple Leafs,6,2,0,29,1,1,0,1,0,0,0,8
8447621,Willie Marshall,Toronto Maple Leafs,0,0,0,2,0,0,0,0,0,0,0,0
8447643,Wally Maxwell,Toronto Maple Leafs,0,0,0,2,0,0,0,0,0,0,0,0
8447831,Howie Meeker,Toronto Maple Leafs,7,1,26,25,0,0,26,1,0,0,0,8
8447855,Rudy Migay,Toronto Maple Leafs,4,5,22,39,0,0,22,1,0,0,0,9
8447895,Jim Morrison,Toronto Maple Leafs,8,1,36,56,1,4,36,0,0,0,1,9
8447998,Eric Nesterenko,Toronto Maple Leafs,6,10,27,35,2,3,27,4,0,0,0,16
8448307,Dave Reid,Toronto Maple Leafs,0,0,0,2,0,0,0,0,0,0,0,0
8449052,Tod Sloan,Toronto Maple Leafs,10,15,76,70,3,4,76,1,0,0,0,25
8449084,Sid Smith,Toronto Maple Leafs,19,20,6,70,6,10,6,4,0,1,2,39
8449125,Bob Solinger,Toronto Maple Leafs,1,1,2,18,0,0,2,0,0,0,0,2
8449192,Ron Stewart,Toronto Maple Leafs,22,13,29,70,2,8,29,3,0,1,2,35
8449202,Frank Sullivan,Toronto Maple Leafs,0,0,2,5,0,0,2,0,0,0,0,0
8449236,Jimmy Thomson,Toronto Maple Leafs,22,0,73,69,0,10,73,0,0,0,0,22
8449241,Ray Timgren,Toronto Maple Leafs,0,0,4,12,0,0,4,0,0,0,0,0
8449369,Harry Watson,Toronto Maple Leafs,8,16,8,63,1,2,8,2,0,0,0,24
