id,fullName,teamName,assists,goals,pim,games,penaltyMinutes,gameWinningGoals,overTimeGoals,points
8447545,Mickey MacKay,Pittsburgh Pirates,2,9,20,40,20,2,0,11
8447655,Bert McCaffrey,Pittsburgh Pirates,0,1,36,42,36,0,0,1
8447741,Duke McCurry,Pittsburgh Pirates,1,0,4,35,4,0,0,1
8447795,John McKinnon,Pittsburgh Pirates,0,1,44,39,44,0,0,1
8447859,Hib Milks,Pittsburgh Pirates,3,9,22,44,22,4,1,12
8449082,Rodger Smith,Pittsburgh Pirates,2,4,49,44,49,2,1,6
8449141,Jesse Spring,Pittsburgh Pirates,0,0,2,28,2,0,0,0
8449392,Tex White,Pittsburgh Pirates,5,5,30,43,30,1,1,10
8445345,Bill Carson,Boston Bruins,11,11,22,43,22,2,0,22
8445474,Dit Clapper,Boston Bruins,2,9,48,40,48,4,1,11
8445874,Cy Denneny,Boston Bruins,2,1,2,23,2,1,0,3
8446493,Frank Fredrickson,Boston Bruins,8,6,50,43,50,2,0,14
8446557,Dutch Gainor,Boston Bruins,5,14,30,44,30,4,0,19
8446558,Percy Galbraith,Boston Bruins,1,2,46,38,46,1,0,3
8446643,Red Green,Boston Bruins,0,0,14,24,14,0,0,0
8446886,Lionel Hitchman,Boston Bruins,0,1,64,38,64,0,0,1
8447221,Lloyd Klein,Boston Bruins,0,1,5,8,5,0,0,1
8447318,Myles Lane,Boston Bruins,0,2,36,43,36,0,0,2
8447545,Mickey MacKay,Boston Bruins,2,9,20,40,20,2,0,11
8448055,Harry Oliver,Boston Bruins,6,17,26,43,26,6,0,23
8448078,George Owen,Boston Bruins,4,5,48,27,48,1,0,9
8448138,Eric Pettinger,Boston Bruins,3,3,41,42,41,0,0,6
8448429,Eddie Rodden,Boston Bruins,0,0,10,11,10,0,0,0
8449024,Eddie Shore,Boston Bruins,7,12,98,39,98,3,0,19
8449381,Cooney Weiland,Boston Bruins,7,11,14,42,14,3,0,18
8444987,Larry Aurie,Detroit Cougars,1,1,24,35,24,1,0,2
8445047,Pete Bellefeuille,Detroit Cougars,0,1,0,1,0,0,0,1
8445178,Bernie Brophy,Detroit Cougars,4,2,23,37,23,1,0,6
8445203,Bill Brydge,Detroit Cougars,2,2,67,31,67,0,0,4
8445526,Bob Connors,Detroit Cougars,3,13,66,41,66,1,0,16
8445541,Carson Cooper,Detroit Cougars,9,18,16,44,16,10,1,27
8445839,Frank Daley,Detroit Cougars,0,0,0,5,0,0,0,0
8446489,Gord Fraser,Detroit Cougars,0,0,14,14,14,0,0,0
8446643,Red Green,Detroit Cougars,0,0,14,24,14,0,0,0
8446750,George Hay,Detroit Cougars,8,11,14,41,14,1,1,19
8446785,Jimmy Herberts,Detroit Cougars,5,9,34,40,34,1,1,14
8447484,Herbie Lewis,Detroit Cougars,5,9,33,37,33,3,0,14
8448013,Reg Noble,Detroit Cougars,4,6,54,43,54,1,1,10
8449254,Percy Traub,Detroit Cougars,0,0,50,44,50,0,0,0
8445262,Marty Burke,Montréal Canadiens,2,4,68,44,68,1,0,6
8445347,Gerry Carson,Montréal Canadiens,0,0,7,39,7,0,0,0
8446514,Art Gagne,Montréal Canadiens,3,7,52,44,52,2,0,10
8446564,Herb Gardiner,Montréal Canadiens,0,0,0,12,0,0,0,0
8446571,Leo Gaudreault,Montréal Canadiens,0,0,6,11,6,0,0,0
8447110,Aurel Joliat,Montréal Canadiens,5,12,59,44,59,5,0,17
8447328,Wildor Larochelle,Montréal Canadiens,0,0,0,2,0,0,0,0
8447371,Albert Leduc,Montréal Canadiens,2,9,79,43,79,3,0,11
8447466,Pit Lepine,Montréal Canadiens,1,6,50,44,50,2,0,7
8447468,Art Lesieur,Montréal Canadiens,0,0,0,17,0,0,0,0
8447604,Georges Mantha,Montréal Canadiens,0,0,8,21,8,0,0,0
8447606,Sylvio Mantha,Montréal Canadiens,4,9,58,44,58,4,0,13
8447884,Armand Mondou,Montréal Canadiens,4,3,6,32,6,2,0,7
8447888,Howie Morenz,Montréal Canadiens,10,17,47,42,47,1,1,27
8448080,Pete Palangio,Montréal Canadiens,0,0,0,2,0,0,0,0
8448098,George Patterson,Montréal Canadiens,5,4,36,44,36,2,1,9
8444964,Jack Arbour,Toronto Maple Leafs,0,1,10,10,10,0,0,1
8444998,Ace Bailey,Toronto Maple Leafs,10,22,80,44,80,7,0,32
8445093,Andy Blair,Toronto Maple Leafs,15,12,43,44,43,4,0,27
8445345,Bill Carson,Toronto Maple Leafs,11,11,22,43,22,2,0,22
8445648,Baldy Cotton,Toronto Maple Leafs,4,4,46,43,46,0,0,8
8445762,Danny Cox,Toronto Maple Leafs,8,12,14,42,14,2,0,20
8445854,Hap Day,Toronto Maple Leafs,6,6,85,44,85,1,0,12
8445962,Art Duncan,Toronto Maple Leafs,4,4,53,39,53,2,0,8
8446641,Alex Gray,Toronto Maple Leafs,0,0,2,7,2,0,0,0
8446914,George Horne,Toronto Maple Leafs,3,9,32,39,32,2,0,12
8446915,Red Horner,Toronto Maple Leafs,0,0,30,22,30,0,0,0
8447523,Gerry Lowrey,Toronto Maple Leafs,12,5,30,44,30,0,0,17
8448138,Eric Pettinger,Toronto Maple Leafs,3,3,41,42,41,0,0,6
8448197,Joe Primeau,Toronto Maple Leafs,1,0,2,6,2,0,0,1
8449060,Art Smith,Toronto Maple Leafs,0,5,91,43,91,1,0,5
8449308,Carl Voss,Toronto Maple Leafs,0,0,0,2,0,0,0,0
8445135,George Boucher,Montreal Maroons,2,4,72,41,72,1,1,6
8445969,Red Dutton,Montreal Maroons,3,1,141,44,141,0,0,4
8446857,Henry Hicks,Montreal Maroons,0,2,25,44,25,1,0,2
8447306,Joe Lamb,Montreal Maroons,1,4,52,36,52,1,0,5
8447652,Cliff McBride,Montreal Maroons,0,0,0,0,0,0,0,0
8447908,Dunc Munro,Montreal Maroons,0,0,0,1,0,0,0,0
8448034,Baldy Northcott,Montreal Maroons,0,0,0,5,0,0,0,0
8448039,Russell Oatman,Montreal Maroons,1,2,20,38,20,1,0,3
8448141,Merlyn Phillips,Montreal Maroons,5,6,43,42,43,1,0,11
8448372,Earl Robinson,Montreal Maroons,1,2,4,38,4,0,0,3
8449038,Babe Siebert,Montreal Maroons,5,3,54,40,54,1,0,8
8449077,Hooley Smith,Montreal Maroons,9,10,124,41,124,1,0,19
8449189,Nels Stewart,Montreal Maroons,8,21,74,44,74,6,0,29
8449264,Dave Trottier,Montreal Maroons,4,2,69,37,69,1,0,6
8449341,Jimmy Ward,Montreal Maroons,8,14,48,44,48,3,0,22
8445131,Edmond Bouchard,New York Americans,0,0,4,18,4,0,0,0
8445168,Punch Broadbent,New York Americans,4,1,61,44,61,1,0,5
8445255,Billy Burch,New York Americans,5,11,47,44,47,4,0,16
8445514,Lionel Conacher,New York Americans,2,5,136,44,136,1,0,7
8445525,Harry Connor,New York Americans,2,6,85,44,85,3,1,8
8445972,Babe Dye,New York Americans,0,1,17,42,17,0,0,1
8446877,Normie Himes,New York Americans,0,10,25,44,25,2,0,10
8447827,Charley McVeigh,New York Americans,2,6,16,44,16,4,0,8
8448315,Leo Reise Sr.,New York Americans,0,4,34,44,34,1,0,4
8449007,Johnny Sheppard,New York Americans,4,5,40,44,40,2,0,9
8449045,Joe Simpson,New York Americans,2,3,29,43,29,1,0,5
8449141,Jesse Spring,New York Americans,0,0,2,28,2,0,0,0
8449392,Tex White,New York Americans,5,5,30,43,30,1,1,10
8446877,Normie Himes,New York Americans,0,10,25,44,25,2,0,10
