id,fullName,teamName,assists,goals,pim,games,powerPlayGoals,powerPlayPoints,penaltyMinutes,gameWinningGoals,overTimeGoals,shortHandedGoals,shortHandedPoints,points
8444855,Clarence Abel,Chicago Blackhawks,1,2,28,46,0,0,28,0,1,1,1,3
8445514,Lionel Conacher,Chicago Blackhawks,14,9,87,48,2,6,87,3,0,0,0,23
8445537,Tom Cook,Chicago Blackhawks,9,5,15,37,2,4,15,1,0,0,0,14
8445742,Art Coulter,Chicago Blackhawks,2,5,39,41,0,0,39,1,0,0,0,7
8445746,Rosie Couture,Chicago Blackhawks,8,5,21,48,1,3,21,1,0,0,0,13
8445968,Duke Dutkowski,Chicago Blackhawks,7,0,31,43,0,0,31,0,0,0,0,7
8446607,Leroy Goldsworthy,Chicago Blackhawks,3,3,0,27,0,0,0,2,0,0,0,6
8446617,Johnny Gottselig,Chicago Blackhawks,14,16,4,48,5,7,4,3,1,0,0,30
8447052,Roger Jenkins,Chicago Blackhawks,2,2,37,48,0,0,37,0,0,0,0,4
8447163,Bill Kendall,Chicago Blackhawks,0,3,0,21,0,0,0,1,0,0,0,3
8447469,Jack Leswick,Chicago Blackhawks,7,1,16,37,0,1,16,0,0,0,0,8
8447609,Mush March,Chicago Blackhawks,13,4,26,48,1,3,26,2,0,1,1,17
8447770,Don McFadyen,Chicago Blackhawks,3,1,20,43,0,1,20,1,0,0,1,4
8448440,Doc Romnes,Chicago Blackhawks,21,8,6,47,0,5,6,0,0,0,0,29
8449007,Johnny Sheppard,Chicago Blackhawks,4,3,4,44,0,1,4,0,0,0,0,7
8449232,Paul Thompson,Chicago Blackhawks,16,20,17,48,4,9,17,5,1,1,1,36
8449266,Lou Trudel,Chicago Blackhawks,3,1,13,34,0,1,13,0,0,0,0,4
8450158,Thomas Coulter,Chicago Blackhawks,0,0,0,2,0,0,0,0,0,0,0,0
8444987,Larry Aurie,Detroit Red Wings,19,16,36,48,3,10,36,3,0,1,2,35
8445296,Walt Buswell,Detroit Red Wings,2,1,8,47,0,1,8,0,0,0,0,3
8445346,Frank Carson,Detroit Red Wings,9,10,36,47,3,4,36,4,0,0,0,19
8446152,Hap Emms,Detroit Red Wings,7,7,51,45,0,0,51,2,0,0,0,14
8446182,Stewart Evans,Detroit Red Wings,2,4,55,48,0,0,55,1,0,0,0,6
8446458,Harry Foster,Detroit Red Wings,0,0,2,6,0,0,2,0,0,0,0,0
8446612,Ebbie Goodfellow,Detroit Red Wings,13,13,45,48,6,10,45,0,0,0,1,26
8446631,Ted Graham,Detroit Red Wings,2,3,34,47,0,0,34,1,0,0,0,5
8446649,Lloyd Gross,Detroit Red Wings,4,9,18,40,1,2,18,1,0,0,0,13
8447484,Herbie Lewis,Detroit Red Wings,15,16,15,43,2,7,15,5,3,1,1,31
8447614,Gus Marker,Detroit Red Wings,0,1,2,7,0,0,2,0,0,0,0,1
8447879,Ron Moffat,Detroit Red Wings,0,0,2,5,0,0,2,0,0,0,0,0
8448139,Gord Pettinger,Detroit Red Wings,14,3,14,48,0,3,14,1,1,0,0,17
8448357,Fred Robertson,Detroit Red Wings,0,1,12,20,1,1,12,0,0,0,0,1
8449128,John Sorrell,Detroit Red Wings,10,21,8,47,10,12,8,3,0,0,0,31
8449161,Wilf Starr,Detroit Red Wings,2,2,17,28,0,0,17,0,0,0,0,4
8449308,Carl Voss,Detroit Red Wings,18,7,12,48,1,3,12,0,0,0,1,25
8449381,Cooney Weiland,Detroit Red Wings,19,13,10,48,3,12,10,4,1,0,0,32
8449479,Burr Williams,Detroit Red Wings,1,0,12,4,0,0,12,0,0,0,0,1
8449593,Eddie Wiseman,Detroit Red Wings,9,5,18,48,0,4,18,2,1,0,0,14
