id,fullName,teamName,assists,goals,pim,shots,games,powerPlayGoals,powerPlayPoints,penaltyMinutes,shotPct,gameWinningGoals,overTimeGoals,shortHandedGoals,shortHandedPoints,plusMinus,points
8445338,Paul Baxter,Quebec Nordiques,13,7,145,90,61,4,13,145,7.78,1,0,0,0,-27,20
8445446,Serge Bernier,Quebec Nordiques,14,8,31,76,32,3,7,31,10.53,3,0,0,1,-5,22
8445481,Gilles Bilodeau,Quebec Nordiques,1,0,25,1,9,0,0,25,0.0,0,0,0,0,-1,1
8445666,Curt Brackenbury,Quebec Nordiques,8,6,55,42,63,0,1,55,14.29,1,0,0,0,-21,14
8446068,Ron Chipperfield,Quebec Nordiques,23,22,32,155,79,2,5,32,14.19,2,0,1,1,-23,45
8446101,Real Cloutier,Quebec Nordiques,47,42,12,254,67,13,35,12,16.54,3,0,0,0,-5,89
8446104,Roland Cloutier,Quebec Nordiques,3,2,0,19,14,0,0,0,10.53,0,0,0,0,1,5
8446178,Alain Cote,Quebec Nordiques,11,5,13,58,41,0,2,13,8.62,1,0,0,0,-8,16
8446317,Richard David,Quebec Nordiques,0,0,2,10,10,0,0,2,0.0,0,0,0,0,-2,0
8446774,Dave Farrish,Quebec Nordiques,8,1,30,34,24,0,0,30,2.94,0,0,0,0,5,9
8446827,Bob Fitchner,Quebec Nordiques,20,11,59,87,70,5,7,59,12.64,0,0,1,1,-24,31
8446978,Robbie Ftorek,Quebec Nordiques,33,18,28,112,52,7,14,28,16.07,3,0,0,1,6,51
8447310,Michel Goulet,Quebec Nordiques,32,22,48,167,77,5,14,48,13.17,1,0,0,0,-10,54
8447666,Gerry Hart,Quebec Nordiques,23,3,59,53,71,1,6,59,5.66,0,0,0,1,-13,26
8447865,Jamie Hislop,Quebec Nordiques,20,19,6,124,80,0,1,6,15.32,3,0,1,1,-13,39
8447930,Dale Hoganson,Quebec Nordiques,36,4,31,99,77,0,18,31,4.04,0,0,0,0,-44,40
8448294,Terry Johnson,Quebec Nordiques,0,0,2,0,3,0,0,2,0,0,0,0,0,0,0
8448600,Francois Lacombe,Quebec Nordiques,0,0,2,2,3,0,0,2,0.0,0,0,0,0,-1,0
8448615,Pierre Lacroix,Quebec Nordiques,21,9,45,86,76,4,10,45,10.47,0,0,0,0,-5,30
8448701,Garry Lariviere,Quebec Nordiques,19,2,56,73,75,1,2,56,2.74,0,0,0,2,-10,21
8448733,Rich Leduc,Quebec Nordiques,27,21,49,145,75,9,17,49,14.48,1,0,1,2,-35,48
8448745,Barry Legge,Quebec Nordiques,3,0,18,15,31,0,0,18,0.0,0,0,0,0,2,3
8449277,Terry Martin,Quebec Nordiques,15,6,2,44,40,1,1,2,13.64,2,0,0,0,1,21
8450467,Pierre Plante,Quebec Nordiques,14,4,68,83,69,0,0,68,4.82,1,0,0,0,-14,18
8450815,Jacques Richard,Quebec Nordiques,12,3,4,45,14,0,5,4,6.67,0,0,0,0,-7,15
8451134,Bernie Saunders,Quebec Nordiques,0,0,0,4,4,0,0,0,0.0,0,0,0,0,-1,0
8451432,Louis Sleigher,Quebec Nordiques,1,0,0,0,2,0,0,0,0,0,0,0,0,1,1
8451565,John Smrke,Quebec Nordiques,5,3,2,32,30,0,0,2,9.38,0,0,0,0,3,8
8451720,John Stewart,Quebec Nordiques,0,0,0,4,2,0,0,0,0.0,0,0,0,0,-2,0
8451722,Paul Stewart,Quebec Nordiques,0,2,74,9,21,0,0,74,22.22,0,0,0,0,-1,2
8451731,Blair Stewart,Quebec Nordiques,6,8,15,53,30,0,2,15,15.09,2,0,1,1,1,14
8451856,Marc Tardif,Quebec Nordiques,35,33,30,229,58,9,18,30,14.41,4,0,0,0,-13,68
8451875,Gregory Tebbutt,Quebec Nordiques,1,0,4,0,2,0,0,4,0,0,0,0,0,-1,1
8451897,Reginald Thomas,Quebec Nordiques,7,9,6,89,39,2,4,6,10.11,0,0,0,0,-5,16
8452367,Wally Weir,Quebec Nordiques,12,3,133,91,73,0,1,133,3.3,0,0,0,0,-19,15
8444923,Mike Amodeo,Winnipeg Jets (1979),0,0,2,14,19,0,0,2,0.0,0,0,0,0,-15,0
8445454,John Bethel,Winnipeg Jets (1979),2,0,4,12,17,0,1,4,0.0,0,0,0,0,-3,2
8445877,Alan Cameron,Winnipeg Jets (1979),11,3,72,82,63,0,3,72,3.66,0,0,0,0,-27,14
8445900,Scott Campbell,Winnipeg Jets (1979),17,3,136,92,63,0,5,136,3.26,2,0,0,0,-38,20
8446079,Dave Christian,Winnipeg Jets (1979),10,8,2,34,15,3,10,2,23.53,0,0,0,1,-5,18
8446168,Ross Cory,Winnipeg Jets (1979),9,2,32,47,46,1,4,32,4.26,0,0,0,0,-17,11
8446293,Pat Daley,Winnipeg Jets (1979),0,1,4,6,5,0,0,4,16.67,0,0,0,0,-2,1
8446420,Wayne Dillon,Winnipeg Jets (1979),0,0,2,5,13,0,0,2,0.0,0,0,0,0,-6,0
8446482,Jude Drouin,Winnipeg Jets (1979),16,8,50,84,78,1,1,50,9.52,1,0,2,3,-38,24
8447365,Hilliard Graves,Winnipeg Jets (1979),5,1,15,27,35,0,0,15,3.7,0,0,0,0,-13,6
8447419,Bobby Guindon,Winnipeg Jets (1979),1,0,0,10,6,0,0,0,0.0,0,0,0,0,2,1
8447826,Gord McTavish,Winnipeg Jets (1979),3,1,2,9,10,0,0,2,11.11,0,0,0,0,4,4
8447950,Larry Hopkins,Winnipeg Jets (1979),0,0,0,3,5,0,0,0,0.0,0,0,0,0,-3,0
8448019,Dave Hoyda,Winnipeg Jets (1979),1,1,35,7,15,0,0,35,14.29,0,0,0,0,-4,2
8448108,Bobby Hull,Winnipeg Jets (1979),11,6,0,38,27,2,6,0,15.79,0,0,0,0,-10,17
8448804,Bill Lesuk,Winnipeg Jets (1979),1,0,43,37,49,0,0,43,0.0,0,0,0,0,-15,1
