id,fullName,teamName,assists,goals,pim,games,powerPlayGoals,powerPlayPoints,penaltyMinutes,gameWinningGoals,overTimeGoals,shortHandedGoals,shortHandedPoints,points
8444992,Pete Babando,Chicago Blackhawks,14,11,29,49,4,6,29,1,0,1,1,25
8445062,Doug Bentley,Chicago Blackhawks,3,2,4,8,0,0,4,0,0,0,0,5
8445105,Gus Bodnar,Chicago Blackhawks,26,14,26,69,2,6,26,0,0,0,1,40
8445238,Mike Buchanan,Chicago Blackhawks,0,0,0,1,0,0,0,0,0,0,0,0
8445513,Jimmy Conacher,Chicago Blackhawks,2,1,2,21,0,2,2,0,0,0,0,3
8445515,Pete Conacher,Chicago Blackhawks,1,0,0,2,0,0,0,0,0,0,0,1
8445517,Roy Conacher,Chicago Blackhawks,1,3,0,12,0,1,0,0,0,0,0,4
8445888,Al Dewsbury,Chicago Blackhawks,17,7,99,69,1,12,99,0,0,0,0,24
8446248,Sid Finney,Chicago Blackhawks,5,6,0,35,1,2,0,1,0,0,0,11
8446333,Lee Fogolin,Chicago Blackhawks,9,0,96,69,0,0,96,0,0,0,0,9
8446513,Bill Gadsby,Chicago Blackhawks,15,7,87,59,1,5,87,1,0,0,0,22
8446575,George Gee,Chicago Blackhawks,31,18,39,70,5,11,39,3,0,2,2,49
8446656,Bep Guidolin,Chicago Blackhawks,18,13,78,67,1,2,78,1,0,0,0,31
8446913,Pete Horeck,Chicago Blackhawks,11,9,22,60,1,4,22,1,0,0,0,20
8446930,Steve Hrymnak,Chicago Blackhawks,1,2,4,18,0,0,4,0,0,0,0,3
8446941,Fred Hucul,Chicago Blackhawks,7,3,37,34,1,1,37,0,0,0,0,10
8447623,Clare Martin,Chicago Blackhawks,3,1,14,45,0,0,14,0,0,0,0,4
8447769,Jim McFadden,Chicago Blackhawks,24,10,14,70,1,6,14,2,0,1,1,34
8447902,Bill Mosienko,Chicago Blackhawks,22,31,10,70,6,9,10,6,0,0,1,53
8448136,Jimmy Peters,Chicago Blackhawks,21,15,16,70,2,3,16,1,0,0,1,36
8448164,Tony Poeta,Chicago Blackhawks,0,0,0,1,0,0,0,0,0,0,0,0
8448193,Jack Price,Chicago Blackhawks,0,0,0,1,0,0,0,0,0,0,0,0
8448236,Max Quackenbush,Chicago Blackhawks,1,0,4,14,0,0,4,0,0,0,0,1
8448242,Rags Raglan,Chicago Blackhawks,5,0,28,35,0,2,28,0,0,0,0,5
8449184,Jack Stewart,Chicago Blackhawks,3,1,12,37,0,0,12,0,0,0,0,4
8449219,Harry Taylor,Chicago Blackhawks,1,1,0,15,0,0,0,0,0,0,0,2
8449385,Kenny Wharram,Chicago Blackhawks,0,0,0,1,0,0,0,0,0,0,0,0
8449597,Steve Witiuk,Chicago Blackhawks,8,3,14,33,0,1,14,0,0,0,0,11
8444857,Sid Abel,Detroit Red Wings,36,17,32,62,8,20,32,2,0,0,0,53
8445865,Alex Delvecchio,Detroit Red Wings,22,15,22,65,1,7,22,6,0,0,0,37
8446339,Bill Folk,Detroit Red Wings,0,0,2,4,0,0,2,0,0,0,0,0
8446594,Fred Glover,Detroit Red Wings,9,9,25,54,5,9,25,1,0,0,0,18
8446603,Bob Goldham,Detroit Red Wings,14,0,24,69,0,3,24,0,0,0,0,14
