id,fullName,teamName,assists,goals,pim,shots,games,powerPlayGoals,powerPlayPoints,penaltyMinutes,shotPct,gameWinningGoals,overTimeGoals,shortHandedGoals,shortHandedPoints,plusMinus,points
8446017,Gino Cavallini,Quebec Nordiques,15,9,34,71,67,0,0,34,12.7,0,0,0,0,10,24
8446494,Steve Duchesne,Quebec Nordiques,62,20,57,227,82,8,45,57,8.8,2,0,0,0,15,82
8446825,Steven Finn,Quebec Nordiques,9,5,160,61,80,0,0,160,8.2,0,0,0,0,-3,14
8447363,Alexei Gusarov,Quebec Nordiques,22,8,57,60,79,0,1,57,13.3,1,0,2,5,18,30
8447985,Mike Hough,Quebec Nordiques,22,8,69,98,77,2,4,69,8.2,2,0,1,1,-11,30
8448048,Kerry Huffman,Quebec Nordiques,18,4,54,86,52,3,11,54,4.7,0,0,0,0,0,22
8448118,Tim Hunter,Quebec Nordiques,7,5,193,40,74,0,0,193,12.5,0,0,0,0,-3,12
8448674,Claude Lapointe,Quebec Nordiques,26,10,98,91,74,0,1,98,11.0,1,0,0,0,5,36
8448797,Curtis Leschyshyn,Quebec Nordiques,23,9,61,73,82,4,8,61,12.3,2,0,0,0,25,32
8449895,Owen Nolan,Quebec Nordiques,41,36,185,241,73,15,30,185,14.9,4,1,0,0,-1,77
8450267,Scott Pearson,Quebec Nordiques,1,13,95,45,41,0,0,95,28.9,1,0,0,0,3,14
8450817,Mike Ricci,Quebec Nordiques,51,27,123,142,77,12,35,123,19.0,10,0,1,4,8,78
8451101,Joe Sakic,Quebec Nordiques,57,48,40,264,78,20,47,40,18.2,4,0,2,3,-3,105
8451774,Mats Sundin,Quebec Nordiques,67,47,96,215,80,13,47,96,21.9,9,1,4,9,21,114
8451840,Mikhail Tatarinov,Quebec Nordiques,6,2,28,46,28,1,4,28,4.3,0,0,0,0,6,8
8452019,Tony Twist,Quebec Nordiques,2,0,64,14,34,0,0,64,0.0,0,0,0,0,0,2
8452516,Craig Wolanin,Quebec Nordiques,4,1,49,17,24,0,0,49,5.9,0,0,0,1,9,5
8452569,Scott Young,Quebec Nordiques,30,30,20,225,82,9,26,20,13.3,5,1,6,6,5,60
8455447,Niklas Andersson,Quebec Nordiques,1,0,2,4,3,0,0,2,0.0,0,0,0,0,0,1
8456202,Leonard Esau,Quebec Nordiques,1,0,2,1,4,0,0,2,0.0,0,0,0,0,1,1
8456283,Adam Foote,Quebec Nordiques,12,4,168,54,81,0,0,168,7.4,0,0,1,3,6,16
8456770,Valeri Kamensky,Quebec Nordiques,22,15,14,94,32,2,7,14,16.0,0,0,3,5,13,37
8456882,Andrei Kovalenko,Quebec Nordiques,41,27,57,153,81,8,14,57,17.6,4,1,1,2,13,68
8458031,Chris Simon,Quebec Nordiques,1,1,67,15,16,0,0,67,6.7,1,0,0,0,-2,2
8458534,Martin Rucinsky,Quebec Nordiques,30,18,51,133,77,4,13,51,13.5,1,0,0,0,16,48
8458582,Dave Karpa,Quebec Nordiques,1,0,13,2,12,0,0,13,0.0,0,0,0,0,-6,1
8458617,Bill Lindsay,Quebec Nordiques,9,4,16,58,44,0,0,16,6.9,0,0,0,0,0,13
8445683,Andy Brickley,Winnipeg Jets (1979),2,0,2,5,12,0,0,2,0.0,0,0,0,0,0,2
8445938,Randy Carlyle,Winnipeg Jets (1979),1,1,14,21,22,0,0,14,4.8,0,0,0,0,-6,2
8446454,Tie Domi,Winnipeg Jets (1979),10,5,344,40,61,0,0,344,12.5,0,0,0,0,1,15
8446485,Kris Draper,Winnipeg Jets (1979),0,0,2,5,7,0,0,2,0.0,0,0,0,0,-6,0
8446487,John Druce,Winnipeg Jets (1979),14,6,37,60,50,0,0,37,10.0,0,0,0,0,-4,20
8446551,Mike Eagles,Winnipeg Jets (1979),18,8,131,67,84,1,1,131,11.9,1,0,0,0,-1,26
8446705,Bryan Erickson,Winnipeg Jets (1979),12,4,14,45,41,2,5,14,8.9,1,0,0,0,2,16
8447989,Phil Housley,Winnipeg Jets (1979),79,18,52,249,80,6,56,52,7.2,2,0,0,0,-14,97
8448374,Robert Joyce,Winnipeg Jets (1979),0,0,0,0,1,0,0,0,0.0,0,0,0,0,0,0
8448449,Dean Kennedy,Winnipeg Jets (1979),7,1,105,50,78,0,0,105,2.0,1,0,0,1,-3,8
8448467,Alan Kerr,Winnipeg Jets (1979),1,0,2,1,7,0,0,2,0.0,0,0,0,0,-4,1
8448487,Kris King,Winnipeg Jets (1979),11,8,203,74,78,0,0,203,10.8,1,0,0,0,4,19
8448633,Mike Lalor,Winnipeg Jets (1979),8,1,76,75,64,0,1,76,1.3,0,0,0,0,-10,9
8448765,John Leblanc,Winnipeg Jets (1979),0,0,2,5,3,0,0,2,0.0,0,0,0,0,0,0
8449761,Rob Murray,Winnipeg Jets (1979),0,1,6,4,10,0,0,6,25.0,1,0,0,0,0,1
8449773,Troy Murray,Winnipeg Jets (1979),7,4,59,77,51,2,2,59,5.2,0,0,0,0,-15,11
8449924,Teppo Numminen,Winnipeg Jets (1979),30,7,33,103,66,3,10,33,6.8,0,0,1,1,4,37
8449971,Fredrik Olausson,Winnipeg Jets (1979),41,16,22,165,68,11,38,22,9.7,3,0,0,0,-4,57
8449973,Eddie Olczyk,Winnipeg Jets (1979),28,21,52,190,71,2,14,52,11.1,1,0,0,0,-2,49
8451334,Darrin Shannon,Winnipeg Jets (1979),40,20,91,116,84,12,21,91,17.2,2,0,0,1,-4,60
8451697,Thomas Steen,Winnipeg Jets (1979),50,22,75,150,80,6,31,75,14.7,6,1,0,0,-8,72
8455521,Stu Barnes,Winnipeg Jets (1979),10,12,10,73,38,3,4,10,16.4,3,0,0,0,-3,22
8455659,Luciano Borsato,Winnipeg Jets (1979),20,15,38,101,67,1,1,38,14.9,3,0,1,2,-1,35
8456019,Evgeny Davydov,Winnipeg Jets (1979),21,28,66,176,79,7,13,66,15.9,2,0,0,0,-2,49
8456153,Dallas Eakins,Winnipeg Jets (1979),2,0,38,9,14,0,0,38,0.0,0,0,0,0,2,2
8457061,Scott Levins,Winnipeg Jets (1979),1,0,18,8,9,0,0,18,0.0,0,0,0,0,-2,1
8457589,Mark Osiecki,Winnipeg Jets (1979),4,1,19,26,43,1,1,19,3.8,0,0,0,0,-20,5
