id,fullName,teamName,assists,goals,pim,games,penaltyMinutes,gameWinningGoals,overTimeGoals,points
8445908,Cecil Dillon,New York Rangers,10,21,12,48,12,2,0,31
8446766,Ott Heller,New York Rangers,7,5,31,40,31,1,0,12
8447098,Ivan Johnson,New York Rangers,9,8,127,48,127,2,0,17
8447144,Butch Keeling,New York Rangers,6,8,22,47,22,2,0,14
8447913,Murray Murdoch,New York Rangers,11,5,23,48,23,0,0,16
8448139,Gord Pettinger,New York Rangers,2,1,18,34,18,0,0,3
8448951,Earl Seibert,New York Rangers,3,2,92,45,92,0,0,5
8449038,Babe Siebert,New York Rangers,10,9,38,43,38,1,0,19
8449126,Art Somers,New York Rangers,15,7,28,48,28,2,1,22
8449308,Carl Voss,New York Rangers,16,8,10,48,10,1,0,24
8445142,Leo Bourgeault,Ottawa Senators (1917),2,2,27,50,27,0,0,4
8445262,Marty Burke,Ottawa Senators (1917),5,2,36,45,36,2,0,7
8445293,Bert Burry,Ottawa Senators (1917),0,0,0,4,0,0,0,0
8445762,Danny Cox,Ottawa Senators (1917),7,4,8,47,8,0,0,11
8446298,Frank Finnigan,Ottawa Senators (1917),14,4,37,45,37,0,0,18
8446411,Gus Forslund,Ottawa Senators (1917),9,4,2,48,2,1,0,13
8446557,Dutch Gainor,Ottawa Senators (1917),0,0,0,2,0,0,0,0
8446924,Syd Howe,Ottawa Senators (1917),12,12,17,48,17,2,0,24
8447181,Hec Kilrea,Ottawa Senators (1917),8,14,26,47,26,4,0,22
8447183,Wally Kilrea,Ottawa Senators (1917),12,5,16,51,16,1,0,17
8447523,Gerry Lowrey,Ottawa Senators (1917),0,0,0,7,0,0,0,0
8447780,Bert McInenly,Ottawa Senators (1917),2,2,8,30,8,0,0,4
8447859,Hib Milks,Ottawa Senators (1917),3,0,0,16,0,0,0,3
8448383,Earl Roche,Ottawa Senators (1917),5,4,6,28,6,1,2,9
8448421,Des Roche,Ottawa Senators (1917),6,3,6,21,6,0,0,9
8448428,Harvey Rockburn,Ottawa Senators (1917),1,0,39,16,39,0,0,1
8449019,Al Shields,Ottawa Senators (1917),4,7,119,48,119,1,0,11
8449059,Alex Smith,Ottawa Senators (1917),4,7,72,49,72,1,0,11
8449160,Harold Starr,Ottawa Senators (1917),0,0,36,46,36,0,0,0
8449246,Bill Touhey,Ottawa Senators (1917),7,12,12,47,12,0,0,19
8449381,Cooney Weiland,Ottawa Senators (1917),11,16,4,48,4,1,1,27
8445026,Marty Barry,Boston Bruins,13,24,40,47,40,3,1,37
8445037,Red Beattie,Boston Bruins,12,8,12,48,12,1,0,20
8445255,Billy Burch,Boston Bruins,1,5,6,47,6,3,0,6
8445362,Art Chapman,Boston Bruins,6,3,19,46,19,1,0,9
8445474,Dit Clapper,Boston Bruins,14,14,42,48,42,5,1,28
8446245,Tommy Filmore,Boston Bruins,4,1,9,35,9,0,0,5
8446558,Percy Galbraith,Boston Bruins,2,1,28,47,28,1,0,3
8446843,Orville Heximer,Boston Bruins,5,7,12,48,12,1,0,12
8446886,Lionel Hitchman,Boston Bruins,1,0,34,45,34,0,0,1
8447055,Frank Jerwa,Boston Bruins,4,3,23,31,23,0,0,7
8447306,Joe Lamb,Boston Bruins,8,11,68,42,68,3,1,19
8448055,Harry Oliver,Boston Bruins,7,11,10,47,10,1,0,18
8448078,George Owen,Boston Bruins,2,6,10,34,10,0,0,8
8448334,Vic Ripley,Boston Bruins,9,4,27,38,27,1,0,13
8448383,Earl Roche,Boston Bruins,5,4,6,28,6,1,2,9
8449024,Eddie Shore,Boston Bruins,27,8,112,48,112,0,0,35
8449059,Alex Smith,Boston Bruins,4,7,72,49,72,1,0,11
8449189,Nels Stewart,Boston Bruins,18,18,62,47,62,5,1,36
8444870,Art Alexandre,Montréal Canadiens,0,0,0,1,0,0,0,0
8445142,Leo Bourgeault,Montréal Canadiens,2,2,27,50,27,0,0,4
8445262,Marty Burke,Montréal Canadiens,5,2,36,45,36,2,0,7
8445347,Gerry Carson,Montréal Canadiens,2,5,53,48,53,1,0,7
8446553,Johnny Gagnon,Montréal Canadiens,23,13,64,48,64,4,1,36
8446571,Leo Gaudreault,Montréal Canadiens,2,2,2,24,2,1,0,4
8446590,Art Giroux,Montréal Canadiens,2,5,14,40,14,1,0,7
8446652,Len Grosvenor,Montréal Canadiens,0,0,0,4,0,0,0,0
8446703,Hago Harrington,Montréal Canadiens,1,1,12,24,12,0,0,2
8446727,Gizzy Hart,Montréal Canadiens,3,0,0,18,0,0,0,3
8447110,Aurel Joliat,Montréal Canadiens,21,17,53,48,53,2,1,38
8447328,Wildor Larochelle,Montréal Canadiens,4,11,27,47,27,2,1,15
8447371,Albert Leduc,Montréal Canadiens,3,5,62,48,62,1,0,8
8447466,Pit Lepine,Montréal Canadiens,8,8,45,46,45,1,0,16
8447604,Georges Mantha,Montréal Canadiens,6,3,10,43,10,0,0,9
8447606,Sylvio Mantha,Montréal Canadiens,7,4,50,48,50,0,0,11
8447691,Walt McCartney,Montréal Canadiens,0,0,0,2,0,0,0,0
8447884,Armand Mondou,Montréal Canadiens,3,1,15,24,15,0,0,4
8447888,Howie Morenz,Montréal Canadiens,22,14,32,46,32,3,1,36
8447969,Leo Murray,Montréal Canadiens,0,0,2,6,2,0,0,0
8448251,Paul Raymond,Montréal Canadiens,0,0,0,16,0,0,0,0
8449160,Harold Starr,Montréal Canadiens,0,0,36,46,36,0,0,0
8444863,Stew Adams,Toronto Maple Leafs,2,0,0,8,0,0,0,2
8444998,Ace Bailey,Toronto Maple Leafs,8,10,52,47,52,2,2,18
8445093,Andy Blair,Toronto Maple Leafs,9,6,38,43,38,2,0,15
8445471,King Clancy,Toronto Maple Leafs,12,13,79,48,79,5,0,25
8445512,Charlie Conacher,Toronto Maple Leafs,19,14,64,40,64,4,0,33
8445648,Baldy Cotton,Toronto Maple Leafs,11,10,29,48,29,3,1,21
8445843,Harold Darragh,Toronto Maple Leafs,2,1,0,19,0,1,0,3
8445854,Hap Day,Toronto Maple Leafs,14,6,46,47,46,3,0,20
8445940,Ken Doraty,Toronto Maple Leafs,11,5,16,38,16,0,0,16
8445947,Dave Downie,Toronto Maple Leafs,0,0,2,11,2,0,0,0
8446628,Bob Gracie,Toronto Maple Leafs,13,9,27,48,27,0,0,22
8446915,Red Horner,Toronto Maple Leafs,8,3,144,48,144,0,0,11
8447025,Busher Jackson,Toronto Maple Leafs,17,27,43,48,43,3,0,44
8447473,Alex Levinsky,Toronto Maple Leafs,4,1,61,48,61,0,0,5
8448197,Joe Primeau,Toronto Maple Leafs,21,11,4,48,4,0,0,32
8448784,Charlie Sands,Toronto Maple Leafs,3,0,0,3,0,0,0,3
8449233,Bill Thoms,Toronto Maple Leafs,9,3,15,29,15,1,0,12
8445113,Buzz Boll,Toronto Maple Leafs,0,0,0,0,0,0,0,0
8445512,Charlie Conacher,Toronto Maple Leafs,19,14,64,40,64,4,0,33
8445049,Andy Bellemer,Montreal Maroons,0,0,0,15,0,0,0,0
8445097,Mickey Blake,Montreal Maroons,0,0,0,1,0,0,0,0
8445233,Glenn Brydson,Montreal Maroons,17,11,26,48,26,3,1,28
8445514,Lionel Conacher,Montreal Maroons,21,7,61,47,61,1,0,28
8445960,Lorne Duguid,Montreal Maroons,7,4,38,48,38,0,0,11
8446559,John Gallagher,Montreal Maroons,5,4,48,41,48,0,0,9
8446753,Paul Haynes,Montreal Maroons,25,16,18,48,18,2,1,41
8447183,Wally Kilrea,Montreal Maroons,12,5,16,51,16,1,0,17
8447654,Stan McCabe,Montreal Maroons,0,0,0,1,0,0,0,0
8448013,Reg Noble,Montreal Maroons,0,0,22,25,22,0,0,0
8448034,Baldy Northcott,Montreal Maroons,21,22,30,48,30,6,2,43
8448141,Merlyn Phillips,Montreal Maroons,7,1,10,32,10,0,0,8
8448159,Hugh Plaxton,Montreal Maroons,3,1,4,17,4,0,0,4
8448372,Earl Robinson,Montreal Maroons,9,15,6,44,6,1,0,24
8448383,Earl Roche,Montreal Maroons,5,4,6,28,6,1,2,9
8448421,Des Roche,Montreal Maroons,6,3,6,21,6,0,0,9
8449077,Hooley Smith,Montreal Maroons,21,20,66,48,66,7,0,41
8449264,Dave Trottier,Montreal Maroons,15,16,38,48,38,1,1,31
8449341,Jimmy Ward,Montreal Maroons,17,16,52,48,52,1,0,33
8449383,Cy Wentworth,Montreal Maroons,10,4,48,47,48,0,0,14
8449467,Archie Wilcox,Montreal Maroons,3,0,37,47,37,0,0,3
8448159,Hugh Plaxton,Montreal Maroons,3,1,4,17,4,0,0,4
8444989,Vern Ayres,New York Americans,0,0,77,48,77,0,0,0
8445203,Bill Brydge,New York Americans,15,4,60,48,60,0,0,19
8445261,Eddie Burke,New York Americans,0,2,4,15,4,0,0,2
8445527,Eddie Convey,New York Americans,1,0,12,13,12,0,0,1
8445968,Duke Dutkowski,New York Americans,7,4,43,48,43,2,0,11
8445969,Red Dutton,New York Americans,2,0,74,43,74,0,0,2
8446245,Tommy Filmore,New York Americans,4,1,9,35,9,0,0,5
8446877,Normie Himes,New York Americans,25,9,12,48,12,1,0,34
8447036,Walter Jackson,New York Americans,2,10,6,34,6,2,1,12
8447139,John Keating,New York Americans,2,0,11,13,11,0,0,2
8447221,Lloyd Klein,New York Americans,2,2,4,15,4,1,0,4
8447242,Gord Kuhn,New York Americans,1,1,4,9,4,1,0,2
8447628,Ron Martin,New York Americans,7,5,6,47,6,1,0,12
8447827,Charley McVeigh,New York Americans,12,7,10,40,10,0,1,19
8448098,George Patterson,New York Americans,7,12,26,41,26,3,0,19
8448141,Merlyn Phillips,New York Americans,7,1,10,32,10,0,0,8
8448298,Bill Regan,New York Americans,1,1,14,15,14,0,0,2
8449007,Johnny Sheppard,New York Americans,9,17,32,46,32,2,0,26
8449161,Wilf Starr,New York Americans,3,4,8,26,8,0,0,7
8449238,Joe Thorsteinson,New York Americans,0,0,0,4,0,0,0,0
8449366,Nick Wasnie,New York Americans,12,11,36,46,36,2,1,23
