id,fullName,teamName,assists,goals,pim,shots,games,powerPlayGoals,powerPlayPoints,penaltyMinutes,shotPct,gameWinningGoals,overTimeGoals,shortHandedGoals,shortHandedPoints,plusMinus,points
8445611,Mike Bossy,New York Islanders,57,69,25,279,80,27,50,25,24.73,9,0,0,0,63,126
8445617,Bob Bourne,New York Islanders,31,30,48,148,80,4,9,48,20.27,2,0,1,4,34,61
8447193,Clark Gillies,New York Islanders,56,35,68,210,75,11,29,68,16.67,5,0,0,0,57,91
8447551,Richie Hansen,New York Islanders,6,1,4,10,12,0,0,4,10.0,0,0,0,0,9,7
8447658,Billy Harris,New York Islanders,39,15,18,128,80,0,2,18,11.72,5,0,0,1,26,54
8447666,Gerry Hart,New York Islanders,14,2,78,56,50,0,0,78,3.57,1,0,0,0,29,16
8447740,Lorne Henning,New York Islanders,20,13,14,70,73,0,0,14,18.57,2,0,2,3,17,33
8447949,Mike Hordy,New York Islanders,0,0,0,2,2,0,0,0,0.0,0,0,0,0,0,0
8447995,Garry Howatt,New York Islanders,12,16,205,81,75,0,0,205,19.75,2,0,0,0,6,28
8448401,Mike Kaszycki,New York Islanders,18,16,37,89,71,2,5,37,17.98,4,0,0,0,7,34
8448811,Dave Lewis,New York Islanders,18,5,45,95,79,0,0,45,5.26,0,0,0,0,44,23
8448885,Bob Lorimer,New York Islanders,18,3,42,64,67,0,0,42,4.69,0,0,0,0,28,21
8449140,Joseph Marini,New York Islanders,0,0,2,1,1,0,0,2,0.0,0,0,0,0,-2,0
8449206,Bert Marshall,New York Islanders,8,1,29,26,45,0,0,29,3.85,0,0,0,0,9,9
8449384,Ed Westfall,New York Islanders,11,5,4,51,55,0,0,4,9.8,1,0,1,1,0,16
8449457,Alex McKendry,New York Islanders,0,0,0,0,4,0,0,0,0,0,0,0,0,-1,0
8449570,Wayne Merrick,New York Islanders,21,20,24,128,75,2,3,24,15.63,0,0,0,0,13,41
8449932,Bobby Nystrom,New York Islanders,20,19,113,161,78,1,1,113,11.8,5,0,0,0,19,39
8450314,Stefan Persson,New York Islanders,56,10,57,113,78,6,40,57,8.85,1,0,0,1,38,66
8450505,Denis Potvin,New York Islanders,70,31,58,237,73,12,42,58,13.08,2,0,3,4,71,101
8450554,Pat Price,New York Islanders,11,3,50,48,55,0,1,50,6.25,0,0,0,0,16,14
8451857,Steve Tambellini,New York Islanders,0,0,0,3,1,0,0,0,0.0,0,0,0,0,-1,0
8451917,John Tonelli,New York Islanders,39,17,44,114,73,1,4,44,14.91,4,0,0,0,29,56
8451965,Bryan Trottier,New York Islanders,87,47,50,187,76,15,44,50,25.13,8,0,0,0,76,134
8444988,Don Awrey,Colorado Rockies,4,1,18,40,56,0,0,18,2.5,0,0,0,0,-33,5
8444999,Ron Andruff,Colorado Rockies,0,0,0,4,3,0,0,0,0.0,0,0,0,0,-4,0
8445103,Don Ashby,Colorado Rockies,3,2,0,26,15,2,4,0,7.69,0,0,0,0,-6,5
8445397,Barry Beck,Colorado Rockies,28,14,91,217,63,5,15,91,6.45,0,0,0,0,-30,42
8445456,Nick Beverley,Colorado Rockies,7,2,6,44,59,0,4,6,4.55,0,0,1,1,-14,9
8446058,Mike Christie,Colorado Rockies,10,1,88,50,68,0,2,88,2.0,0,0,0,0,-44,11
8446120,Rey Comeau,Colorado Rockies,10,8,16,85,70,1,1,16,9.41,0,0,2,3,-20,18
8446149,Joe Contini,Colorado Rockies,12,5,6,26,30,2,10,6,19.23,1,0,0,0,-19,17
8446253,Gary Croteau,Colorado Rockies,18,23,18,104,79,8,16,18,22.12,1,0,0,0,-29,41
8446371,Ron Delorme,Colorado Rockies,8,20,68,85,77,2,3,68,23.53,3,0,0,0,-29,28
8446539,Mike Dwyer,Colorado Rockies,3,2,2,10,12,0,1,2,20.0,0,0,0,0,-4,5
8447047,Paul Gardner,Colorado Rockies,28,30,32,190,75,16,28,32,15.79,1,0,0,0,-25,58
8447191,Mike Gillis,Colorado Rockies,7,1,6,54,30,0,3,6,1.85,0,0,0,0,-18,8
8447238,Kevin Krook,Colorado Rockies,0,0,2,0,3,0,0,2,0,0,0,0,0,0,0
8448285,Trevor Johansen,Colorado Rockies,7,2,64,45,51,0,0,64,4.44,0,0,0,0,-7,9
8448498,Mike Kitchen,Colorado Rockies,4,1,28,22,53,0,0,28,4.55,0,0,0,0,-19,5
8448501,Ralph Klassen,Colorado Rockies,13,6,12,100,64,1,1,12,6.0,2,0,1,2,-25,19
8448601,Michel Lachance,Colorado Rockies,4,0,22,22,21,0,0,22,0.0,0,0,0,0,-9,4
8448866,Bill Lochead,Colorado Rockies,9,8,34,97,67,1,2,34,8.25,0,0,1,1,-19,17
8449100,Merlin Malinowski,Colorado Rockies,17,6,10,76,54,0,2,10,7.89,1,0,0,1,-17,23
8449371,Joe Watson,Colorado Rockies,2,0,12,20,16,0,0,12,0.0,0,0,0,0,-13,2
8449571,Paul Messier,Colorado Rockies,0,0,4,9,9,0,0,4,0.0,0,0,0,0,-6,0
8450085,Dennis Owchar,Colorado Rockies,13,3,27,77,50,1,6,27,3.9,0,0,0,1,-33,16
8450091,Clayton Pachal,Colorado Rockies,3,2,69,19,24,1,3,69,10.53,0,0,0,0,-11,5
8450107,Wilf Paiement,Colorado Rockies,36,24,80,206,65,5,23,80,11.65,1,0,0,1,-30,60
8450384,Randy Pierce,Colorado Rockies,17,19,35,145,70,4,8,35,13.1,3,0,1,1,-21,36
8450631,Nelson Pyatt,Colorado Rockies,2,2,2,34,28,0,0,2,5.88,0,0,0,0,-17,4
8451100,Don Saleski,Colorado Rockies,5,13,18,125,51,1,2,18,10.4,2,0,1,1,-7,18
8451403,Larry Skinner,Colorado Rockies,2,3,2,13,12,1,3,2,23.08,0,0,0,0,-5,5
8451623,Andy Spruce,Colorado Rockies,15,3,31,57,47,0,4,31,5.26,0,0,0,0,-18,18
8452155,Jack Valiquette,Colorado Rockies,34,23,12,159,76,8,19,12,14.47,3,0,2,2,-42,57
8452156,John Van Boxmeer,Colorado Rockies,34,9,46,189,76,4,18,46,4.76,0,0,0,0,-26,43
8445360,Frank Beaton,New York Rangers,0,0,0,0,2,0,0,0,0,0,0,0,0,-1,0
8445604,Tim Bothwell,New York Rangers,0,0,2,2,1,0,0,2,0.0,0,0,0,0,-1,0
8446094,Dan Clark,New York Rangers,1,0,6,4,4,0,0,6,0.0,0,0,0,0,1,1
8446353,Lucien DeBlois,New York Rangers,17,11,26,106,62,0,5,26,10.38,1,0,0,0,-10,28
8446443,Andre Dore,New York Rangers,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
8446531,Ron Duguay,New York Rangers,36,27,35,178,79,1,10,35,15.17,3,0,2,2,10,63
8446722,Phil Esposito,New York Rangers,36,42,37,215,80,14,26,37,19.53,7,0,0,0,-1,78
8446774,Dave Farrish,New York Rangers,19,1,61,96,71,0,1,61,1.04,1,0,0,0,-3,20
8446940,Nick Fotiu,New York Rangers,5,3,190,51,71,0,0,190,5.88,1,0,0,0,3,8
8447409,Ron Greschner,New York Rangers,36,17,66,153,60,8,20,66,11.11,1,0,0,1,0,53
8447714,Anders Hedberg,New York Rangers,45,33,33,214,80,6,21,33,15.42,5,0,0,2,20,78
8447790,Pat Hickey,New York Rangers,41,34,56,193,80,8,17,56,17.62,1,0,0,0,8,75
8448326,Eddie Johnstone,New York Rangers,3,5,27,18,30,0,0,27,27.78,0,0,0,0,-5,8
8448525,Mike Korney,New York Rangers,1,0,18,20,18,0,0,18,0.0,0,0,0,0,4,1
8449102,Don Maloney,New York Rangers,17,9,39,39,28,3,10,39,23.08,0,0,0,0,4,26
8449103,Dave Maloney,New York Rangers,17,11,151,83,76,0,1,151,13.25,1,0,2,2,16,28
8449171,Mario Marois,New York Rangers,26,5,153,115,71,1,10,153,4.35,0,0,0,0,17,31
8449416,Mike McDougal,New York Rangers,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
8449420,Mike McEwen,New York Rangers,38,20,35,204,80,7,21,35,9.8,4,0,0,1,11,58
8449735,Don Murdoch,New York Rangers,22,15,6,133,40,4,11,6,11.28,2,0,0,0,-6,37
