id,fullName,teamName,assists,goals,pim,games,powerPlayGoals,powerPlayPoints,penaltyMinutes,gameWinningGoals,overTimeGoals,shortHandedGoals,shortHandedPoints,points
8444853,Norm Johnson,Chicago Blackhawks,17,3,33,46,0,0,33,0,0,0,0,20
8444955,Al Arbour,Chicago Blackhawks,10,2,86,70,0,0,86,0,0,0,0,12
8445004,Earl Balfour,Chicago Blackhawks,8,10,10,70,2,2,10,1,0,2,3,18
8446173,Jack Evans,Chicago Blackhawks,8,1,75,70,0,1,75,0,0,0,0,9
8446197,Lorne Ferguson,Chicago Blackhawks,10,7,44,67,1,1,44,0,0,0,0,17
8446595,Howie Glover,Chicago Blackhawks,1,0,2,13,0,0,2,0,0,0,0,1
8447474,Danny Lewicki,Chicago Blackhawks,14,8,4,58,2,3,4,2,0,0,0,22
8447500,Ted Lindsay,Chicago Blackhawks,36,22,184,70,8,16,184,2,0,0,0,58
8447502,Ed Litzenberger,Chicago Blackhawks,44,33,37,70,6,21,37,6,0,0,0,77
8447595,Phil Maloney,Chicago Blackhawks,2,2,4,24,0,0,4,1,0,0,0,4
8447921,Ron Murphy,Chicago Blackhawks,30,17,52,59,2,10,52,2,0,0,0,47
8447998,Eric Nesterenko,Chicago Blackhawks,18,16,81,70,4,5,81,1,0,1,2,34
8448108,Bobby Hull,Chicago Blackhawks,32,18,52,70,2,8,52,5,0,1,1,50
8448152,Pierre Pilote,Chicago Blackhawks,30,7,79,70,4,21,79,2,0,0,0,37
8449050,Glen Skov,Chicago Blackhawks,5,3,4,70,0,1,4,0,0,1,2,8
8449052,Tod Sloan,Chicago Blackhawks,35,27,89,59,11,25,89,4,0,0,0,62
8449142,Dollard St. Laurent,Chicago Blackhawks,8,4,28,70,2,4,28,0,0,0,0,12
8449303,Moose Vasko,Chicago Blackhawks,10,6,52,63,1,3,52,1,0,1,2,16
8449385,Kenny Wharram,Chicago Blackhawks,9,10,14,66,0,3,14,1,0,0,0,19
8449494,John McKenzie,Chicago Blackhawks,4,3,20,32,0,1,20,0,0,0,0,7
