id,fullName,teamName,assists,goals,pim,games,penaltyMinutes,gameWinningGoals,overTimeGoals,points
8446652,Len Grosvenor,New York Americans,0,0,0,12,0,0,0,0
8446877,Normie Himes,New York Americans,20,8,9,48,9,1,0,28
8446954,Albert Hughes,New York Americans,1,1,8,18,8,0,0,2
8447054,Ed Jeremiah,New York Americans,1,0,0,15,0,0,0,1
8447139,John Keating,New York Americans,3,5,8,22,8,1,0,8
8447183,Wally Kilrea,New York Americans,8,3,18,48,18,1,0,11
8447306,Joe Lamb,New York Americans,11,16,69,48,69,4,1,27
8447634,George Massecar,New York Americans,1,1,10,14,10,0,0,2
8447780,Bert McInenly,New York Americans,7,12,60,47,60,2,0,19
8447827,Charley McVeigh,New York Americans,15,12,16,48,16,2,2,27
8448098,George Patterson,New York Americans,0,6,24,20,24,0,0,6
8449007,Johnny Sheppard,New York Americans,0,1,2,5,2,0,0,1
8449019,Al Shields,New York Americans,1,4,45,48,45,0,0,5
8449553,Hub Wilson,New York Americans,0,0,0,2,0,0,0,0
8449019,Al Shields,New York Americans,1,4,45,48,45,0,0,5
