id,fullName,teamName,assists,goals,pim,games,penaltyMinutes,gameWinningGoals,overTimeGoals,points
8444855,Clarence Abel,Chicago Blackhawks,3,4,34,48,34,2,0,7
8444863,Stew Adams,Chicago Blackhawks,5,0,28,26,28,0,0,5
8445127,Helge Bostrom,Chicago Blackhawks,0,0,6,14,6,0,0,0
8445135,George Boucher,Chicago Blackhawks,5,1,54,43,54,0,0,6
8445537,Tom Cook,Chicago Blackhawks,13,12,28,48,28,4,1,25
8445742,Art Coulter,Chicago Blackhawks,1,0,26,13,26,0,0,1
8445746,Rosie Couture,Chicago Blackhawks,9,9,8,48,8,2,0,18
8446617,Johnny Gottselig,Chicago Blackhawks,16,13,28,44,28,2,1,29
8446631,Ted Graham,Chicago Blackhawks,3,0,50,48,50,0,0,3
8446901,Lou Holmes,Chicago Blackhawks,4,2,8,41,8,0,0,6
8447018,Frank Ingram,Chicago Blackhawks,2,1,4,19,4,0,0,3
8447523,Gerry Lowrey,Chicago Blackhawks,3,8,32,48,32,1,1,11
8447609,Mush March,Chicago Blackhawks,10,12,59,48,59,2,1,22
8447870,Earl Miller,Chicago Blackhawks,3,3,8,24,8,0,0,6
8448334,Vic Ripley,Chicago Blackhawks,6,12,44,46,44,3,0,18
8448440,Doc Romnes,Chicago Blackhawks,0,1,2,18,2,0,1,1
8449003,Pat Shea,Chicago Blackhawks,1,0,0,10,0,0,0,1
8449232,Paul Thompson,Chicago Blackhawks,14,8,38,48,38,1,0,22
8449383,Cy Wentworth,Chicago Blackhawks,10,3,30,48,30,1,1,13
8444987,Larry Aurie,Detroit Falcons,8,12,22,48,22,3,1,20
8445346,Frank Carson,Detroit Falcons,14,10,31,31,31,2,0,24
8445541,Carson Cooper,Detroit Falcons,5,3,14,48,14,0,0,8
8445762,Danny Cox,Detroit Falcons,6,5,23,47,23,0,0,11
8446152,Hap Emms,Detroit Falcons,9,6,38,43,38,0,0,15
8446245,Tommy Filmore,Detroit Falcons,6,8,14,40,14,1,0,14
8446514,Art Gagne,Detroit Falcons,1,1,0,13,0,0,0,2
8446612,Ebbie Goodfellow,Detroit Falcons,16,14,56,48,56,3,1,30
8447181,Hec Kilrea,Detroit Falcons,3,13,26,47,26,3,0,16
8447484,Herbie Lewis,Detroit Falcons,14,5,23,48,23,1,0,19
8447780,Bert McInenly,Detroit Falcons,7,12,60,47,60,2,0,19
8448013,Reg Noble,Detroit Falcons,3,3,74,48,74,1,0,6
8449059,Alex Smith,Detroit Falcons,8,6,49,48,49,0,0,14
8449128,John Sorrell,Detroit Falcons,5,8,22,48,22,3,2,13
8449666,Doug Young,Detroit Falcons,2,10,47,47,47,2,0,12
8445134,Frank Boucher,New York Rangers,24,12,14,48,14,2,0,36
8445157,Doug Brennan,New York Rangers,3,4,38,38,38,0,0,7
8445529,Bill Cook,New York Rangers,14,33,33,48,33,5,0,47
8445535,Fred Cook,New York Rangers,20,14,47,45,47,2,1,34
8445885,Vic Desjardins,New York Rangers,3,3,16,48,16,0,0,6
8445908,Cecil Dillon,New York Rangers,15,23,22,48,22,6,2,38
8446557,Dutch Gainor,New York Rangers,9,3,9,46,9,0,0,12
8446766,Ott Heller,New York Rangers,2,2,9,21,9,0,0,4
8447098,Ivan Johnson,New York Rangers,10,3,106,47,106,1,0,13
8447144,Butch Keeling,New York Rangers,3,17,38,48,38,3,0,20
8447859,Hib Milks,New York Rangers,4,0,14,48,14,0,0,4
8447913,Murray Murdoch,New York Rangers,17,5,32,48,32,0,0,22
8448951,Earl Seibert,New York Rangers,6,4,88,46,88,0,0,10
8449126,Art Somers,New York Rangers,15,11,47,48,47,4,2,26
8445026,Marty Barry,Boston Bruins,17,21,22,48,22,3,0,38
8445037,Red Beattie,Boston Bruins,0,0,0,1,0,0,0,0
8445150,Irwin Boyd,Boston Bruins,1,2,9,29,9,0,0,3
8445261,Eddie Burke,Boston Bruins,0,3,12,16,12,0,0,3
8445362,Art Chapman,Boston Bruins,14,11,18,48,18,1,0,25
8445474,Dit Clapper,Boston Bruins,22,17,23,48,23,5,1,39
8445533,Bud Cook,Boston Bruins,4,4,14,28,14,0,0,8
8446458,Harry Foster,Boston Bruins,2,1,12,32,12,0,0,3
8446558,Percy Galbraith,Boston Bruins,1,2,28,47,28,0,0,3
8446886,Lionel Hitchman,Boston Bruins,3,3,36,48,36,0,1,6
8447054,Ed Jeremiah,Boston Bruins,1,0,0,15,0,0,0,1
8447055,Frank Jerwa,Boston Bruins,5,4,14,24,14,0,0,9
8447056,Joe Jerwa,Boston Bruins,0,0,10,11,10,0,0,0
8447221,Lloyd Klein,Boston Bruins,0,1,0,5,0,0,0,1
8448055,Harry Oliver,Boston Bruins,7,13,18,44,18,2,0,20
8448078,George Owen,Boston Bruins,10,12,29,42,29,1,0,22
8448188,Jack Pratt,Boston Bruins,0,0,6,5,6,0,0,0
8448605,Paul Runge,Boston Bruins,1,0,8,14,8,0,0,1
8449024,Eddie Shore,Boston Bruins,13,9,98,45,98,1,0,22
8449208,Max Sutherland,Boston Bruins,0,0,0,2,0,0,0,0
8449246,Bill Touhey,Boston Bruins,2,5,14,26,14,0,0,7
8449381,Cooney Weiland,Boston Bruins,13,14,24,46,24,2,0,27
8444870,Art Alexandre,Montréal Canadiens,2,0,0,10,0,0,0,2
8445262,Marty Burke,Montréal Canadiens,6,3,54,48,54,0,0,9
8446553,Johnny Gagnon,Montréal Canadiens,19,19,40,48,40,7,1,38
8447110,Aurel Joliat,Montréal Canadiens,24,15,48,48,48,4,3,39
8447328,Wildor Larochelle,Montréal Canadiens,8,18,16,48,16,3,0,26
8447371,Albert Leduc,Montréal Canadiens,3,5,60,41,60,0,0,8
8447466,Pit Lepine,Montréal Canadiens,11,19,42,48,42,4,1,30
8447468,Art Lesieur,Montréal Canadiens,2,1,12,24,12,1,0,3
8447604,Georges Mantha,Montréal Canadiens,7,1,8,48,8,0,0,8
8447606,Sylvio Mantha,Montréal Canadiens,5,5,62,47,62,0,0,10
8447884,Armand Mondou,Montréal Canadiens,12,6,22,47,22,1,0,18
8447888,Howie Morenz,Montréal Canadiens,25,24,46,48,46,4,1,49
8447908,Dunc Munro,Montréal Canadiens,1,1,14,48,14,0,0,2
8448233,Jean Pusie,Montréal Canadiens,0,0,0,1,0,0,0,0
8448346,Gus Rivers,Montréal Canadiens,0,1,4,25,4,0,0,1
8449366,Nick Wasnie,Montréal Canadiens,2,10,16,48,16,1,0,12
8447371,Albert Leduc,Montréal Canadiens,3,5,60,41,60,0,0,8
8444998,Ace Bailey,Toronto Maple Leafs,5,8,76,44,76,1,0,13
8445093,Andy Blair,Toronto Maple Leafs,14,9,37,48,37,3,1,23
8445471,King Clancy,Toronto Maple Leafs,9,10,59,48,59,1,1,19
8445512,Charlie Conacher,Toronto Maple Leafs,14,34,66,44,66,4,1,48
8445648,Baldy Cotton,Toronto Maple Leafs,13,5,58,48,58,0,0,18
8445843,Harold Darragh,Toronto Maple Leafs,10,5,6,48,6,0,0,15
8445854,Hap Day,Toronto Maple Leafs,8,7,28,47,28,0,0,15
8446298,Frank Finnigan,Toronto Maple Leafs,13,8,42,47,42,2,1,21
8446628,Bob Gracie,Toronto Maple Leafs,8,13,27,48,27,3,0,21
8446915,Red Horner,Toronto Maple Leafs,9,7,109,42,109,1,1,16
8446924,Syd Howe,Toronto Maple Leafs,0,0,0,3,0,0,0,0
8447025,Busher Jackson,Toronto Maple Leafs,25,28,63,48,63,4,2,53
8447473,Alex Levinsky,Toronto Maple Leafs,5,5,27,47,27,1,0,10
8447870,Earl Miller,Toronto Maple Leafs,3,3,8,24,8,0,0,6
8448197,Joe Primeau,Toronto Maple Leafs,37,13,25,46,25,3,0,50
8448357,Fred Robertson,Toronto Maple Leafs,0,0,23,8,23,0,0,0
8445471,King Clancy,Toronto Maple Leafs,9,10,59,48,59,1,1,19
8446915,Red Horner,Toronto Maple Leafs,9,7,109,42,109,1,1,16
8447473,Alex Levinsky,Toronto Maple Leafs,5,5,27,47,27,1,0,10
8445233,Glenn Brydson,Montreal Maroons,13,10,50,47,50,0,0,23
8445514,Lionel Conacher,Montreal Maroons,9,7,60,45,60,0,0,16
8445960,Lorne Duguid,Montreal Maroons,0,0,6,13,6,0,0,0
8446559,John Gallagher,Montreal Maroons,0,1,18,19,18,0,0,1
8446753,Paul Haynes,Montreal Maroons,0,1,0,12,0,0,0,1
8447828,Jack McVicar,Montreal Maroons,0,0,28,48,28,0,0,0
8448034,Baldy Northcott,Montreal Maroons,6,19,35,48,35,4,0,25
8448141,Merlyn Phillips,Montreal Maroons,1,1,11,46,11,0,0,2
8448372,Earl Robinson,Montreal Maroons,3,0,4,26,4,0,0,3
8449038,Babe Siebert,Montreal Maroons,18,21,66,48,66,4,0,39
8449077,Hooley Smith,Montreal Maroons,33,11,57,43,57,1,0,44
8449160,Harold Starr,Montreal Maroons,2,1,51,47,51,0,1,3
8449189,Nels Stewart,Montreal Maroons,11,22,61,38,61,4,1,33
8449264,Dave Trottier,Montreal Maroons,18,26,94,48,94,4,0,44
8449341,Jimmy Ward,Montreal Maroons,19,19,41,48,41,2,0,38
8449467,Archie Wilcox,Montreal Maroons,3,3,37,48,37,0,0,6
8449160,Harold Starr,Montreal Maroons,2,1,51,47,51,0,1,3
8444989,Vern Ayres,New York Americans,4,2,82,45,82,0,0,6
8445203,Bill Brydge,New York Americans,8,2,77,48,77,0,0,10
8445255,Billy Burch,New York Americans,15,7,24,48,24,3,0,22
8445284,Roy Burmister,New York Americans,2,3,0,16,0,0,0,5
8445527,Eddie Convey,New York Americans,0,1,23,21,23,1,0,1
8445969,Red Dutton,New York Americans,5,2,111,47,111,0,0,7
8446152,Hap Emms,New York Americans,9,6,38,43,38,0,0,15
8446245,Tommy Filmore,New York Americans,6,8,14,40,14,1,0,14
