id,fullName,teamName,assists,goals,pim,shots,games,powerPlayGoals,powerPlayPoints,penaltyMinutes,shotPct,gameWinningGoals,overTimeGoals,shortHandedGoals,shortHandedPoints,plusMinus,points
8444919,Tommy Albelin,New Jersey Devils,13,1,18,121,73,0,6,18,0.8,0,0,0,0,1,14
8445000,Dave Andreychuk,New Jersey Devils,29,28,64,241,76,14,28,64,11.6,3,1,2,3,-9,57
8445724,Neal Broten,New Jersey Devils,16,7,14,73,55,1,6,14,9.6,1,0,1,3,-3,23
8445977,Bobby Carpenter,New Jersey Devils,5,5,14,63,52,0,0,14,7.9,0,0,1,1,-10,10
8446042,Shawn Chambers,New Jersey Devils,21,2,18,112,64,2,15,18,1.8,1,0,0,0,1,23
8446309,Ken Daneyko,New Jersey Devils,4,2,115,67,80,0,1,115,3.0,0,0,0,0,-10,6
8447958,Bobby Holik,New Jersey Devils,17,13,58,157,63,1,4,58,8.3,1,0,0,0,9,30
8447989,Phil Housley,New Jersey Devils,51,17,30,205,81,6,35,30,8.3,1,0,0,0,-6,68
8448781,Jocelyn Lemieux,New Jersey Devils,7,5,45,90,67,0,0,45,5.6,0,0,0,0,-19,12
8449450,Randy McKay,New Jersey Devils,10,11,145,97,76,3,3,145,11.3,3,1,0,0,7,21
8449499,John MacLean,New Jersey Devils,28,20,91,237,76,3,15,91,8.4,3,0,3,4,3,48
8450293,Mike Peluso,New Jersey Devils,8,3,146,41,57,0,0,146,7.3,0,0,0,0,4,11
8450825,Stephane Richer,New Jersey Devils,12,20,30,192,73,3,4,30,10.4,3,1,4,5,-8,32
8451715,Scott Stevens,New Jersey Devils,23,5,100,174,82,2,10,100,2.9,1,0,1,1,7,28
8451898,Steve Thomas,New Jersey Devils,35,26,98,192,81,6,17,98,13.5,6,3,0,0,-2,61
8451905,Esa Tikkanen,New Jersey Devils,30,14,36,95,58,8,22,36,14.7,2,0,1,1,1,44
8456024,Kevin Dean,New Jersey Devils,6,0,28,29,41,0,2,28,0.0,0,0,0,0,4,6
8456100,Jim Dowd,New Jersey Devils,15,5,23,76,66,0,0,23,6.6,0,0,0,2,-9,20
8456464,Bill Guerin,New Jersey Devils,30,23,116,216,80,8,13,116,10.6,6,2,0,0,7,53
8457646,Scott Pellerin,New Jersey Devils,1,2,0,9,6,0,0,0,22.2,0,0,0,0,1,3
8457661,Ricard Persson,New Jersey Devils,1,2,8,41,12,1,2,8,4.9,0,0,0,0,5,3
8458036,Reid Simpson,New Jersey Devils,5,1,79,8,23,0,0,79,12.5,0,0,0,0,2,6
8458483,Valeri Zelepukin,New Jersey Devils,9,6,107,86,61,3,5,107,7.0,1,0,0,0,-10,15
8458517,Scott Niedermayer,New Jersey Devils,25,8,46,179,79,6,16,46,4.5,0,0,0,3,5,33
8458525,Brian Rolston,New Jersey Devils,11,13,8,139,58,3,7,8,9.4,4,0,1,1,9,24
8458954,Jason Smith,New Jersey Devils,1,2,86,52,64,0,0,86,3.8,0,0,0,0,5,3
8458978,Sergei Brylin,New Jersey Devils,5,4,26,51,50,0,0,26,7.8,1,0,0,0,-2,9
8459002,Cale Hulse,New Jersey Devils,0,0,20,9,11,0,0,20,0.0,0,0,0,0,1,0
8459435,Denis Pederson,New Jersey Devils,1,3,0,6,10,1,1,0,50.0,2,0,0,0,-1,4
8460465,Petr Sykora,New Jersey Devils,24,18,32,128,63,8,19,32,14.1,3,0,0,0,7,42
8460542,Patrik Elias,New Jersey Devils,0,0,0,2,1,0,0,0,0.0,0,0,0,0,-1,0
8460719,Steve Sullivan,New Jersey Devils,4,5,8,23,16,2,4,8,21.7,1,0,0,0,3,9
8445385,Bob Beers,New York Islanders,5,0,10,9,13,0,3,10,0.0,0,0,0,0,-2,5
8446081,Dean Chynoweth,New York Islanders,6,2,128,38,49,0,0,128,5.3,0,0,0,0,-5,8
8446085,Wendel Clark,New York Islanders,26,32,76,237,71,8,18,76,13.5,3,0,0,0,-5,58
8446127,Danton Cole,New York Islanders,0,1,0,6,12,0,0,0,16.7,0,0,0,0,0,1
8446129,Pat Conacher,New York Islanders,3,6,18,45,55,0,0,18,13.3,2,0,1,1,-13,9
8446289,Brad Dalgarno,New York Islanders,2,1,14,11,18,0,1,14,9.1,0,0,0,0,-2,3
8446838,Patrick Flatley,New York Islanders,9,8,21,89,56,0,3,21,9.0,0,0,0,0,-24,17
8447458,Bob Halkidis,New York Islanders,0,0,37,2,8,0,0,37,0.0,0,0,0,0,-4,0
8448489,Derek King,New York Islanders,20,12,23,154,61,5,6,23,7.8,0,0,1,1,-10,32
8448675,Chris Luongo,New York Islanders,7,3,55,46,74,1,2,55,6.5,0,0,0,0,-23,10
8449740,Kirk Muller,New York Islanders,19,13,57,102,51,7,11,57,12.7,1,0,0,1,-13,32
8450389,Rich Pilon,New York Islanders,3,0,72,7,27,0,0,72,0.0,0,0,0,0,-9,3
8451224,Mathieu Schneider,New York Islanders,41,13,103,191,78,7,40,103,6.8,1,1,0,0,-20,54
8451293,Brent Severyn,New York Islanders,8,1,180,40,65,0,0,180,2.5,0,0,0,0,3,9
8451820,Bob Sweeney,New York Islanders,7,7,65,62,72,0,0,65,11.3,1,1,1,1,-20,14
8452240,Mick Vukota,New York Islanders,1,1,106,11,32,0,0,106,9.1,0,0,0,0,-3,2
8455408,Micah Aivazoff,New York Islanders,1,0,6,8,12,0,1,6,0.0,0,0,0,0,-6,1
8455447,Niklas Andersson,New York Islanders,12,14,12,89,47,3,4,12,15.7,1,0,2,2,-3,26
8456430,Travis Green,New York Islanders,45,25,42,186,69,14,34,42,13.4,2,0,1,1,-20,70
8456567,Darby Hendrickson,New York Islanders,10,7,80,73,62,0,1,80,9.6,1,0,0,0,-8,17
8456586,Jason Herter,New York Islanders,1,0,0,1,1,0,1,0,0.0,0,0,0,0,1,1
8457174,Michael MacWilliam,New York Islanders,0,0,14,4,6,0,0,14,0.0,0,0,0,0,-1,0
8457319,Marty McInnis,New York Islanders,34,12,39,167,74,2,15,39,7.2,1,0,0,1,-11,46
8457685,Dan Plante,New York Islanders,3,5,50,103,73,0,0,50,4.9,0,0,2,3,-22,8
8457983,Alexander Semak,New York Islanders,14,20,68,128,69,6,10,68,15.6,2,0,0,0,-4,34
8458185,Chris Taylor,New York Islanders,1,0,2,4,11,0,0,2,0.0,0,0,0,0,1,1
8458219,Milan Tichy,New York Islanders,4,0,8,6,8,0,0,8,0.0,0,0,0,0,3,4
8458300,Dennis Vaske,New York Islanders,6,1,21,19,19,1,6,21,5.3,1,0,0,0,-13,7
8458518,Scott Lachance,New York Islanders,10,3,54,81,55,1,6,54,3.7,0,0,0,0,-19,13
8458540,Ziggy Palffy,New York Islanders,44,43,56,257,81,17,39,56,16.7,6,0,1,2,-17,87
8458557,Craig Darby,New York Islanders,2,0,0,1,10,0,0,0,0.0,0,0,0,0,-1,2
8458650,Andreas Johansson,New York Islanders,1,0,0,6,3,0,0,0,0.0,0,0,0,0,1,1
8458942,Darius Kasparaitis,New York Islanders,7,1,93,34,46,0,0,93,2.9,0,0,0,1,-12,8
8458955,Martin Straka,New York Islanders,30,13,41,98,77,6,15,41,13.3,1,0,0,0,-19,43
8458992,Jarrett Deuling,New York Islanders,1,0,11,11,14,0,0,11,0.0,0,0,0,0,-1,1
8459064,Derek Armstrong,New York Islanders,3,1,14,23,19,0,1,14,4.3,0,0,0,0,-6,4
8459072,Grigori Panteleev,New York Islanders,0,0,0,1,4,0,0,0,0.0,0,0,0,0,-3,0
8459089,Ken Belanger,New York Islanders,0,0,27,0,7,0,0,27,0.0,0,0,0,0,-2,0
8459112,Jason Widmer,New York Islanders,0,0,7,1,4,0,0,7,0.0,0,0,0,0,0,0
8459184,Andrei Vasilyev,New York Islanders,5,2,2,12,10,0,0,2,16.7,1,0,0,0,4,7
8459434,Kenny Jonsson,New York Islanders,26,4,32,130,66,3,14,32,3.1,1,0,0,1,7,30
8459444,Todd Bertuzzi,New York Islanders,21,18,83,127,76,4,7,83,14.2,2,0,0,0,-14,39
8459462,Bryan McCabe,New York Islanders,16,7,156,130,82,3,11,156,5.4,1,0,0,0,-24,23
