id,teamName,gamesPlayed,wins,losses,ot,pts,ptPctg,goalsPerGame,goalsAgainstPerGame,evGGARatio,powerPlayPercentage,powerPlayGoals,powerPlayGoalsAgainst,powerPlayOpportunities,penaltyKillPercentage,shotsPerGame,shotsAllowed,winScoreFirst,winOppScoreFirst,winLeadFirstPer,winLeadSecondPer,winOutshootOpp,winOutshotByOpp,faceOffsTaken,faceOffsWon,faceOffsLost,faceOffWinPercentage,shootingPctg,savePctg
32,Quebec Nordiques,80,27,46,0,61,38.1,3.363,4.275,0.9286,21.6,85.0,82.0,394.0,78.7,28.45,32.5625,0.633,0.16,0.68,0.8,0.385,0.3,0.0,0.0,0.0,0.0,11.8,0.869
33,Winnipeg Jets (1979),80,26,42,0,64,40.0,3.75,4.438,1.1429,22.1,79.0,82.0,357.0,77.7,29.75,32.2625,0.5,0.196,0.619,0.731,0.44,0.28,0.0,0.0,0.0,0.0,12.6,0.862
1,New Jersey Devils,80,27,41,0,66,41.3,3.513,4.063,1.2314,18.3,85.0,115.0,465.0,75.3,31.2,29.8875,0.457,0.176,0.48,0.708,0.318,0.353,0.0,0.0,0.0,0.0,11.3,0.864
34,Hartford Whalers,80,37,38,0,79,49.4,3.738,3.625,1.0889,20.8,87.0,70.0,418.0,81.4,30.7375,29.125,0.6,0.325,0.714,0.829,0.591,0.294,0.0,0.0,0.0,0.0,12.2,0.876
2,New York Islanders,80,28,47,0,61,38.1,3.313,4.063,1.1786,22.5,85.0,103.0,378.0,73.5,30.3625,30.7875,0.406,0.313,0.458,0.621,0.293,0.361,0.0,0.0,0.0,0.0,10.9,0.868
3,New York Rangers,80,37,35,0,82,51.3,3.875,3.838,0.7616,18.6,85.0,85.0,457.0,76.9,34.0125,30.7125,0.625,0.3,0.808,0.821,0.415,0.542,0.0,0.0,0.0,0.0,11.4,0.875
4,Philadelphia Flyers,80,36,36,0,80,50.0,3.838,3.563,1.0,26.7,98.0,80.0,367.0,81.5,29.8625,30.55,0.5,0.405,0.633,0.829,0.484,0.391,0.0,0.0,0.0,0.0,12.9,0.883
5,Pittsburgh Penguins,80,40,33,0,87,54.4,4.338,4.363,0.7468,24.5,119.0,111.0,486.0,76.9,28.5125,35.7,0.618,0.413,0.71,0.912,0.625,0.472,0.0,0.0,0.0,0.0,15.2,0.878
6,Boston Bruins,80,37,29,0,88,55.0,3.613,3.2,0.9206,19.9,85.0,67.0,428.0,82.0,31.375,26.75,0.592,0.258,0.743,0.967,0.545,0.28,0.0,0.0,0.0,0.0,11.5,0.88
7,Buffalo Sabres,80,38,35,0,83,51.9,3.638,3.738,0.738,20.5,78.0,86.0,381.0,79.0,27.9,29.725,0.588,0.391,0.652,0.794,0.583,0.368,0.0,0.0,0.0,0.0,13.0,0.874
8,Montréal Canadiens,80,53,18,0,115,71.9,3.938,2.725,1.0547,21.0,80.0,58.0,381.0,82.2,30.85,26.5375,0.76,0.5,0.814,0.894,0.673,0.692,0.0,0.0,0.0,0.0,12.8,0.897
10,Toronto Maple Leafs,80,28,46,0,62,38.8,3.238,4.275,1.1969,16.7,56.0,98.0,335.0,72.7,27.0625,34.2875,0.567,0.22,0.727,0.767,0.529,0.306,0.0,0.0,0.0,0.0,12.0,0.875
15,Washington Capitals,80,41,29,0,92,57.5,3.813,3.238,0.9874,21.8,96.0,73.0,441.0,79.8,31.175,27.55,0.596,0.357,0.714,0.861,0.592,0.345,0.0,0.0,0.0,0.0,12.2,0.882
16,Chicago Blackhawks,80,27,41,0,66,41.3,3.713,4.188,0.9645,21.0,91.0,122.0,434.0,74.6,32.8625,31.4125,0.513,0.171,0.4,0.6,0.415,0.25,0.0,0.0,0.0,0.0,11.3,0.867
17,Detroit Red Wings,80,34,34,0,80,50.0,3.913,3.95,0.9197,20.7,73.0,79.0,352.0,81.4,28.6875,31.375,0.477,0.361,0.588,0.727,0.5,0.392,0.0,0.0,0.0,0.0,13.6,0.874
19,St. Louis Blues,80,33,35,0,78,48.8,3.438,3.563,0.8302,20.0,74.0,83.0,370.0,76.6,29.0875,28.0875,0.634,0.179,0.667,0.719,0.524,0.303,0.0,0.0,0.0,0.0,11.8,0.873
20,Calgary Flames,80,54,17,0,117,73.1,4.425,2.825,1.1898,25.2,101.0,78.0,401.0,82.7,34.6375,25.7375,0.818,0.5,0.882,0.957,0.698,0.588,0.0,0.0,0.0,0.0,12.8,0.89
22,Edmonton Oilers,80,38,34,0,84,52.5,4.063,3.825,0.9645,19.8,83.0,78.0,419.0,82.8,27.8125,30.4,0.595,0.372,0.857,0.848,0.469,0.432,0.0,0.0,0.0,0.0,14.6,0.874
23,Vancouver Canucks,80,33,39,0,74,46.3,3.138,3.163,1.0069,19.0,78.0,66.0,410.0,80.7,30.5375,28.275,0.537,0.282,0.7,0.828,0.422,0.394,0.0,0.0,0.0,0.0,10.3,0.888
26,Los Angeles Kings,80,42,31,0,91,56.9,4.7,4.188,1.1852,20.6,82.0,80.0,397.0,80.3,31.5625,33.7125,0.585,0.462,0.75,0.833,0.742,0.375,0.0,0.0,0.0,0.0,14.9,0.876
31,Minnesota North Stars,80,27,37,0,70,43.8,3.225,3.475,0.578,20.2,78.0,82.0,387.0,81.1,31.4375,32.4375,0.442,0.216,0.571,0.69,0.333,0.349,0.0,0.0,0.0,0.0,10.3,0.893
