id,teamName,gamesPlayed,wins,losses,ot,pts,ptPctg,goalsPerGame,goalsAgainstPerGame,evGGARatio,powerPlayPercentage,powerPlayGoals,powerPlayGoalsAgainst,powerPlayOpportunities,penaltyKillPercentage,shotsPerGame,shotsAllowed,winScoreFirst,winOppScoreFirst,winLeadFirstPer,winLeadSecondPer,winOutshootOpp,winOutshotByOpp,faceOffsTaken,faceOffsWon,faceOffsLost,faceOffWinPercentage,shootingPctg,savePctg
1,New Jersey Devils,82,37,33,0,86,52.4,2.622,2.463,1.0,14.9,55.0,49.0,368.0,84.6,32.1585,26.5,0.643,0.25,0.677,0.774,0.475,0.381,0.0,0.0,0.0,0.0,8.2,0.907
2,New York Islanders,82,22,50,0,54,32.9,2.793,3.841,0.7468,18.8,70.0,90.0,372.0,78.2,28.1707,32.0366,0.413,0.083,0.387,0.643,0.44,0.196,0.0,0.0,0.0,0.0,9.9,0.88
3,New York Rangers,82,41,27,0,96,58.5,3.317,2.89,0.9286,19.8,85.0,89.0,429.0,82.0,32.5732,30.1585,0.744,0.231,0.852,0.944,0.465,0.529,0.0,0.0,0.0,0.0,10.2,0.904
4,Philadelphia Flyers,82,45,24,0,103,62.8,3.439,2.537,1.1969,19.7,82.0,62.0,417.0,85.8,30.8537,25.8902,0.654,0.367,0.758,0.868,0.593,0.417,0.0,0.0,0.0,0.0,11.1,0.902
5,Pittsburgh Penguins,82,49,29,0,102,62.2,4.415,3.463,1.0069,25.9,109.0,78.0,420.0,83.3,32.2561,34.6341,0.765,0.323,0.85,0.889,0.656,0.522,0.0,0.0,0.0,0.0,13.7,0.9
6,Boston Bruins,82,40,31,0,91,55.5,3.439,3.28,0.738,18.7,68.0,67.0,363.0,80.3,34.6098,26.878,0.61,0.366,0.692,0.735,0.477,0.571,0.0,0.0,0.0,0.0,9.9,0.878
7,Buffalo Sabres,82,33,42,0,73,44.5,3.012,3.195,1.1898,15.9,76.0,74.0,477.0,83.9,28.4512,35.5122,0.636,0.245,0.696,0.852,0.65,0.328,0.0,0.0,0.0,0.0,10.6,0.91
8,Montréal Canadiens,82,40,32,0,90,54.9,3.232,3.024,0.7616,19.0,77.0,68.0,405.0,82.2,28.8171,32.3902,0.674,0.25,0.727,0.816,0.567,0.469,0.0,0.0,0.0,0.0,11.2,0.907
9,Ottawa Senators,82,18,59,0,41,25.0,2.329,3.549,0.8302,12.3,53.0,83.0,430.0,77.8,26.878,30.5366,0.361,0.109,0.421,0.667,0.214,0.235,0.0,0.0,0.0,0.0,8.7,0.884
10,Toronto Maple Leafs,82,34,36,0,80,48.8,3.012,3.073,1.1203,18.9,83.0,70.0,438.0,82.6,32.622,31.8415,0.683,0.146,0.714,0.775,0.415,0.405,0.0,0.0,0.0,0.0,9.2,0.903
13,Florida Panthers,82,41,31,0,92,56.1,3.098,2.854,1.0547,17.3,81.0,63.0,468.0,82.9,28.8293,27.8902,0.633,0.303,0.774,0.829,0.5,0.513,0.0,0.0,0.0,0.0,10.7,0.898
14,Tampa Bay Lightning,82,38,32,0,88,53.7,2.902,3.024,1.3468,20.8,83.0,68.0,400.0,84.5,31.0488,29.6341,0.697,0.306,0.72,0.833,0.558,0.4,0.0,0.0,0.0,0.0,9.3,0.898
15,Washington Capitals,82,39,32,0,89,54.3,2.854,2.488,1.3333,15.6,63.0,67.0,403.0,82.6,30.122,24.9024,0.743,0.277,0.762,0.806,0.509,0.409,0.0,0.0,0.0,0.0,9.5,0.9
16,Chicago Blackhawks,82,40,28,0,94,57.3,3.329,2.683,0.9197,17.7,63.0,65.0,356.0,85.4,27.3171,28.4634,0.707,0.268,0.806,0.805,0.538,0.474,0.0,0.0,0.0,0.0,12.2,0.906
17,Detroit Red Wings,82,62,13,0,131,79.9,3.963,2.207,1.1852,21.3,97.0,44.0,455.0,88.2,32.2927,24.1707,0.804,0.654,0.837,0.944,0.769,0.692,0.0,0.0,0.0,0.0,12.3,0.909
19,St. Louis Blues,82,32,34,0,80,48.8,2.671,3.024,1.1429,16.5,74.0,82.0,448.0,82.9,31.0732,29.8049,0.535,0.231,0.731,0.75,0.415,0.314,0.0,0.0,0.0,0.0,8.6,0.899
20,Calgary Flames,82,34,37,0,79,48.2,2.939,2.927,0.9645,18.4,71.0,80.0,386.0,80.1,30.0732,27.0854,0.558,0.256,0.6,0.758,0.479,0.286,0.0,0.0,0.0,0.0,9.8,0.892
21,Colorado Avalanche,82,47,25,0,104,63.4,3.976,2.927,0.9645,21.3,86.0,71.0,404.0,83.8,32.2439,28.9024,0.75,0.368,0.842,0.911,0.543,0.576,0.0,0.0,0.0,0.0,12.3,0.899
22,Edmonton Oilers,82,30,44,0,68,41.5,2.927,3.707,0.578,15.9,72.0,80.0,452.0,80.8,29.9878,30.4024,0.537,0.195,0.625,0.667,0.4,0.341,0.0,0.0,0.0,0.0,9.8,0.878
23,Vancouver Canucks,82,32,35,0,79,48.2,3.39,3.39,0.7738,16.8,69.0,78.0,411.0,81.3,30.1463,30.1585,0.543,0.277,0.692,0.742,0.351,0.425,0.0,0.0,0.0,0.0,11.2,0.888
24,Anaheim Ducks,82,35,39,0,78,47.6,2.854,3.012,0.9206,14.1,60.0,81.0,426.0,80.8,28.7073,32.1829,0.639,0.261,0.714,0.8,0.567,0.333,0.0,0.0,0.0,0.0,9.9,0.906
25,Dallas Stars,82,26,42,0,66,40.2,2.768,3.415,1.0889,15.1,67.0,82.0,443.0,80.3,30.1463,30.8049,0.422,0.189,0.5,0.645,0.343,0.302,0.0,0.0,0.0,0.0,9.2,0.889
26,Los Angeles Kings,82,24,40,0,66,40.2,3.122,3.683,1.1786,18.0,72.0,72.0,401.0,81.1,31.378,35.4268,0.444,0.174,0.476,0.739,0.458,0.222,0.0,0.0,0.0,0.0,9.9,0.896
28,San Jose Sharks,82,20,55,0,47,28.7,3.073,4.354,0.9874,16.1,62.0,93.0,385.0,76.5,26.1341,33.122,0.519,0.109,0.667,0.8,0.353,0.19,0.0,0.0,0.0,0.0,11.8,0.869
33,Winnipeg Jets (1979),82,36,40,0,78,47.6,3.354,3.549,1.2743,19.7,82.0,88.0,417.0,79.5,29.3902,33.6951,0.485,0.408,0.586,0.781,0.444,0.451,0.0,0.0,0.0,0.0,11.4,0.895
34,Hartford Whalers,82,34,39,0,77,47.0,2.89,3.159,1.2314,18.0,67.0,83.0,372.0,80.6,30.4146,33.6707,0.605,0.25,0.75,0.84,0.467,0.37,0.0,0.0,0.0,0.0,9.5,0.906
