id,teamName,gamesPlayed,wins,losses,ot,pts,ptPctg,goalsPerGame,goalsAgainstPerGame,evGGARatio,powerPlayPercentage,powerPlayGoals,powerPlayGoalsAgainst,powerPlayOpportunities,penaltyKillPercentage,shotsPerGame,shotsAllowed,winScoreFirst,winOppScoreFirst,winLeadFirstPer,winLeadSecondPer,winOutshootOpp,winOutshotByOpp,faceOffsTaken,faceOffsWon,faceOffsLost,faceOffWinPercentage,shootingPctg,savePctg
2,New York Islanders,80,51,15,0,116,72.5,4.475,2.675,1.7347,31.1,81.0,57.0,260.0,80.2,28.7625,28.8625,0.735,0.484,0.914,0.976,0.813,0.727,0.0,0.0,0.0,0.0,15.6,0.907
35,Colorado Rockies,80,15,53,0,42,26.3,2.625,4.138,0.5502,22.5,60.0,62.0,267.0,70.6,27.3375,30.9625,0.345,0.098,0.538,0.75,0.353,0.174,0.0,0.0,0.0,0.0,9.6,0.866
3,New York Rangers,80,40,29,0,91,56.9,3.95,3.65,1.139,23.9,74.0,78.0,310.0,74.7,30.8875,27.75,0.632,0.381,0.8,0.939,0.725,0.44,0.0,0.0,0.0,0.0,12.8,0.868
4,Philadelphia Flyers,80,40,25,0,95,59.4,3.513,3.1,1.2143,25.4,59.0,73.0,232.0,79.0,31.7375,25.575,0.756,0.231,0.875,0.971,0.646,0.467,0.0,0.0,0.0,0.0,11.1,0.879
5,Pittsburgh Penguins,80,36,31,0,85,53.1,3.513,3.488,0.9904,21.5,56.0,57.0,261.0,77.2,32.3125,30.875,0.561,0.333,0.833,0.967,0.639,0.393,0.0,0.0,0.0,0.0,10.9,0.887
6,Boston Bruins,80,43,23,0,100,62.5,3.95,3.375,1.3115,23.6,59.0,72.0,250.0,74.7,28.0625,24.775,0.659,0.41,0.963,0.946,0.786,0.4,0.0,0.0,0.0,0.0,14.1,0.864
7,Buffalo Sabres,80,36,28,0,88,55.0,3.5,3.288,1.0667,20.6,55.0,55.0,267.0,78.7,30.0125,29.95,0.619,0.263,0.81,0.815,0.607,0.467,0.0,0.0,0.0,0.0,11.7,0.89
8,Montréal Canadiens,80,52,17,0,115,71.9,4.213,2.55,1.6536,28.3,68.0,35.0,240.0,83.6,32.1625,25.4125,0.735,0.516,0.923,0.956,0.778,0.643,0.0,0.0,0.0,0.0,13.1,0.9
10,Toronto Maple Leafs,80,34,33,0,81,50.6,3.338,3.15,1.1024,25.4,60.0,70.0,236.0,78.8,30.5375,31.475,0.578,0.229,0.792,0.966,0.593,0.432,0.0,0.0,0.0,0.0,10.9,0.9
47,Atlanta Flames,80,41,31,0,90,56.3,4.088,3.5,1.2184,23.5,54.0,56.0,230.0,80.7,28.2875,29.4375,0.632,0.405,0.724,0.912,0.788,0.361,0.0,0.0,0.0,0.0,14.4,0.881
15,Washington Capitals,80,24,41,0,63,39.4,3.413,4.225,0.8363,18.9,57.0,83.0,302.0,69.7,28.475,31.65,0.419,0.162,0.792,0.957,0.5,0.31,0.0,0.0,0.0,0.0,12.0,0.867
16,Chicago Blackhawks,80,29,36,0,73,45.6,3.05,3.463,1.0219,16.6,41.0,70.0,247.0,76.4,28.0875,34.1875,0.553,0.19,0.824,0.864,0.5,0.413,0.0,0.0,0.0,0.0,10.9,0.899
17,Detroit Red Wings,80,23,41,0,62,38.8,3.15,3.688,0.745,23.9,78.0,63.0,327.0,77.4,28.3875,28.325,0.432,0.163,0.833,0.783,0.516,0.167,0.0,0.0,0.0,0.0,11.1,0.87
19,St. Louis Blues,80,18,50,0,48,30.0,3.113,4.35,0.7192,17.3,48.0,63.0,278.0,74.5,26.6375,31.625,0.4,0.089,0.667,0.8,0.429,0.182,0.0,0.0,0.0,0.0,11.7,0.862
23,Vancouver Canucks,80,25,42,0,63,39.4,2.713,3.638,0.6682,19.0,56.0,48.0,295.0,80.7,27.1,30.8125,0.541,0.116,0.778,0.864,0.583,0.244,0.0,0.0,0.0,0.0,10.0,0.882
26,Los Angeles Kings,80,34,34,0,80,50.0,3.65,3.575,0.9238,24.4,76.0,55.0,312.0,77.6,30.25,29.4375,0.553,0.31,0.783,0.871,0.625,0.333,0.0,0.0,0.0,0.0,12.1,0.879
31,Minnesota North Stars,80,28,40,0,68,42.5,3.213,3.613,0.8186,21.8,63.0,48.0,289.0,79.3,30.6375,28.5625,0.641,0.073,0.76,0.92,0.4,0.464,0.0,0.0,0.0,0.0,10.5,0.874
