id,teamName,gamesPlayed,wins,losses,ot,pts,ptPctg,goalsPerGame,goalsAgainstPerGame,evGGARatio,powerPlayPercentage,powerPlayGoals,powerPlayGoalsAgainst,powerPlayOpportunities,penaltyKillPercentage,shotsPerGame,shotsAllowed,winScoreFirst,winOppScoreFirst,winLeadFirstPer,winLeadSecondPer,winOutshootOpp,winOutshotByOpp,faceOffsTaken,faceOffsWon,faceOffsLost,faceOffWinPercentage,shootingPctg,savePctg
32,Quebec Nordiques,80,34,34,0,80,50.0,4.288,4.2,1.1651,20.5,61.0,92.0,297.0,73.4,28.9125,32.5375,0.561,0.282,0.818,0.955,0.609,0.455,0.0,0.0,0.0,0.0,14.8,0.871
33,Winnipeg Jets (1979),80,33,39,0,74,46.3,3.888,4.163,0.8787,23.0,76.0,67.0,331.0,73.1,31.7625,31.6375,0.579,0.262,0.741,0.867,0.545,0.4,0.0,0.0,0.0,0.0,12.2,0.868
1,New Jersey Devils,80,17,49,0,48,30.0,2.875,4.225,0.6298,21.5,65.0,78.0,302.0,73.4,25.6875,32.0875,0.389,0.068,0.588,0.643,0.308,0.255,0.0,0.0,0.0,0.0,11.2,0.868
34,Hartford Whalers,80,19,54,0,45,28.1,3.263,5.038,0.5915,19.0,51.0,71.0,269.0,75.4,28.575,35.8875,0.371,0.133,0.619,0.75,0.444,0.204,0.0,0.0,0.0,0.0,11.4,0.86
2,New York Islanders,80,42,26,0,96,60.0,3.775,2.825,1.3553,25.9,68.0,54.0,262.0,83.7,30.3625,29.9625,0.702,0.273,0.929,0.973,0.73,0.517,0.0,0.0,0.0,0.0,12.4,0.906
3,New York Rangers,80,35,35,0,80,50.0,3.825,3.588,1.127,22.9,72.0,76.0,314.0,75.4,28.525,29.8,0.794,0.174,0.852,0.964,0.581,0.421,0.0,0.0,0.0,0.0,13.4,0.88
4,Philadelphia Flyers,80,49,23,0,106,66.3,4.075,3.0,1.3865,21.7,60.0,61.0,276.0,81.8,34.4625,26.4375,0.708,0.469,0.833,0.977,0.684,0.583,0.0,0.0,0.0,0.0,11.8,0.887
5,Pittsburgh Penguins,80,18,53,0,45,28.1,3.213,4.925,0.657,22.5,81.0,109.0,360.0,72.5,30.225,32.6875,0.417,0.143,0.667,0.769,0.222,0.273,0.0,0.0,0.0,0.0,10.6,0.849
6,Boston Bruins,80,50,20,0,110,68.8,4.088,2.85,1.4839,22.9,69.0,54.0,302.0,80.4,30.85,24.825,0.769,0.357,0.879,0.911,0.816,0.45,0.0,0.0,0.0,0.0,13.2,0.885
7,Buffalo Sabres,80,38,29,0,89,55.6,3.975,3.563,1.0183,21.7,67.0,48.0,309.0,82.3,30.075,26.4625,0.575,0.375,0.857,0.868,0.675,0.375,0.0,0.0,0.0,0.0,13.2,0.865
8,Montréal Canadiens,80,42,24,0,98,61.3,4.375,3.575,1.3452,22.7,64.0,68.0,282.0,74.4,32.875,29.0875,0.653,0.323,0.897,1.0,0.682,0.545,0.0,0.0,0.0,0.0,13.3,0.877
10,Toronto Maple Leafs,80,28,40,0,68,42.5,3.663,4.125,0.8142,22.5,80.0,83.0,355.0,75.0,28.3875,31.8125,0.5,0.239,0.722,1.0,0.667,0.268,0.0,0.0,0.0,0.0,12.9,0.87
15,Washington Capitals,80,39,25,0,94,58.8,3.825,3.538,1.1295,21.1,75.0,53.0,355.0,81.4,30.5875,28.725,0.6,0.375,0.818,0.941,0.714,0.429,0.0,0.0,0.0,0.0,12.5,0.877
16,Chicago Blackhawks,80,47,23,0,104,65.0,4.225,3.35,1.3353,27.1,86.0,72.0,317.0,76.4,31.8,31.075,0.674,0.471,0.818,0.974,0.848,0.514,0.0,0.0,0.0,0.0,13.3,0.892
17,Detroit Red Wings,80,21,44,0,57,35.6,3.288,4.3,0.8979,13.8,37.0,80.0,268.0,72.6,29.6375,28.95,0.343,0.2,0.526,0.923,0.483,0.156,0.0,0.0,0.0,0.0,11.1,0.851
19,St. Louis Blues,80,25,40,0,65,40.6,3.563,3.95,0.8507,21.3,68.0,63.0,319.0,81.2,31.2875,31.175,0.429,0.184,0.714,0.889,0.444,0.324,0.0,0.0,0.0,0.0,11.4,0.873
20,Calgary Flames,80,32,34,0,78,48.8,4.013,3.963,0.9788,23.8,65.0,59.0,273.0,77.1,28.5875,33.0875,0.59,0.22,0.8,1.0,0.6,0.405,0.0,0.0,0.0,0.0,14.0,0.88
22,Edmonton Oilers,80,47,21,0,106,66.3,5.3,3.938,1.4112,29.2,86.0,89.0,294.0,77.5,33.325,32.425,0.692,0.488,0.938,1.0,0.737,0.633,0.0,0.0,0.0,0.0,15.9,0.879
23,Vancouver Canucks,80,30,35,0,75,46.9,3.788,3.863,0.8667,27.0,90.0,57.0,333.0,80.3,30.1375,30.8,0.513,0.244,0.875,0.963,0.676,0.214,0.0,0.0,0.0,0.0,12.6,0.875
26,Los Angeles Kings,80,27,41,0,66,41.3,3.85,4.563,0.865,24.2,81.0,92.0,334.0,68.6,33.4625,30.5875,0.475,0.2,0.75,0.828,0.45,0.304,0.0,0.0,0.0,0.0,11.5,0.851
31,Minnesota North Stars,80,40,24,0,96,60.0,4.013,3.625,1.0,26.7,91.0,67.0,341.0,80.6,32.1375,31.6125,0.625,0.375,0.84,0.9,0.656,0.552,0.0,0.0,0.0,0.0,12.5,0.885
