id,teamName,gamesPlayed,wins,losses,ot,pts,ptPctg,goalsPerGame,goalsAgainstPerGame,evGGARatio,powerPlayPercentage,powerPlayGoals,powerPlayGoalsAgainst,powerPlayOpportunities,penaltyKillPercentage,shotsPerGame,shotsAllowed,winScoreFirst,winOppScoreFirst,winLeadFirstPer,winLeadSecondPer,winOutshootOpp,winOutshotByOpp,faceOffsTaken,faceOffsWon,faceOffsLost,faceOffWinPercentage,shootingPctg,savePctg
1,New Jersey Devils,84,47,25,0,106,63.1,3.643,2.619,0.7616,18.3,61.0,71.0,333.0,81.1,31.631,29.0119,0.717,0.368,0.897,0.921,0.607,0.444,0.0,0.0,0.0,0.0,11.5,0.91
2,New York Islanders,84,36,36,0,84,50.0,3.357,3.143,1.0,20.1,74.0,79.0,369.0,81.0,29.8929,30.4881,0.643,0.214,0.667,0.811,0.333,0.477,0.0,0.0,0.0,0.0,11.2,0.897
3,New York Rangers,84,52,24,0,112,66.7,3.56,2.75,0.7468,23.0,96.0,67.0,417.0,84.6,34.1786,27.7143,0.691,0.483,0.784,0.909,0.639,0.591,0.0,0.0,0.0,0.0,10.4,0.901
4,Philadelphia Flyers,84,35,39,0,80,47.6,3.5,3.738,0.8302,20.8,80.0,80.0,385.0,80.6,28.6786,31.7024,0.618,0.28,0.69,0.8,0.452,0.392,0.0,0.0,0.0,0.0,12.2,0.882
5,Pittsburgh Penguins,84,44,27,0,101,60.1,3.56,3.393,1.1969,18.8,76.0,72.0,404.0,82.0,32.5119,31.8571,0.69,0.357,0.677,0.865,0.548,0.5,0.0,0.0,0.0,0.0,10.9,0.893
6,Boston Bruins,84,42,29,0,97,57.7,3.44,3.0,0.738,21.7,84.0,58.0,387.0,84.6,35.4762,25.1548,0.634,0.372,0.75,0.897,0.493,0.545,0.0,0.0,0.0,0.0,9.7,0.881
7,Buffalo Sabres,84,43,32,0,95,56.5,3.357,2.595,1.1898,22.6,96.0,58.0,424.0,84.7,28.2024,29.3095,0.633,0.343,0.676,0.731,0.513,0.548,0.0,0.0,0.0,0.0,11.9,0.911
8,Montréal Canadiens,84,41,29,0,96,57.1,3.369,2.952,1.1786,20.1,78.0,68.0,388.0,82.5,31.2024,30.1548,0.69,0.286,0.781,0.825,0.442,0.526,0.0,0.0,0.0,0.0,10.8,0.902
9,Ottawa Senators,84,14,61,0,37,22.0,2.393,4.726,0.9286,14.5,63.0,110.0,435.0,73.3,25.5833,33.0476,0.3,0.093,0.368,0.533,0.214,0.149,0.0,0.0,0.0,0.0,9.4,0.857
10,Toronto Maple Leafs,84,43,29,0,98,58.3,3.333,2.893,1.1203,19.2,88.0,74.0,459.0,81.9,30.119,30.4048,0.65,0.386,0.64,0.875,0.537,0.487,0.0,0.0,0.0,0.0,11.1,0.905
13,Florida Panthers,84,33,34,0,83,49.4,2.774,2.774,0.578,15.9,65.0,69.0,409.0,82.5,27.2738,33.4286,0.556,0.1,0.618,0.857,0.182,0.467,0.0,0.0,0.0,0.0,10.2,0.917
14,Tampa Bay Lightning,84,30,43,0,71,42.3,2.667,2.988,1.3468,14.7,57.0,58.0,388.0,82.6,29.7976,27.3333,0.595,0.17,0.64,0.759,0.392,0.313,0.0,0.0,0.0,0.0,8.9,0.891
15,Washington Capitals,84,39,35,0,88,52.4,3.298,3.131,1.3333,18.1,70.0,74.0,386.0,81.6,31.0238,25.8571,0.63,0.263,0.758,0.844,0.542,0.286,0.0,0.0,0.0,0.0,10.6,0.879
16,Chicago Blackhawks,84,39,36,0,87,51.8,3.024,2.857,0.9197,17.5,67.0,71.0,383.0,83.3,30.2976,29.2619,0.633,0.229,0.676,0.789,0.478,0.457,0.0,0.0,0.0,0.0,10.0,0.902
17,Detroit Red Wings,84,46,30,0,100,59.5,4.238,3.274,1.0889,20.8,85.0,73.0,408.0,80.9,35.5952,27.4167,0.706,0.303,0.707,0.907,0.619,0.368,0.0,0.0,0.0,0.0,11.9,0.881
19,St. Louis Blues,84,40,33,0,91,54.2,3.214,3.369,1.1429,20.5,86.0,73.0,420.0,81.1,30.5952,35.0714,0.667,0.286,0.64,0.793,0.519,0.481,0.0,0.0,0.0,0.0,10.5,0.904
20,Calgary Flames,84,42,29,0,97,57.7,3.595,3.048,0.9645,21.2,87.0,90.0,410.0,80.6,31.4286,27.5119,0.644,0.333,0.786,0.889,0.577,0.387,0.0,0.0,0.0,0.0,11.4,0.889
22,Edmonton Oilers,84,25,45,0,64,38.1,3.107,3.631,1.1852,18.4,74.0,78.0,402.0,80.5,30.3452,34.4167,0.39,0.209,0.519,0.833,0.208,0.352,0.0,0.0,0.0,0.0,10.2,0.895
23,Vancouver Canucks,84,41,40,0,85,50.6,3.321,3.286,0.7738,18.8,83.0,84.0,441.0,81.6,31.25,27.2024,0.568,0.4,0.833,0.912,0.519,0.407,0.0,0.0,0.0,0.0,10.6,0.879
24,Anaheim Ducks,84,33,46,0,71,42.3,2.726,2.988,0.9206,14.4,54.0,67.0,376.0,82.7,28.5952,31.1429,0.571,0.265,0.714,0.75,0.29,0.447,0.0,0.0,0.0,0.0,9.5,0.904
25,Dallas Stars,84,42,29,0,97,57.7,3.405,3.155,0.9645,18.4,81.0,68.0,440.0,84.1,30.4524,30.8214,0.575,0.432,0.667,0.833,0.622,0.432,0.0,0.0,0.0,0.0,11.2,0.898
26,Los Angeles Kings,84,27,45,0,66,39.3,3.5,3.833,1.2314,20.7,92.0,90.0,444.0,80.5,32.9643,36.2619,0.421,0.239,0.44,0.677,0.306,0.319,0.0,0.0,0.0,0.0,10.6,0.894
28,San Jose Sharks,84,33,35,0,82,48.8,3.0,3.155,0.9874,16.0,68.0,77.0,424.0,78.6,25.0119,28.4405,0.538,0.267,0.727,0.733,0.417,0.393,0.0,0.0,0.0,0.0,12.0,0.889
32,Quebec Nordiques,84,34,42,0,76,45.2,3.298,3.476,1.0069,15.6,67.0,87.0,430.0,79.5,28.631,30.619,0.61,0.209,0.654,0.821,0.361,0.426,0.0,0.0,0.0,0.0,11.5,0.886
33,Winnipeg Jets (1979),84,24,51,0,57,33.9,2.917,4.095,1.2743,19.4,82.0,91.0,423.0,79.5,29.4048,33.3095,0.528,0.104,0.5,0.6,0.207,0.314,0.0,0.0,0.0,0.0,9.9,0.877
34,Hartford Whalers,84,27,48,0,63,37.5,2.702,3.429,1.0547,14.9,61.0,88.0,408.0,78.8,27.6071,30.8095,0.594,0.154,0.762,0.739,0.4,0.283,0.0,0.0,0.0,0.0,9.8,0.889
