id,teamName,gamesPlayed,wins,losses,ot,pts,ptPctg,goalsPerGame,goalsAgainstPerGame,evGGARatio,powerPlayPercentage,powerPlayGoals,powerPlayGoalsAgainst,powerPlayOpportunities,penaltyKillPercentage,shotsPerGame,shotsAllowed,winScoreFirst,winOppScoreFirst,winLeadFirstPer,winLeadSecondPer,winOutshootOpp,winOutshotByOpp,faceOffsTaken,faceOffsWon,faceOffsLost,faceOffWinPercentage,shootingPctg,savePctg
32,Quebec Nordiques,80,42,28,0,94,58.8,4.5,3.475,1.3956,22.0,69.0,70.0,314.0,80.8,28.575,28.15,0.652,0.353,0.811,0.921,0.676,0.483,0.0,0.0,0.0,0.0,15.7,0.877
33,Winnipeg Jets (1979),80,31,38,0,73,45.6,4.25,4.675,0.9016,21.5,81.0,86.0,377.0,74.6,32.2625,32.6875,0.525,0.25,0.7,0.818,0.563,0.333,0.0,0.0,0.0,0.0,13.2,0.857
1,New Jersey Devils,80,17,56,0,41,25.6,2.888,4.375,0.678,14.3,52.0,83.0,363.0,75.3,26.3875,32.0,0.464,0.077,0.571,0.765,0.348,0.188,0.0,0.0,0.0,0.0,10.9,0.863
34,Hartford Whalers,80,28,42,0,66,41.3,3.6,4.0,0.8482,24.3,80.0,68.0,329.0,77.5,30.075,31.1375,0.588,0.174,0.682,0.913,0.435,0.395,0.0,0.0,0.0,0.0,12.0,0.872
2,New York Islanders,80,50,26,0,104,65.0,4.463,3.363,1.3722,22.5,63.0,66.0,280.0,81.5,30.275,33.3875,0.791,0.432,0.853,0.933,0.857,0.532,0.0,0.0,0.0,0.0,14.7,0.899
3,New York Rangers,80,42,29,0,93,58.1,3.925,3.8,1.0392,25.1,74.0,76.0,295.0,78.1,31.8875,31.55,0.619,0.421,0.828,0.969,0.675,0.467,0.0,0.0,0.0,0.0,12.3,0.88
4,Philadelphia Flyers,80,44,26,0,98,61.3,4.375,3.625,1.3646,20.2,64.0,85.0,317.0,76.6,36.75,28.65,0.667,0.4,0.813,0.875,0.72,0.286,0.0,0.0,0.0,0.0,11.9,0.873
5,Pittsburgh Penguins,80,16,58,0,38,23.8,3.175,4.875,0.6466,20.9,71.0,86.0,339.0,76.0,28.3375,36.35,0.316,0.095,0.421,0.737,0.364,0.183,0.0,0.0,0.0,0.0,11.2,0.866
6,Boston Bruins,80,49,25,0,104,65.0,4.2,3.263,1.1882,24.0,82.0,56.0,342.0,83.1,29.9625,26.175,0.814,0.378,0.865,0.951,0.674,0.643,0.0,0.0,0.0,0.0,14.0,0.875
7,Buffalo Sabres,80,48,25,0,103,64.4,3.938,3.213,1.221,22.0,71.0,50.0,323.0,82.0,29.8625,26.8375,0.737,0.476,0.88,0.917,0.692,0.645,0.0,0.0,0.0,0.0,13.2,0.88
8,Montréal Canadiens,80,35,40,0,75,46.9,3.575,3.688,0.933,20.1,59.0,56.0,294.0,79.7,28.65,25.7,0.686,0.244,0.692,0.9,0.543,0.36,0.0,0.0,0.0,0.0,12.5,0.857
10,Toronto Maple Leafs,80,26,45,0,61,38.1,3.788,4.838,0.7759,21.7,83.0,102.0,383.0,73.6,29.3625,35.4,0.5,0.111,0.8,0.87,0.571,0.286,0.0,0.0,0.0,0.0,12.9,0.863
15,Washington Capitals,80,48,27,0,101,63.1,3.85,2.825,1.3312,20.2,77.0,40.0,381.0,86.4,31.675,24.425,0.725,0.379,0.844,0.949,0.7,0.429,0.0,0.0,0.0,0.0,12.2,0.884
16,Chicago Blackhawks,80,30,42,0,68,42.5,3.463,3.888,0.8683,20.2,67.0,74.0,332.0,78.3,30.65,31.6,0.55,0.2,0.815,0.966,0.433,0.425,0.0,0.0,0.0,0.0,11.3,0.877
17,Detroit Red Wings,80,31,42,0,69,43.1,3.725,4.038,0.9183,22.2,79.0,77.0,356.0,75.2,29.1,28.925,0.553,0.238,0.783,0.963,0.444,0.412,0.0,0.0,0.0,0.0,12.8,0.86
19,St. Louis Blues,80,32,41,0,71,44.4,3.663,3.95,0.9538,22.4,79.0,92.0,352.0,74.8,30.325,30.0,0.629,0.222,0.714,0.793,0.395,0.485,0.0,0.0,0.0,0.0,12.1,0.868
20,Calgary Flames,80,34,32,0,82,51.3,3.888,3.925,0.9683,21.6,64.0,63.0,297.0,80.2,32.0625,32.8625,0.583,0.188,0.767,1.0,0.6,0.412,0.0,0.0,0.0,0.0,12.1,0.881
22,Edmonton Oilers,80,57,18,0,119,74.4,5.575,3.925,1.4478,25.5,81.0,77.0,318.0,79.7,32.6375,33.0125,0.854,0.564,0.943,0.979,0.771,0.714,0.0,0.0,0.0,0.0,17.1,0.881
23,Vancouver Canucks,80,32,39,0,73,45.6,3.825,4.1,0.9116,24.7,90.0,74.0,364.0,76.4,31.175,29.4125,0.439,0.359,0.6,0.778,0.476,0.48,0.0,0.0,0.0,0.0,12.3,0.861
26,Los Angeles Kings,80,23,44,0,59,36.9,3.863,4.7,0.8024,20.8,75.0,82.0,361.0,72.1,30.8875,31.6875,0.485,0.149,0.727,0.895,0.379,0.265,0.0,0.0,0.0,0.0,12.5,0.852
31,Minnesota North Stars,80,39,31,0,88,55.0,4.313,4.3,0.9515,26.8,91.0,89.0,339.0,77.9,31.675,32.625,0.595,0.395,0.821,0.906,0.548,0.571,0.0,0.0,0.0,0.0,13.6,0.868
