id,teamName,gamesPlayed,wins,losses,ot,pts,ptPctg,goalsPerGame,goalsAgainstPerGame,evGGARatio,powerPlayPercentage,powerPlayGoals,powerPlayGoalsAgainst,powerPlayOpportunities,penaltyKillPercentage,shotsPerGame,shotsAllowed,winScoreFirst,winOppScoreFirst,winLeadFirstPer,winLeadSecondPer,winOutshootOpp,winOutshotByOpp,faceOffsTaken,faceOffsWon,faceOffsLost,faceOffWinPercentage,shootingPctg,savePctg
3,New York Rangers,78,48,17,0,109,69.9,4.064,2.462,1.7388,0.0,60.0,44.0,0.0,0.0,36.0385,25.859,0.784,0.296,1.0,0.957,0.782,0.5,0.0,0.0,0.0,0.0,11.3,0.905
4,Philadelphia Flyers,78,26,38,0,66,42.3,2.564,3.026,0.8176,0.0,52.0,54.0,0.0,0.0,30.2821,33.6282,0.514,0.171,0.667,0.9,0.667,0.237,0.0,0.0,0.0,0.0,8.5,0.91
5,Pittsburgh Penguins,78,26,38,0,66,42.3,2.821,3.308,0.9023,0.0,46.0,56.0,0.0,0.0,31.2949,29.4231,0.586,0.184,0.737,0.895,0.605,0.12,0.0,0.0,0.0,0.0,9.0,0.888
6,Boston Bruins,78,54,13,0,119,76.3,4.231,2.615,1.5338,0.0,73.0,51.0,0.0,0.0,33.7564,29.1154,0.816,0.483,1.0,0.976,0.857,0.714,0.0,0.0,0.0,0.0,12.5,0.91
7,Buffalo Sabres,78,16,43,0,51,32.7,2.603,3.705,0.6573,0.0,57.0,56.0,0.0,0.0,27.1923,35.859,0.407,0.098,0.692,0.857,0.625,0.213,0.0,0.0,0.0,0.0,9.6,0.897
8,Montréal Canadiens,78,46,16,0,108,69.2,3.936,2.628,1.3987,0.0,71.0,41.0,0.0,0.0,33.6282,32.1026,0.764,0.174,0.917,0.925,0.781,0.692,0.0,0.0,0.0,0.0,11.7,0.918
10,Toronto Maple Leafs,78,33,31,0,80,51.3,2.679,2.667,1.1136,0.0,48.0,60.0,0.0,0.0,32.2564,30.7821,0.6,0.237,0.846,0.923,0.595,0.375,0.0,0.0,0.0,0.0,8.3,0.913
16,Chicago Blackhawks,78,46,17,0,107,68.6,3.282,2.128,1.6555,0.0,43.0,34.0,0.0,0.0,29.3462,27.1538,0.78,0.25,0.939,0.93,0.73,0.727,0.0,0.0,0.0,0.0,11.2,0.922
17,Detroit Red Wings,78,33,35,0,76,48.7,3.346,3.359,0.9391,0.0,59.0,45.0,0.0,0.0,30.9744,30.2821,0.571,0.302,0.857,0.923,0.622,0.333,0.0,0.0,0.0,0.0,10.8,0.889
19,St. Louis Blues,78,28,39,0,67,42.9,2.667,3.167,0.9438,0.0,38.0,65.0,0.0,0.0,32.7179,30.141,0.514,0.22,0.833,0.895,0.714,0.071,0.0,0.0,0.0,0.0,8.2,0.895
23,Vancouver Canucks,78,20,50,0,48,30.8,2.603,3.808,0.6845,0.0,48.0,72.0,0.0,0.0,29.4487,31.4487,0.367,0.188,0.733,0.81,0.452,0.162,0.0,0.0,0.0,0.0,8.8,0.879
56,California Golden Seals,78,21,39,0,60,38.5,2.769,3.692,0.7028,0.0,45.0,54.0,0.0,0.0,28.141,30.8462,0.415,0.108,0.7,0.9,0.526,0.256,0.0,0.0,0.0,0.0,9.8,0.88
26,Los Angeles Kings,78,20,49,0,49,31.4,2.641,3.91,0.6485,0.0,38.0,50.0,0.0,0.0,27.8718,35.0128,0.429,0.16,0.8,0.938,0.417,0.245,0.0,0.0,0.0,0.0,9.5,0.888
31,Minnesota North Stars,78,37,29,0,86,55.1,2.718,2.449,1.1563,0.0,53.0,49.0,0.0,0.0,30.9615,32.2564,0.75,0.238,0.923,0.97,0.679,0.459,0.0,0.0,0.0,0.0,8.8,0.924
