id,teamName,gamesPlayed,wins,losses,ot,pts,ptPctg,goalsPerGame,goalsAgainstPerGame,evGGARatio,powerPlayPercentage,powerPlayGoals,powerPlayGoalsAgainst,powerPlayOpportunities,penaltyKillPercentage,shotsPerGame,shotsAllowed,winScoreFirst,winOppScoreFirst,winLeadFirstPer,winLeadSecondPer,winOutshootOpp,winOutshotByOpp,faceOffsTaken,faceOffsWon,faceOffsLost,faceOffWinPercentage,shootingPctg,savePctg
32,Quebec Nordiques,80,30,32,0,78,48.8,3.925,3.975,0.9952,23.8,81.0,79.0,341.0,76.3,28.625,30.3125,0.447,0.273,0.857,0.875,0.52,0.5,0.0,0.0,0.0,0.0,13.7,0.869
33,Winnipeg Jets (1979),80,9,57,0,32,20.0,3.075,5.0,0.5507,17.3,60.0,67.0,346.0,74.2,28.275,34.9,0.188,0.063,0.308,0.636,0.2,0.102,0.0,0.0,0.0,0.0,10.9,0.857
34,Hartford Whalers,80,21,41,0,60,37.5,3.65,4.65,0.7977,18.7,60.0,80.0,321.0,75.6,28.75,35.3875,0.344,0.208,0.667,0.813,0.333,0.326,0.0,0.0,0.0,0.0,12.7,0.869
2,New York Islanders,80,48,18,0,110,68.8,4.438,3.25,1.4367,29.3,93.0,76.0,317.0,79.3,30.2125,30.225,0.673,0.44,0.875,0.974,0.871,0.581,0.0,0.0,0.0,0.0,14.7,0.892
35,Colorado Rockies,80,22,45,0,57,35.6,3.225,4.3,0.6314,21.1,76.0,70.0,360.0,75.3,29.5875,29.3,0.4,0.2,0.824,0.889,0.417,0.222,0.0,0.0,0.0,0.0,10.9,0.853
3,New York Rangers,80,30,36,0,74,46.3,3.9,3.963,1.0863,17.8,63.0,83.0,354.0,78.7,30.7375,27.775,0.512,0.231,0.818,0.862,0.526,0.357,0.0,0.0,0.0,0.0,12.7,0.857
4,Philadelphia Flyers,80,41,24,0,97,60.6,3.913,3.113,1.4196,27.0,75.0,85.0,278.0,80.2,33.0875,28.9875,0.653,0.29,0.929,0.971,0.675,0.5,0.0,0.0,0.0,0.0,11.8,0.893
5,Pittsburgh Penguins,80,30,37,0,73,45.6,3.775,4.313,0.8578,23.1,92.0,99.0,399.0,73.4,32.5875,30.65,0.5,0.25,0.727,1.0,0.571,0.333,0.0,0.0,0.0,0.0,11.6,0.859
6,Boston Bruins,80,37,30,0,87,54.4,3.95,3.4,1.1503,25.4,87.0,83.0,343.0,76.8,29.0,24.8375,0.514,0.419,0.895,0.939,0.708,0.167,0.0,0.0,0.0,0.0,13.6,0.863
7,Buffalo Sabres,80,39,20,0,99,61.9,4.088,3.125,1.2174,23.9,73.0,44.0,306.0,83.2,31.0,27.9375,0.651,0.297,0.931,0.971,0.722,0.471,0.0,0.0,0.0,0.0,13.2,0.888
8,Montréal Canadiens,80,45,22,0,103,64.4,4.15,2.9,1.4938,24.1,72.0,51.0,299.0,81.7,33.8625,26.4375,0.706,0.31,0.879,0.927,0.722,0.417,0.0,0.0,0.0,0.0,12.3,0.89
10,Toronto Maple Leafs,80,28,37,0,71,44.4,4.025,4.588,0.8697,25.3,85.0,93.0,336.0,77.4,34.3125,33.55,0.529,0.217,0.727,0.962,0.543,0.276,0.0,0.0,0.0,0.0,11.7,0.863
15,Washington Capitals,80,26,36,0,70,43.8,3.575,3.963,0.949,18.8,74.0,83.0,394.0,73.9,29.3125,31.6125,0.488,0.135,0.762,0.917,0.5,0.343,0.0,0.0,0.0,0.0,12.2,0.875
16,Chicago Blackhawks,80,31,33,0,78,48.8,3.8,3.938,1.0199,22.3,67.0,91.0,301.0,75.1,32.0625,33.8375,0.513,0.268,0.724,0.871,0.609,0.425,0.0,0.0,0.0,0.0,11.9,0.884
17,Detroit Red Wings,80,19,43,0,56,35.0,3.15,4.238,0.7798,19.0,60.0,82.0,316.0,74.1,30.85,29.95,0.4,0.14,0.667,0.857,0.367,0.267,0.0,0.0,0.0,0.0,10.2,0.859
19,St. Louis Blues,80,45,18,0,107,66.9,4.4,3.513,1.2717,24.2,85.0,61.0,351.0,82.0,30.3875,31.75,0.689,0.4,0.857,0.944,0.885,0.618,0.0,0.0,0.0,0.0,14.5,0.889
20,Calgary Flames,80,39,27,0,92,57.5,4.113,3.725,1.1378,27.1,82.0,70.0,303.0,80.6,27.125,33.1625,0.55,0.425,0.897,0.903,0.882,0.478,0.0,0.0,0.0,0.0,15.2,0.888
22,Edmonton Oilers,80,29,35,0,74,46.3,4.1,4.088,0.9414,22.2,77.0,85.0,347.0,75.4,29.8375,29.5125,0.512,0.205,0.727,0.92,0.63,0.324,0.0,0.0,0.0,0.0,13.7,0.861
23,Vancouver Canucks,80,28,32,0,76,47.5,3.613,3.763,0.9948,20.6,68.0,81.0,330.0,76.0,31.075,30.0875,0.419,0.306,0.842,0.957,0.5,0.429,0.0,0.0,0.0,0.0,11.6,0.875
26,Los Angeles Kings,80,43,24,0,99,61.9,4.213,3.625,1.2011,24.6,90.0,81.0,366.0,77.4,27.85,30.675,0.718,0.366,0.889,1.0,0.808,0.568,0.0,0.0,0.0,0.0,15.1,0.882
31,Minnesota North Stars,80,35,28,0,87,54.4,3.638,3.288,1.0351,21.6,88.0,64.0,408.0,78.9,32.225,29.875,0.55,0.325,0.727,1.0,0.649,0.4,0.0,0.0,0.0,0.0,11.3,0.89
