id,teamName,gamesPlayed,wins,losses,ot,pts,ptPctg,goalsPerGame,goalsAgainstPerGame,evGGARatio,powerPlayPercentage,powerPlayGoals,powerPlayGoalsAgainst,powerPlayOpportunities,penaltyKillPercentage,shotsPerGame,shotsAllowed,winScoreFirst,winOppScoreFirst,winLeadFirstPer,winLeadSecondPer,winOutshootOpp,winOutshotByOpp,faceOffsTaken,faceOffsWon,faceOffsLost,faceOffWinPercentage,shootingPctg,savePctg
16,Chicago Blackhawks,44,7,29,0,22,25.0,0.75,1.932,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.545,0.03,0.556,0.714,0.0,0.0,0.0,0.0,0.0,0.0,2.3,0.0
3,New York Rangers,44,21,13,0,52,59.1,1.636,1.477,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.778,0.269,0.833,0.923,0.0,0.0,0.0,0.0,0.0,0.0,4.5,0.0
36,Ottawa Senators (1917),44,14,17,0,41,46.6,1.227,1.523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.571,0.087,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2,0.0
38,Pittsburgh Pirates,44,9,27,0,26,29.5,1.045,1.818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.462,0.097,0.6,0.8,0.0,0.0,0.0,0.0,0.0,0.0,2.7,0.0
6,Boston Bruins,44,26,13,0,57,64.8,2.023,1.182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.84,0.263,1.0,0.938,0.0,0.0,0.0,0.0,0.0,0.0,5.5,0.0
40,Detroit Cougars,44,19,16,0,47,53.4,1.636,1.432,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.783,0.048,0.909,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.3,0.0
8,Montréal Canadiens,44,22,7,0,59,67.0,1.614,0.977,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.808,0.056,0.846,0.947,0.0,0.0,0.0,0.0,0.0,0.0,4.8,0.0
10,Toronto Maple Leafs,44,21,18,0,47,53.4,1.932,1.568,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.769,0.056,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.9,0.0
43,Montreal Maroons,44,15,20,0,39,44.3,1.523,1.477,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.722,0.077,0.909,0.929,0.0,0.0,0.0,0.0,0.0,0.0,4.3,0.0
44,New York Americans,44,19,13,0,50,56.8,1.205,1.205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.708,0.1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9,0.0
