id,teamName,gamesPlayed,wins,losses,ot,pts,ptPctg,goalsPerGame,goalsAgainstPerGame,evGGARatio,powerPlayPercentage,powerPlayGoals,powerPlayGoalsAgainst,powerPlayOpportunities,penaltyKillPercentage,shotsPerGame,shotsAllowed,winScoreFirst,winOppScoreFirst,winLeadFirstPer,winLeadSecondPer,winOutshootOpp,winOutshotByOpp,faceOffsTaken,faceOffsWon,faceOffsLost,faceOffWinPercentage,shootingPctg,savePctg
16,Chicago Blackhawks,76,34,33,0,77,50.7,3.684,3.237,1.1475,0.0,56.0,50.0,0.0,0.0,33.8816,33.9737,0.605,0.242,0.909,1.0,0.629,0.345,0.0,0.0,0.0,0.0,10.9,0.905
17,Detroit Red Wings,76,33,31,0,78,51.3,3.145,2.908,1.2282,0.0,40.0,61.0,0.0,0.0,32.8026,30.7368,0.703,0.179,0.931,0.968,0.774,0.226,0.0,0.0,0.0,0.0,9.6,0.905
19,St. Louis Blues,76,37,25,0,88,57.9,2.684,2.066,1.5243,0.0,38.0,45.0,0.0,0.0,28.6974,31.5,0.711,0.263,0.895,0.968,0.875,0.421,0.0,0.0,0.0,0.0,9.4,0.934
3,New York Rangers,76,41,26,0,91,59.9,3.039,2.579,1.1064,0.0,56.0,35.0,0.0,0.0,37.4474,28.8026,0.683,0.371,0.958,0.938,0.776,0.188,0.0,0.0,0.0,0.0,8.1,0.91
4,Philadelphia Flyers,76,20,35,0,61,40.1,2.289,2.961,0.6845,0.0,40.0,44.0,0.0,0.0,28.7237,36.0921,0.447,0.079,0.647,0.938,0.545,0.31,0.0,0.0,0.0,0.0,8.0,0.918
5,Pittsburgh Penguins,76,20,45,0,51,33.6,2.487,3.316,0.6684,0.0,51.0,38.0,0.0,0.0,29.3684,34.2368,0.382,0.167,0.524,0.81,0.52,0.184,0.0,0.0,0.0,0.0,8.5,0.903
6,Boston Bruins,76,42,18,0,100,65.8,3.987,2.908,1.4118,0.0,60.0,56.0,0.0,0.0,34.1053,31.1447,0.7,0.389,0.966,0.949,0.786,0.438,0.0,0.0,0.0,0.0,11.7,0.907
8,Montréal Canadiens,76,46,19,0,103,67.8,3.566,2.658,1.4444,0.0,43.0,40.0,0.0,0.0,35.8947,29.6184,0.738,0.441,0.875,0.902,0.792,0.5,0.0,0.0,0.0,0.0,9.9,0.91
26,Los Angeles Kings,76,24,42,0,58,38.2,2.434,3.421,0.7604,0.0,31.0,53.0,0.0,0.0,31.8947,31.6447,0.571,0.098,0.75,0.857,0.455,0.281,0.0,0.0,0.0,0.0,7.6,0.892
10,Toronto Maple Leafs,76,35,26,0,85,55.9,3.079,2.855,1.1026,0.0,45.0,46.0,0.0,0.0,32.5263,32.3553,0.675,0.222,0.926,1.0,0.76,0.412,0.0,0.0,0.0,0.0,9.5,0.912
46,Oakland Seals,76,29,36,0,69,45.4,2.882,3.303,0.8299,0.0,44.0,42.0,0.0,0.0,29.6053,31.5921,0.588,0.214,0.826,0.909,0.571,0.386,0.0,0.0,0.0,0.0,9.7,0.895
31,Minnesota North Stars,76,18,43,0,51,33.6,2.487,3.553,0.6186,0.0,47.0,41.0,0.0,0.0,30.7895,34.0395,0.484,0.067,0.714,0.889,0.5,0.147,0.0,0.0,0.0,0.0,8.1,0.896
