id,teamName,gamesPlayed,wins,losses,ot,pts,ptPctg,goalsPerGame,goalsAgainstPerGame,evGGARatio,powerPlayPercentage,powerPlayGoals,powerPlayGoalsAgainst,powerPlayOpportunities,penaltyKillPercentage,shotsPerGame,shotsAllowed,winScoreFirst,winOppScoreFirst,winLeadFirstPer,winLeadSecondPer,winOutshootOpp,winOutshotByOpp,faceOffsTaken,faceOffsWon,faceOffsLost,faceOffWinPercentage,shootingPctg,savePctg
2,New York Islanders,78,19,41,0,56,35.9,2.333,3.167,0.8408,0.0,32.0,64.0,0.0,0.0,25.9744,30.641,0.448,0.122,0.643,0.857,0.5,0.255,0.0,0.0,0.0,0.0,9.0,0.897
3,New York Rangers,78,40,24,0,94,60.3,3.846,3.218,1.1061,0.0,66.0,45.0,0.0,0.0,33.1282,28.7051,0.622,0.364,0.69,1.0,0.738,0.35,0.0,0.0,0.0,0.0,11.6,0.888
4,Philadelphia Flyers,78,50,16,0,112,71.8,3.5,2.103,1.8469,0.0,60.0,49.0,0.0,0.0,33.8846,28.359,0.792,0.4,0.912,0.977,0.851,0.5,0.0,0.0,0.0,0.0,10.3,0.926
5,Pittsburgh Penguins,78,28,41,0,65,41.7,3.103,3.5,0.8302,0.0,47.0,47.0,0.0,0.0,31.5513,29.6538,0.5,0.25,0.75,0.917,0.559,0.235,0.0,0.0,0.0,0.0,9.8,0.882
6,Boston Bruins,78,52,17,0,113,72.4,4.474,2.833,1.5671,0.0,65.0,48.0,0.0,0.0,33.9615,29.3077,0.783,0.5,0.968,0.978,0.83,0.65,0.0,0.0,0.0,0.0,13.2,0.903
7,Buffalo Sabres,78,32,34,0,76,48.7,3.103,3.205,0.9579,0.0,48.0,42.0,0.0,0.0,31.2179,28.7436,0.533,0.242,0.615,0.964,0.55,0.435,0.0,0.0,0.0,0.0,9.9,0.888
8,Montréal Canadiens,78,45,24,0,99,63.5,3.756,3.077,1.2982,0.0,51.0,51.0,0.0,0.0,30.1923,29.7692,0.675,0.474,0.84,0.929,0.697,0.636,0.0,0.0,0.0,0.0,12.4,0.897
10,Toronto Maple Leafs,78,35,27,0,86,55.1,3.513,2.949,1.2609,0.0,51.0,49.0,0.0,0.0,34.7692,29.1667,0.596,0.226,0.741,0.923,0.617,0.357,0.0,0.0,0.0,0.0,10.1,0.899
47,Atlanta Flames,78,30,34,0,74,47.4,2.744,3.051,0.9306,0.0,44.0,45.0,0.0,0.0,30.5256,30.3974,0.667,0.178,0.81,0.929,0.536,0.394,0.0,0.0,0.0,0.0,9.0,0.9
16,Chicago Blackhawks,78,41,14,0,105,67.3,3.487,2.103,1.6311,0.0,55.0,26.0,0.0,0.0,27.3846,28.8077,0.64,0.321,0.828,0.947,0.846,0.64,0.0,0.0,0.0,0.0,12.7,0.927
17,Detroit Red Wings,78,29,39,0,68,43.6,3.269,4.09,0.7008,0.0,59.0,49.0,0.0,0.0,29.8462,32.1795,0.724,0.163,0.842,0.885,0.667,0.289,0.0,0.0,0.0,0.0,11.0,0.873
19,St. Louis Blues,78,26,40,0,64,41.0,2.641,3.179,0.8793,0.0,39.0,56.0,0.0,0.0,28.8974,31.0769,0.475,0.184,0.611,0.95,0.538,0.282,0.0,0.0,0.0,0.0,9.1,0.898
23,Vancouver Canucks,78,24,43,0,59,37.8,2.872,3.795,0.7596,0.0,55.0,70.0,0.0,0.0,28.2308,31.7436,0.556,0.176,0.65,0.952,0.462,0.282,0.0,0.0,0.0,0.0,10.2,0.88
56,California Golden Seals,78,13,55,0,36,23.1,2.5,4.385,0.5481,0.0,34.0,46.0,0.0,0.0,25.5513,34.6154,0.25,0.13,0.636,0.9,0.417,0.143,0.0,0.0,0.0,0.0,9.8,0.873
26,Los Angeles Kings,78,33,33,0,78,50.0,2.987,2.962,1.0881,0.0,43.0,48.0,0.0,0.0,28.9872,29.0897,0.521,0.267,0.842,0.96,0.625,0.375,0.0,0.0,0.0,0.0,10.3,0.898
31,Minnesota North Stars,78,23,38,0,63,40.4,3.013,3.526,0.8545,0.0,37.0,51.0,0.0,0.0,31.6154,33.4615,0.333,0.256,0.619,0.905,0.538,0.265,0.0,0.0,0.0,0.0,9.5,0.895
