id,teamName,gamesPlayed,wins,losses,ot,pts,ptPctg,goalsPerGame,goalsAgainstPerGame,evGGARatio,powerPlayPercentage,powerPlayGoals,powerPlayGoalsAgainst,powerPlayOpportunities,penaltyKillPercentage,shotsPerGame,shotsAllowed,winScoreFirst,winOppScoreFirst,winLeadFirstPer,winLeadSecondPer,winOutshootOpp,winOutshotByOpp,faceOffsTaken,faceOffsWon,faceOffsLost,faceOffWinPercentage,shootingPctg,savePctg
2,New York Islanders,80,48,17,0,111,69.4,4.175,2.625,1.6712,31.4,71.0,45.0,226.0,83.5,31.125,28.2,0.667,0.5,0.935,1.0,0.846,0.542,0.0,0.0,0.0,0.0,13.4,0.907
35,Colorado Rockies,80,19,40,0,59,36.9,3.213,3.813,0.7807,22.6,63.0,53.0,279.0,77.6,30.0375,31.6375,0.27,0.209,0.692,0.773,0.44,0.235,0.0,0.0,0.0,0.0,10.7,0.879
3,New York Rangers,80,30,37,0,73,45.6,3.488,3.5,0.8702,28.8,78.0,48.0,271.0,80.2,28.1375,31.375,0.561,0.179,0.808,0.857,0.714,0.311,0.0,0.0,0.0,0.0,12.4,0.888
4,Philadelphia Flyers,80,45,20,0,105,65.6,3.7,2.5,1.8261,23.6,51.0,66.0,216.0,80.6,32.9375,25.5,0.833,0.263,1.0,0.973,0.76,0.429,0.0,0.0,0.0,0.0,11.2,0.902
5,Pittsburgh Penguins,80,25,37,0,68,42.5,3.175,4.013,0.7773,21.1,53.0,61.0,251.0,74.7,28.825,34.8625,0.581,0.143,0.833,1.0,0.55,0.35,0.0,0.0,0.0,0.0,11.0,0.885
6,Boston Bruins,80,51,18,0,113,70.6,4.163,2.725,1.7097,20.2,49.0,53.0,242.0,82.1,30.3125,22.4875,0.767,0.486,0.946,0.977,0.786,0.5,0.0,0.0,0.0,0.0,13.7,0.879
7,Buffalo Sabres,80,44,19,0,105,65.6,3.6,2.688,1.2544,22.2,52.0,31.0,234.0,85.8,30.9875,27.8625,0.7,0.3,0.963,0.955,0.771,0.577,0.0,0.0,0.0,0.0,11.6,0.904
8,Montréal Canadiens,80,59,10,0,129,80.6,4.488,2.288,1.971,31.9,73.0,40.0,229.0,81.0,32.7625,25.9375,0.86,0.533,0.977,0.981,0.882,0.846,0.0,0.0,0.0,0.0,13.7,0.912
10,Toronto Maple Leafs,80,41,29,0,92,57.5,3.388,2.963,1.1481,21.4,57.0,54.0,267.0,81.4,29.675,30.375,0.683,0.333,0.833,0.964,0.621,0.553,0.0,0.0,0.0,0.0,11.4,0.902
47,Atlanta Flames,80,34,27,0,87,54.4,3.425,3.15,1.1632,22.5,43.0,51.0,191.0,80.2,29.225,26.6625,0.525,0.325,0.727,0.931,0.718,0.238,0.0,0.0,0.0,0.0,11.7,0.882
15,Washington Capitals,80,17,49,0,48,30.0,2.438,4.013,0.7416,12.5,34.0,73.0,272.0,71.4,24.95,31.25,0.296,0.17,0.5,0.824,0.389,0.208,0.0,0.0,0.0,0.0,9.8,0.872
16,Chicago Blackhawks,80,32,29,0,83,51.9,2.875,2.75,1.0368,21.0,43.0,46.0,205.0,84.4,29.2125,30.85,0.591,0.167,0.88,0.931,0.6,0.467,0.0,0.0,0.0,0.0,9.8,0.911
49,Cleveland Barons,80,22,45,0,57,35.6,2.875,4.063,0.6855,15.1,41.0,61.0,271.0,74.2,26.7375,32.8,0.412,0.174,0.706,0.95,0.474,0.283,0.0,0.0,0.0,0.0,10.8,0.876
17,Detroit Red Wings,80,32,34,0,78,48.8,3.15,3.325,0.8708,20.8,59.0,64.0,284.0,78.1,28.4125,28.3875,0.556,0.2,0.808,1.0,0.656,0.344,0.0,0.0,0.0,0.0,11.1,0.883
19,St. Louis Blues,80,20,47,0,53,33.1,2.438,3.8,0.6059,16.7,44.0,52.0,263.0,73.3,27.8375,29.75,0.417,0.114,0.688,0.947,0.435,0.233,0.0,0.0,0.0,0.0,8.8,0.872
23,Vancouver Canucks,80,20,43,0,57,35.6,2.988,4.0,0.6878,22.5,60.0,65.0,267.0,71.5,25.65,30.775,0.483,0.118,0.706,0.833,0.684,0.146,0.0,0.0,0.0,0.0,11.6,0.87
26,Los Angeles Kings,80,31,34,0,77,48.1,3.038,3.063,0.9454,19.5,50.0,46.0,257.0,80.0,31.4625,26.8875,0.632,0.167,0.773,0.933,0.59,0.273,0.0,0.0,0.0,0.0,9.7,0.886
31,Minnesota North Stars,80,18,53,0,45,28.1,2.725,4.063,0.6681,14.9,49.0,61.0,328.0,71.6,28.8125,31.5,0.381,0.053,0.55,0.875,0.346,0.205,0.0,0.0,0.0,0.0,9.5,0.871
