id,teamName,gamesPlayed,wins,losses,ot,pts,ptPctg,goalsPerGame,goalsAgainstPerGame,evGGARatio,powerPlayPercentage,powerPlayGoals,powerPlayGoalsAgainst,powerPlayOpportunities,penaltyKillPercentage,shotsPerGame,shotsAllowed,winScoreFirst,winOppScoreFirst,winLeadFirstPer,winLeadSecondPer,winOutshootOpp,winOutshotByOpp,faceOffsTaken,faceOffsWon,faceOffsLost,faceOffWinPercentage,shootingPctg,savePctg
32,Quebec Nordiques,80,12,61,0,31,19.4,3.0,5.088,0.9286,18.9,70.0,98.0,371.0,74.3,28.7625,34.425,0.259,0.094,0.375,0.615,0.222,0.115,0.0,0.0,0.0,0.0,10.4,0.852
33,Winnipeg Jets (1979),80,37,32,0,85,53.1,3.725,3.625,1.1429,18.7,65.0,57.0,347.0,82.8,30.375,29.725,0.556,0.343,0.514,0.778,0.452,0.5,0.0,0.0,0.0,0.0,12.3,0.878
1,New Jersey Devils,80,37,34,0,83,51.9,3.688,3.6,1.2314,19.0,64.0,67.0,337.0,80.2,30.8,30.7125,0.522,0.382,0.656,0.778,0.459,0.45,0.0,0.0,0.0,0.0,12.0,0.883
34,Hartford Whalers,80,38,33,0,85,53.1,3.438,3.35,1.0889,20.1,80.0,74.0,398.0,81.5,28.3,26.6375,0.644,0.257,0.767,0.929,0.489,0.484,0.0,0.0,0.0,0.0,12.1,0.874
2,New York Islanders,80,31,38,0,73,45.6,3.513,3.6,1.1786,23.6,78.0,87.0,330.0,76.5,29.4875,33.525,0.424,0.362,0.417,0.786,0.435,0.389,0.0,0.0,0.0,0.0,11.9,0.893
3,New York Rangers,80,36,31,0,85,53.1,3.488,3.338,0.7616,23.3,103.0,77.0,442.0,78.7,29.8125,30.0375,0.595,0.289,0.63,0.758,0.41,0.459,0.0,0.0,0.0,0.0,11.7,0.889
4,Philadelphia Flyers,80,30,39,0,71,44.4,3.625,3.713,1.0,19.2,65.0,77.0,338.0,81.0,30.85,31.8,0.524,0.211,0.64,0.719,0.515,0.295,0.0,0.0,0.0,0.0,11.8,0.883
5,Pittsburgh Penguins,80,32,40,0,72,45.0,3.975,4.488,0.7468,21.3,86.0,94.0,403.0,74.7,29.0,33.55,0.6,0.2,0.731,0.833,0.483,0.354,0.0,0.0,0.0,0.0,13.7,0.866
6,Boston Bruins,80,46,25,0,101,63.1,3.613,2.9,0.9206,23.6,83.0,53.0,352.0,83.2,32.6375,26.8375,0.682,0.444,0.741,0.769,0.603,0.476,0.0,0.0,0.0,0.0,11.1,0.892
7,Buffalo Sabres,80,45,27,0,98,61.3,3.575,3.1,0.738,22.1,79.0,58.0,358.0,83.4,30.2,31.55,0.703,0.442,0.76,0.861,0.657,0.537,0.0,0.0,0.0,0.0,11.8,0.902
8,Montréal Canadiens,80,41,28,0,93,58.1,3.6,2.925,1.0547,15.9,54.0,57.0,340.0,80.6,31.1,28.75,0.705,0.278,0.76,0.829,0.56,0.429,0.0,0.0,0.0,0.0,11.6,0.898
10,Toronto Maple Leafs,80,38,38,0,80,50.0,4.213,4.475,1.1969,23.3,81.0,89.0,348.0,78.1,30.4375,34.975,0.625,0.325,0.625,0.833,0.583,0.429,0.0,0.0,0.0,0.0,13.8,0.872
15,Washington Capitals,80,36,38,0,78,48.8,3.55,3.438,0.9874,17.0,70.0,71.0,412.0,80.8,30.2625,29.05,0.643,0.237,0.724,0.75,0.419,0.471,0.0,0.0,0.0,0.0,11.7,0.882
16,Chicago Blackhawks,80,41,33,0,88,55.0,3.95,3.675,0.9645,22.9,80.0,75.0,349.0,80.2,33.0,27.35,0.667,0.386,0.735,0.917,0.589,0.3,0.0,0.0,0.0,0.0,12.0,0.866
17,Detroit Red Wings,80,28,38,0,70,43.8,3.6,4.038,0.9197,16.4,58.0,92.0,354.0,75.2,28.275,31.0625,0.485,0.255,0.65,0.696,0.483,0.304,0.0,0.0,0.0,0.0,12.7,0.87
19,St. Louis Blues,80,37,34,0,83,51.9,3.688,3.488,0.8302,22.5,79.0,67.0,351.0,80.9,29.1625,29.5,0.61,0.308,0.71,0.833,0.417,0.488,0.0,0.0,0.0,0.0,12.6,0.882
20,Calgary Flames,80,42,23,0,99,61.9,4.35,3.313,1.1898,27.7,99.0,76.0,357.0,79.2,34.35,25.3375,0.61,0.436,0.686,0.738,0.545,0.429,0.0,0.0,0.0,0.0,12.7,0.869
22,Edmonton Oilers,80,38,28,0,90,56.3,3.938,3.538,0.9645,20.6,84.0,82.0,407.0,80.3,28.15,29.0625,0.625,0.25,0.743,0.816,0.486,0.41,0.0,0.0,0.0,0.0,14.0,0.878
23,Vancouver Canucks,80,25,41,0,64,40.0,3.063,3.825,1.0069,17.1,64.0,86.0,374.0,74.8,28.8375,30.3375,0.514,0.14,0.632,0.81,0.429,0.222,0.0,0.0,0.0,0.0,10.6,0.874
26,Los Angeles Kings,80,34,39,0,75,46.9,4.225,4.213,1.1852,22.2,76.0,88.0,343.0,75.9,29.65,31.0375,0.703,0.186,0.71,0.786,0.406,0.435,0.0,0.0,0.0,0.0,14.2,0.864
31,Minnesota North Stars,80,36,40,0,76,47.5,3.55,3.638,0.578,21.0,81.0,74.0,386.0,81.3,32.1375,30.325,0.59,0.317,0.613,0.838,0.533,0.375,0.0,0.0,0.0,0.0,11.0,0.88
