id,teamName,gamesPlayed,wins,losses,ot,pts,ptPctg,goalsPerGame,goalsAgainstPerGame,evGGARatio,powerPlayPercentage,powerPlayGoals,powerPlayGoalsAgainst,powerPlayOpportunities,penaltyKillPercentage,shotsPerGame,shotsAllowed,winScoreFirst,winOppScoreFirst,winLeadFirstPer,winLeadSecondPer,winOutshootOpp,winOutshotByOpp,faceOffsTaken,faceOffsWon,faceOffsLost,faceOffWinPercentage,shootingPctg,savePctg
1,New Jersey Devils,48,22,18,0,52,54.2,2.833,2.521,0.7616,13.4,22.0,28.0,164.0,81.2,30.0833,25.375,0.6,0.304,0.667,0.714,0.533,0.313,0.0,0.0,0.0,0.0,9.4,0.901
2,New York Islanders,48,15,28,0,35,36.5,2.625,3.292,1.0,15.7,28.0,46.0,178.0,78.4,28.2708,30.1667,0.368,0.276,0.5,0.8,0.235,0.379,0.0,0.0,0.0,0.0,9.3,0.891
3,New York Rangers,48,22,23,0,47,49.0,2.896,2.792,0.7468,20.0,40.0,34.0,200.0,83.8,31.8542,26.3125,0.583,0.333,0.643,0.938,0.5,0.364,0.0,0.0,0.0,0.0,9.1,0.894
4,Philadelphia Flyers,48,28,16,0,60,62.5,3.125,2.75,0.8302,19.6,40.0,37.0,204.0,80.8,27.375,26.8542,0.72,0.435,0.85,0.882,0.741,0.381,0.0,0.0,0.0,0.0,11.4,0.898
5,Pittsburgh Penguins,48,29,16,0,61,63.5,3.771,3.292,1.1969,19.0,42.0,46.0,221.0,79.9,29.1667,32.875,0.65,0.571,0.75,0.913,0.5,0.667,0.0,0.0,0.0,0.0,12.9,0.9
6,Boston Bruins,48,27,18,0,57,59.4,3.125,2.646,0.738,21.8,46.0,24.0,211.0,86.8,34.3958,24.3333,0.64,0.478,0.875,0.941,0.558,0.6,0.0,0.0,0.0,0.0,9.1,0.891
7,Buffalo Sabres,48,22,19,0,51,53.1,2.708,2.479,1.1898,18.6,45.0,32.0,242.0,85.4,26.5833,30.375,0.556,0.333,0.625,0.875,0.467,0.438,0.0,0.0,0.0,0.0,10.2,0.918
8,Montréal Canadiens,48,18,23,0,43,44.8,2.604,3.083,1.1786,16.3,28.0,37.0,172.0,80.6,28.6667,31.9167,0.545,0.231,0.8,0.75,0.316,0.407,0.0,0.0,0.0,0.0,9.1,0.903
9,Ottawa Senators,48,9,34,0,23,24.0,2.438,3.625,0.9286,14.4,31.0,39.0,215.0,80.4,25.9792,32.5208,0.286,0.111,0.556,0.667,0.167,0.147,0.0,0.0,0.0,0.0,9.4,0.889
10,Toronto Maple Leafs,48,21,19,0,50,52.1,2.813,3.042,1.1203,17.0,37.0,28.0,218.0,84.8,31.6667,31.9167,0.533,0.278,0.647,0.895,0.571,0.375,0.0,0.0,0.0,0.0,8.9,0.905
