id,teamName,gamesPlayed,wins,losses,ot,pts,ptPctg,goalsPerGame,goalsAgainstPerGame,evGGARatio,powerPlayPercentage,powerPlayGoals,powerPlayGoalsAgainst,powerPlayOpportunities,penaltyKillPercentage,shotsPerGame,shotsAllowed,winScoreFirst,winOppScoreFirst,winLeadFirstPer,winLeadSecondPer,winOutshootOpp,winOutshotByOpp,faceOffsTaken,faceOffsWon,faceOffsLost,faceOffWinPercentage,shootingPctg,savePctg
13,Florida Panthers,48,20,22,0,46,47.9,2.396,2.646,0.578,13.1,29.0,32.0,222.0,83.2,24.8125,28.4583,0.615,0.182,0.529,0.786,0.5,0.355,0.0,0.0,0.0,0.0,9.7,0.907
14,Tampa Bay Lightning,48,17,28,0,37,38.5,2.5,3.0,1.3468,14.1,25.0,32.0,177.0,84.3,26.6667,27.6042,0.464,0.2,0.563,0.789,0.421,0.292,0.0,0.0,0.0,0.0,9.4,0.891
15,Washington Capitals,48,22,18,0,52,54.2,2.833,2.5,1.3333,19.9,45.0,34.0,226.0,84.5,28.875,24.8333,0.652,0.28,0.714,0.944,0.452,0.438,0.0,0.0,0.0,0.0,9.8,0.899
16,Chicago Blackhawks,48,24,19,0,53,55.2,3.25,2.396,0.9197,24.5,52.0,36.0,212.0,84.2,30.0625,24.8958,0.625,0.375,0.696,1.0,0.515,0.467,0.0,0.0,0.0,0.0,10.8,0.904
17,Detroit Red Wings,48,33,11,0,70,72.9,3.75,2.438,1.0889,24.2,52.0,28.0,215.0,86.4,32.7292,25.125,0.815,0.524,0.87,0.929,0.667,0.75,0.0,0.0,0.0,0.0,11.5,0.903
19,St. Louis Blues,48,28,15,0,61,63.5,3.708,2.813,1.1429,16.4,36.0,46.0,220.0,80.2,29.3958,28.25,0.714,0.481,1.0,0.95,0.615,0.474,0.0,0.0,0.0,0.0,12.6,0.9
20,Calgary Flames,48,24,17,0,55,57.3,3.396,2.813,0.9645,18.5,39.0,37.0,211.0,85.1,30.2292,29.3333,0.708,0.292,0.765,0.778,0.583,0.409,0.0,0.0,0.0,0.0,11.2,0.904
22,Edmonton Oilers,48,17,27,0,38,39.6,2.833,3.813,1.1852,16.2,42.0,52.0,259.0,77.6,29.7292,30.6042,0.556,0.233,0.769,0.833,0.45,0.269,0.0,0.0,0.0,0.0,9.5,0.875
23,Vancouver Canucks,48,18,18,0,48,50.0,3.188,3.083,0.7738,19.8,47.0,39.0,238.0,83.4,32.8958,29.6042,0.556,0.143,0.714,0.75,0.412,0.286,0.0,0.0,0.0,0.0,9.7,0.896
24,Anaheim Ducks,48,16,27,0,37,38.5,2.604,3.417,0.9206,11.4,23.0,47.0,202.0,75.6,28.0417,33.0417,0.65,0.107,0.818,0.824,0.4,0.303,0.0,0.0,0.0,0.0,9.3,0.897
25,Dallas Stars,48,17,23,0,42,43.8,2.833,2.813,0.9645,15.7,39.0,34.0,248.0,84.4,31.6667,28.9167,0.414,0.263,0.538,0.765,0.379,0.353,0.0,0.0,0.0,0.0,8.9,0.903
26,Los Angeles Kings,48,16,23,0,41,42.7,2.958,3.625,1.2314,17.5,35.0,42.0,200.0,81.0,30.0625,34.75,0.522,0.16,0.765,0.824,0.294,0.367,0.0,0.0,0.0,0.0,9.8,0.896
28,San Jose Sharks,48,19,25,0,42,43.8,2.688,3.354,0.9874,11.8,24.0,39.0,203.0,81.2,24.0,31.6042,0.609,0.2,0.75,0.882,0.333,0.368,0.0,0.0,0.0,0.0,11.2,0.894
32,Quebec Nordiques,48,30,13,0,65,67.7,3.854,2.792,1.0069,24.2,45.0,38.0,186.0,81.2,30.1667,30.3125,0.741,0.476,0.882,0.923,0.652,0.625,0.0,0.0,0.0,0.0,12.8,0.908
33,Winnipeg Jets (1979),48,16,25,0,39,40.6,3.271,3.688,1.2743,19.2,42.0,40.0,219.0,82.9,29.75,32.1875,0.455,0.231,0.462,0.765,0.056,0.483,0.0,0.0,0.0,0.0,11.0,0.885
34,Hartford Whalers,48,19,24,0,43,44.8,2.646,2.938,1.0547,17.2,30.0,37.0,174.0,80.0,29.75,30.7083,0.478,0.32,0.688,0.846,0.476,0.36,0.0,0.0,0.0,0.0,8.9,0.904
