id,teamName,gamesPlayed,wins,losses,ot,pts,ptPctg,goalsPerGame,goalsAgainstPerGame,evGGARatio,powerPlayPercentage,powerPlayGoals,powerPlayGoalsAgainst,powerPlayOpportunities,penaltyKillPercentage,shotsPerGame,shotsAllowed,winScoreFirst,winOppScoreFirst,winLeadFirstPer,winLeadSecondPer,winOutshootOpp,winOutshotByOpp,faceOffsTaken,faceOffsWon,faceOffsLost,faceOffWinPercentage,shootingPctg,savePctg
1,New Jersey Devils,82,45,23,0,104,63.4,2.817,2.22,1.0,13.9,40.0,28.0,288.0,88.0,31.622,26.3415,0.678,0.217,0.714,0.767,0.474,0.7,0.0,0.0,0.0,0.0,8.9,0.916
2,New York Islanders,82,29,41,0,70,42.7,2.927,3.049,0.7468,13.9,48.0,53.0,346.0,83.3,26.6829,30.2561,0.5,0.214,0.5,0.742,0.32,0.357,0.0,0.0,0.0,0.0,11.0,0.899
3,New York Rangers,82,38,34,0,86,52.4,3.146,2.817,0.9286,21.9,63.0,69.0,287.0,79.9,30.8293,31.561,0.703,0.267,0.733,0.857,0.385,0.535,0.0,0.0,0.0,0.0,10.2,0.911
4,Philadelphia Flyers,82,45,24,0,103,62.8,3.341,2.646,1.1969,14.6,53.0,49.0,362.0,85.6,32.2439,25.6951,0.744,0.372,0.742,0.857,0.627,0.35,0.0,0.0,0.0,0.0,10.4,0.897
5,Pittsburgh Penguins,82,38,36,0,84,51.2,3.476,3.415,0.9874,21.8,74.0,64.0,339.0,81.0,29.439,34.2927,0.659,0.237,0.6,0.765,0.5,0.434,0.0,0.0,0.0,0.0,11.8,0.9
6,Boston Bruins,82,26,47,0,61,37.2,2.854,3.659,0.738,14.8,46.0,56.0,310.0,81.8,29.5976,29.6463,0.6,0.106,0.765,0.95,0.25,0.371,0.0,0.0,0.0,0.0,9.6,0.877
7,Buffalo Sabres,82,40,30,0,92,56.1,2.89,2.537,1.1898,13.2,43.0,59.0,326.0,83.7,25.4878,33.2683,0.717,0.194,0.806,0.771,0.583,0.463,0.0,0.0,0.0,0.0,11.3,0.924
8,Montréal Canadiens,82,31,36,0,77,47.0,3.037,3.366,0.7616,15.7,53.0,71.0,337.0,79.5,30.1707,33.9024,0.611,0.196,0.655,0.759,0.31,0.44,0.0,0.0,0.0,0.0,10.1,0.901
9,Ottawa Senators,82,31,36,0,77,47.0,2.756,2.854,0.8302,16.7,56.0,48.0,336.0,81.8,29.2317,25.8171,0.594,0.24,0.6,0.828,0.415,0.321,0.0,0.0,0.0,0.0,9.4,0.889
10,Toronto Maple Leafs,82,30,44,0,68,41.5,2.805,3.329,0.7738,15.5,48.0,59.0,309.0,82.0,29.2805,34.4268,0.533,0.162,0.676,0.8,0.458,0.316,0.0,0.0,0.0,0.0,9.6,0.903
13,Florida Panthers,82,35,28,0,89,54.3,2.695,2.451,1.0547,14.2,50.0,50.0,352.0,85.5,29.1098,28.7805,0.651,0.179,0.577,0.75,0.439,0.432,0.0,0.0,0.0,0.0,9.3,0.915
14,Tampa Bay Lightning,82,32,40,0,74,45.1,2.646,3.012,1.1203,13.8,47.0,55.0,340.0,84.7,31.3902,28.8415,0.605,0.205,0.607,0.636,0.417,0.355,0.0,0.0,0.0,0.0,8.4,0.896
15,Washington Capitals,82,33,40,0,75,45.7,2.61,2.817,1.2743,15.8,51.0,54.0,322.0,84.7,28.9024,26.378,0.676,0.178,0.63,0.8,0.37,0.469,0.0,0.0,0.0,0.0,9.0,0.893
16,Chicago Blackhawks,82,34,35,0,81,49.4,2.72,2.561,0.9197,14.8,45.0,59.0,304.0,84.2,30.378,29.4512,0.55,0.286,0.6,0.793,0.391,0.457,0.0,0.0,0.0,0.0,9.0,0.913
17,Detroit Red Wings,82,38,26,0,94,57.3,3.085,2.402,1.1852,17.9,66.0,46.0,368.0,86.7,33.2439,25.3049,0.643,0.275,0.711,0.733,0.508,0.35,0.0,0.0,0.0,0.0,9.3,0.905
19,St. Louis Blues,82,36,35,0,83,50.6,2.878,2.915,1.3468,15.3,50.0,55.0,327.0,83.4,29.4512,27.378,0.596,0.229,0.633,0.813,0.383,0.467,0.0,0.0,0.0,0.0,9.8,0.894
20,Calgary Flames,82,32,41,0,73,44.5,2.61,2.915,0.9645,16.9,61.0,58.0,361.0,83.1,31.3537,28.5,0.606,0.245,0.682,0.88,0.327,0.433,0.0,0.0,0.0,0.0,8.3,0.898
21,Colorado Avalanche,82,49,24,0,107,65.2,3.378,2.5,0.9645,20.6,83.0,42.0,403.0,87.6,31.9512,30.2073,0.804,0.333,0.793,0.833,0.571,0.613,0.0,0.0,0.0,0.0,10.6,0.917
22,Edmonton Oilers,82,36,37,0,81,49.4,3.073,3.012,0.578,18.0,73.0,59.0,406.0,82.5,30.7439,31.1707,0.683,0.195,0.767,0.839,0.432,0.444,0.0,0.0,0.0,0.0,10.0,0.903
23,Vancouver Canucks,82,35,40,0,77,47.0,3.134,3.329,1.3333,16.8,51.0,66.0,303.0,80.8,28.061,30.2073,0.676,0.25,0.792,0.906,0.406,0.447,0.0,0.0,0.0,0.0,11.2,0.89
24,Anaheim Ducks,82,36,33,0,85,51.8,2.988,2.841,0.9206,16.8,56.0,62.0,333.0,81.5,28.4268,32.7805,0.571,0.242,0.625,0.771,0.524,0.421,0.0,0.0,0.0,0.0,10.5,0.913
25,Dallas Stars,82,48,26,0,104,63.4,3.073,2.415,1.0889,14.7,46.0,51.0,314.0,83.4,29.7439,25.3415,0.727,0.421,0.818,0.923,0.556,0.68,0.0,0.0,0.0,0.0,10.3,0.905
26,Los Angeles Kings,82,28,43,0,67,40.9,2.61,3.268,1.1786,13.6,46.0,45.0,338.0,87.2,29.0122,33.8902,0.605,0.114,0.75,0.852,0.476,0.288,0.0,0.0,0.0,0.0,9.0,0.904
27,Phoenix Coyotes,82,38,37,0,83,50.6,2.927,2.963,1.0069,18.1,65.0,47.0,359.0,85.9,30.0854,30.7317,0.73,0.244,0.962,0.939,0.429,0.5,0.0,0.0,0.0,0.0,9.7,0.904
28,San Jose Sharks,82,27,47,0,62,37.8,2.573,3.39,1.1429,14.3,50.0,66.0,349.0,83.8,28.7805,29.2439,0.525,0.143,0.667,0.708,0.353,0.302,0.0,0.0,0.0,0.0,8.9,0.884
34,Hartford Whalers,82,32,39,0,75,45.7,2.756,3.122,1.2314,18.1,58.0,51.0,321.0,84.6,29.6951,31.5,0.575,0.214,0.643,0.724,0.4,0.395,0.0,0.0,0.0,0.0,9.3,0.901
