id,teamName,gamesPlayed,wins,losses,ot,pts,ptPctg,goalsPerGame,goalsAgainstPerGame,evGGARatio,powerPlayPercentage,powerPlayGoals,powerPlayGoalsAgainst,powerPlayOpportunities,penaltyKillPercentage,shotsPerGame,shotsAllowed,winScoreFirst,winOppScoreFirst,winLeadFirstPer,winLeadSecondPer,winOutshootOpp,winOutshotByOpp,faceOffsTaken,faceOffsWon,faceOffsLost,faceOffWinPercentage,shootingPctg,savePctg
3,New York Rangers,78,49,18,0,109,69.9,3.321,2.269,1.464,0.0,60.0,41.0,0.0,0.0,35.8333,28.0128,0.787,0.387,0.897,0.973,0.774,0.571,0.0,0.0,0.0,0.0,9.3,0.919
4,Philadelphia Flyers,78,28,33,0,73,46.8,2.654,2.885,0.9557,0.0,42.0,49.0,0.0,0.0,31.0769,31.7949,0.5,0.25,0.765,1.0,0.769,0.276,0.0,0.0,0.0,0.0,8.5,0.909
5,Pittsburgh Penguins,78,21,37,0,62,39.7,2.833,3.077,0.875,0.0,55.0,49.0,0.0,0.0,32.8462,29.3333,0.486,0.073,0.8,0.895,0.528,0.105,0.0,0.0,0.0,0.0,8.6,0.895
6,Boston Bruins,78,57,14,0,121,77.6,5.115,2.654,2.0216,0.0,81.0,52.0,0.0,0.0,40.5897,31.2564,0.796,0.621,0.878,0.981,0.869,0.25,0.0,0.0,0.0,0.0,12.6,0.915
7,Buffalo Sabres,78,24,39,0,63,40.4,2.782,3.731,0.7095,0.0,56.0,56.0,0.0,0.0,26.6538,36.1282,0.514,0.14,0.7,0.875,0.636,0.32,0.0,0.0,0.0,0.0,10.4,0.897
8,Montréal Canadiens,78,42,23,0,97,62.2,3.731,2.769,1.2662,0.0,71.0,49.0,0.0,0.0,32.8333,31.9744,0.638,0.387,0.938,1.0,0.742,0.5,0.0,0.0,0.0,0.0,11.4,0.913
10,Toronto Maple Leafs,78,37,33,0,82,52.6,3.179,2.705,1.1554,0.0,53.0,46.0,0.0,0.0,32.7692,32.9872,0.684,0.275,0.828,0.882,0.613,0.444,0.0,0.0,0.0,0.0,9.7,0.918
16,Chicago Blackhawks,78,49,20,0,107,68.6,3.551,2.359,1.6179,0.0,60.0,47.0,0.0,0.0,31.0,28.7821,0.714,0.528,0.917,1.0,0.805,0.538,0.0,0.0,0.0,0.0,11.5,0.918
17,Detroit Red Wings,78,22,45,0,55,35.3,2.679,3.949,0.6577,0.0,48.0,66.0,0.0,0.0,31.5513,32.1795,0.485,0.133,0.706,0.933,0.414,0.25,0.0,0.0,0.0,0.0,8.5,0.877
19,St. Louis Blues,78,34,25,0,87,55.8,2.859,2.667,1.0069,0.0,56.0,49.0,0.0,0.0,30.9103,28.9744,0.667,0.167,0.826,0.969,0.727,0.409,0.0,0.0,0.0,0.0,9.2,0.908
23,Vancouver Canucks,78,24,46,0,56,35.9,2.936,3.795,0.875,0.0,52.0,81.0,0.0,0.0,28.6026,34.7179,0.486,0.146,0.75,0.826,0.556,0.269,0.0,0.0,0.0,0.0,10.3,0.891
56,California Golden Seals,78,20,53,0,45,28.8,2.551,4.103,0.6266,0.0,39.0,58.0,0.0,0.0,29.0513,33.7949,0.444,0.095,0.722,0.85,0.625,0.102,0.0,0.0,0.0,0.0,8.8,0.879
26,Los Angeles Kings,78,25,40,0,63,40.4,3.064,3.885,0.8106,0.0,41.0,54.0,0.0,0.0,31.7179,34.3974,0.6,0.146,0.75,0.87,0.571,0.262,0.0,0.0,0.0,0.0,9.7,0.887
31,Minnesota North Stars,78,28,34,0,72,46.2,2.449,2.859,0.8839,0.0,38.0,55.0,0.0,0.0,30.8846,31.9872,0.595,0.146,0.8,1.0,0.567,0.344,0.0,0.0,0.0,0.0,7.9,0.911
