id,teamName,gamesPlayed,wins,losses,ot,pts,ptPctg,goalsPerGame,goalsAgainstPerGame,evGGARatio,powerPlayPercentage,powerPlayGoals,powerPlayGoalsAgainst,powerPlayOpportunities,penaltyKillPercentage,shotsPerGame,shotsAllowed,winScoreFirst,winOppScoreFirst,winLeadFirstPer,winLeadSecondPer,winOutshootOpp,winOutshotByOpp,faceOffsTaken,faceOffsWon,faceOffsLost,faceOffWinPercentage,shootingPctg,savePctg
1,New Jersey Devils,82,32,36,14,78,47.6,2.146,2.549,0.9297,19.3,41.0,52.0,212.0,80.6,24.4878,30.7073,0.533,0.216,0.593,0.781,0.235,0.438,4659.0,2203.0,2456.0,47.3,8.8,0.917
2,New York Islanders,82,47,28,7,101,61.6,2.988,2.732,1.0802,18.7,50.0,48.0,267.0,78.0,33.7927,28.3049,0.592,0.545,0.667,0.781,0.607,0.476,4880.0,2402.0,2478.0,49.2,8.8,0.903
3,New York Rangers,82,53,22,7,113,68.9,3.024,2.28,1.3188,16.8,39.0,37.0,232.0,84.3,31.4878,29.4878,0.82,0.375,0.853,0.973,0.625,0.656,4917.0,2298.0,2619.0,46.7,9.6,0.923
4,Philadelphia Flyers,82,33,31,18,84,51.2,2.585,2.72,1.0073,23.4,60.0,61.0,256.0,77.1,29.4268,30.2561,0.688,0.22,0.731,0.864,0.475,0.341,5027.0,2571.0,2456.0,51.1,8.8,0.91
5,Pittsburgh Penguins,82,43,27,12,98,59.8,2.646,2.488,1.0882,19.3,49.0,42.0,254.0,84.8,31.6341,29.2805,0.673,0.303,0.735,0.882,0.587,0.485,4883.0,2396.0,2487.0,49.1,8.4,0.915
6,Boston Bruins,82,41,27,14,96,58.5,2.549,2.451,1.0357,17.8,38.0,44.0,213.0,82.0,31.0488,29.8659,0.674,0.308,0.742,0.871,0.512,0.471,5009.0,2686.0,2323.0,53.6,8.2,0.918
7,Buffalo Sabres,82,23,51,8,54,32.9,1.866,3.28,0.6099,13.4,30.0,64.0,224.0,75.1,24.1951,35.6098,0.528,0.087,0.563,0.647,0.5,0.246,4884.0,2195.0,2689.0,44.9,7.7,0.908
8,Montréal Canadiens,82,50,22,10,110,67.1,2.61,2.244,1.184,16.5,40.0,42.0,243.0,83.7,28.4634,30.122,0.821,0.419,0.714,0.865,0.611,0.585,5174.0,2695.0,2479.0,52.1,9.2,0.926
9,Ottawa Senators,82,43,26,13,99,60.4,2.829,2.537,1.0897,16.8,47.0,44.0,280.0,82.9,30.9634,32.1341,0.587,0.444,0.696,0.821,0.533,0.522,5020.0,2421.0,2599.0,48.2,9.1,0.921
10,Toronto Maple Leafs,82,30,44,8,68,41.5,2.512,3.134,0.8,15.9,45.0,52.0,283.0,80.5,29.2317,33.5122,0.677,0.176,0.762,0.826,0.375,0.382,5194.0,2547.0,2647.0,49.0,8.6,0.906
12,Carolina Hurricanes,82,30,41,11,71,43.3,2.232,2.671,0.756,18.8,45.0,29.0,240.0,84.7,30.7805,27.2683,0.611,0.174,0.708,0.759,0.423,0.25,4913.0,2602.0,2311.0,53.0,7.3,0.902
13,Florida Panthers,82,38,29,15,91,55.5,2.415,2.598,1.0272,16.3,40.0,50.0,246.0,80.0,30.6829,29.561,0.697,0.306,0.789,0.75,0.386,0.541,5155.0,2505.0,2650.0,48.6,7.9,0.912
14,Tampa Bay Lightning,82,50,24,8,108,65.9,3.159,2.512,1.2759,18.8,53.0,42.0,282.0,83.7,29.6098,27.8902,0.761,0.417,0.833,0.943,0.622,0.606,4772.0,2372.0,2400.0,49.7,10.7,0.91
15,Washington Capitals,82,45,26,11,101,61.6,2.89,2.427,1.0786,25.3,60.0,50.0,237.0,81.2,29.5,28.878,0.86,0.205,0.867,0.875,0.526,0.486,4921.0,2522.0,2399.0,51.2,9.8,0.916
16,Chicago Blackhawks,82,48,28,6,102,62.2,2.683,2.268,1.1923,17.6,46.0,35.0,261.0,83.4,33.8659,30.2073,0.761,0.361,0.897,1.0,0.596,0.586,4905.0,2553.0,2352.0,52.0,7.9,0.925
17,Detroit Red Wings,82,43,25,14,100,61.0,2.817,2.573,1.0455,23.8,70.0,55.0,294.0,80.9,29.622,28.3171,0.595,0.45,0.882,0.839,0.523,0.528,5015.0,2581.0,2434.0,51.5,9.5,0.909
18,Nashville Predators,82,47,25,10,104,63.4,2.756,2.463,1.2632,16.2,42.0,45.0,259.0,80.8,31.878,28.2561,0.711,0.455,0.741,0.771,0.63,0.529,5239.0,2562.0,2677.0,48.9,8.6,0.913
19,St. Louis Blues,82,51,24,7,109,66.5,2.915,2.402,1.1812,22.3,56.0,42.0,251.0,83.7,30.9146,27.2317,0.783,0.417,0.808,0.842,0.66,0.556,5123.0,2737.0,2386.0,53.4,9.4,0.912
20,Calgary Flames,82,45,30,7,97,59.1,2.89,2.598,1.0387,18.8,48.0,36.0,255.0,80.7,27.4634,29.1585,0.694,0.435,0.889,0.923,0.455,0.591,5123.0,2431.0,2692.0,47.5,10.5,0.911
21,Colorado Avalanche,82,39,31,12,90,54.9,2.549,2.72,0.9938,15.0,37.0,37.0,247.0,84.7,27.878,33.1585,0.676,0.311,0.696,0.852,0.6,0.418,5039.0,2561.0,2478.0,50.8,9.1,0.918
22,Edmonton Oilers,82,24,44,14,62,37.8,2.354,3.366,0.6784,17.7,41.0,51.0,232.0,76.7,28.4268,30.0488,0.471,0.167,0.435,0.63,0.333,0.273,4957.0,2390.0,2567.0,48.2,8.3,0.888
23,Vancouver Canucks,82,48,29,5,101,61.6,2.878,2.683,0.9627,19.3,46.0,38.0,238.0,85.7,29.9146,29.8293,0.771,0.447,0.773,0.882,0.65,0.524,4993.0,2330.0,2663.0,46.7,9.6,0.91
24,Anaheim Ducks,82,51,24,7,109,66.5,2.78,2.695,1.0395,15.7,37.0,52.0,235.0,81.0,29.9756,28.8659,0.766,0.429,0.813,0.938,0.59,0.643,5135.0,2652.0,2483.0,51.6,9.3,0.907
25,Dallas Stars,82,41,31,10,92,56.1,3.134,3.134,0.9832,19.0,55.0,49.0,290.0,80.7,31.1951,29.9268,0.644,0.324,0.75,0.763,0.357,0.611,5418.0,2804.0,2614.0,51.8,10.0,0.895
26,Los Angeles Kings,82,40,27,15,95,57.9,2.659,2.402,1.1832,19.0,47.0,45.0,247.0,80.9,30.9268,27.0,0.659,0.317,0.724,0.771,0.545,0.435,4929.0,2530.0,2399.0,51.3,8.6,0.911
28,San Jose Sharks,82,40,33,9,89,54.3,2.732,2.756,0.9103,21.6,55.0,48.0,254.0,78.5,31.5976,29.7073,0.707,0.268,0.786,0.8,0.5,0.5,5196.0,2698.0,2498.0,51.9,8.6,0.907
29,Columbus Blue Jackets,82,42,35,5,89,54.3,2.768,3.024,0.8765,21.7,53.0,60.0,244.0,80.2,28.8537,33.439,0.73,0.333,0.815,0.833,0.417,0.558,5068.0,2498.0,2570.0,49.3,9.6,0.91
30,Minnesota Wild,82,46,28,8,100,61.0,2.768,2.415,1.1419,15.8,39.0,32.0,246.0,86.3,30.7561,27.622,0.778,0.297,0.844,0.875,0.519,0.667,4995.0,2491.0,2504.0,49.9,9.0,0.913
52,Winnipeg Jets,82,43,26,13,99,60.4,2.72,2.488,1.1484,17.8,48.0,56.0,269.0,81.8,29.7439,28.6585,0.653,0.333,0.676,0.789,0.543,0.5,5065.0,2476.0,2589.0,48.9,9.1,0.913
53,Arizona Coyotes,82,24,50,8,56,34.1,2.012,3.256,0.6158,20.0,46.0,65.0,230.0,76.7,29.1829,33.1951,0.424,0.204,0.522,0.824,0.385,0.259,5142.0,2666.0,2476.0,51.9,6.9,0.902
