id,teamName,gamesPlayed,wins,losses,ot,pts,ptPctg,goalsPerGame,goalsAgainstPerGame,evGGARatio,powerPlayPercentage,powerPlayGoals,powerPlayGoalsAgainst,powerPlayOpportunities,penaltyKillPercentage,shotsPerGame,shotsAllowed,winScoreFirst,winOppScoreFirst,winLeadFirstPer,winLeadSecondPer,winOutshootOpp,winOutshotByOpp,faceOffsTaken,faceOffsWon,faceOffsLost,faceOffWinPercentage,shootingPctg,savePctg
16,Chicago Blackhawks,48,18,19,0,47,49.0,1.792,2.104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.583,0.167,0.857,1.0,0.0,0.0,0.0,0.0,0.0,0.0,59.3,0.0
50,Detroit Falcons,48,18,20,0,46,47.9,1.979,2.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.579,0.241,0.889,0.917,0.0,0.0,0.0,0.0,0.0,0.0,60.9,0.0
3,New York Rangers,48,23,17,0,54,56.3,2.792,2.333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.76,0.174,0.9,0.947,0.0,0.0,0.0,0.0,0.0,0.0,92.4,0.0
6,Boston Bruins,48,15,21,0,42,43.8,2.542,2.438,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.542,0.083,0.917,0.875,0.0,0.0,0.0,0.0,0.0,0.0,89.7,0.0
8,Montréal Canadiens,48,25,16,0,57,59.4,2.667,2.313,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.667,0.278,0.824,0.905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,Toronto Maple Leafs,48,23,18,0,53,55.2,3.229,2.646,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.773,0.231,0.938,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43,Montreal Maroons,48,19,22,0,45,46.9,2.958,2.896,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.545,0.269,0.733,0.944,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44,New York Americans,48,16,24,0,40,41.7,1.979,2.958,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.478,0.2,0.778,0.867,0.0,0.0,0.0,0.0,0.0,0.0,67.9,0.0
