id,teamName,gamesPlayed,wins,losses,ot,pts,ptPctg,goalsPerGame,goalsAgainstPerGame,evGGARatio,powerPlayPercentage,powerPlayGoals,powerPlayGoalsAgainst,powerPlayOpportunities,penaltyKillPercentage,shotsPerGame,shotsAllowed,winScoreFirst,winOppScoreFirst,winLeadFirstPer,winLeadSecondPer,winOutshootOpp,winOutshotByOpp,faceOffsTaken,faceOffsWon,faceOffsLost,faceOffWinPercentage,shootingPctg,savePctg
32,Quebec Nordiques,80,31,39,0,72,45.0,3.338,3.45,0.8744,22.0,76.0,52.0,346.0,83.8,29.8,29.075,0.559,0.261,0.864,0.9,0.457,0.483,0.0,0.0,0.0,0.0,11.2,0.881
33,Winnipeg Jets (1979),80,40,32,0,88,55.0,3.488,3.388,1.0404,17.3,52.0,53.0,301.0,83.6,30.6625,27.5,0.561,0.436,0.87,0.885,0.643,0.481,0.0,0.0,0.0,0.0,11.4,0.877
1,New Jersey Devils,80,29,45,0,64,40.0,3.663,4.6,0.756,21.9,82.0,95.0,375.0,73.2,29.4625,33.6375,0.486,0.267,0.536,0.857,0.381,0.388,0.0,0.0,0.0,0.0,12.4,0.863
34,Hartford Whalers,80,43,30,0,93,58.1,3.588,3.375,1.0621,20.9,73.0,71.0,350.0,78.7,30.0625,28.0,0.674,0.353,0.923,0.972,0.644,0.5,0.0,0.0,0.0,0.0,11.9,0.879
2,New York Islanders,80,35,33,0,82,51.3,3.488,3.513,0.9887,25.1,84.0,83.0,335.0,78.0,31.0125,27.8375,0.6,0.275,0.8,0.905,0.563,0.421,0.0,0.0,0.0,0.0,11.2,0.874
3,New York Rangers,80,34,38,0,76,47.5,3.838,4.038,0.9367,19.9,75.0,72.0,377.0,81.1,30.9,31.9625,0.714,0.2,0.7,0.714,0.414,0.524,0.0,0.0,0.0,0.0,12.4,0.874
4,Philadelphia Flyers,80,46,26,0,100,62.5,3.875,3.063,1.2975,19.0,68.0,71.0,358.0,82.2,30.175,30.7125,0.72,0.333,0.914,0.973,0.583,0.714,0.0,0.0,0.0,0.0,12.8,0.9
5,Pittsburgh Penguins,80,30,38,0,72,45.0,3.713,3.625,1.0155,20.9,74.0,72.0,355.0,76.1,30.325,29.45,0.541,0.233,0.875,0.895,0.526,0.31,0.0,0.0,0.0,0.0,12.2,0.877
6,Boston Bruins,80,39,34,0,85,53.1,3.763,3.45,1.0647,19.6,66.0,60.0,336.0,81.5,30.0625,29.6,0.581,0.378,0.81,1.0,0.629,0.485,0.0,0.0,0.0,0.0,12.5,0.883
7,Buffalo Sabres,80,28,44,0,64,40.0,3.5,3.85,0.9505,18.6,68.0,86.0,366.0,75.6,30.325,29.0625,0.538,0.171,0.826,0.88,0.417,0.3,0.0,0.0,0.0,0.0,11.5,0.868
8,Montréal Canadiens,80,41,29,0,92,57.5,3.463,3.013,1.1228,21.0,67.0,51.0,319.0,83.3,28.0,27.125,0.548,0.474,0.786,0.912,0.694,0.467,0.0,0.0,0.0,0.0,12.4,0.889
10,Toronto Maple Leafs,80,32,42,0,70,43.8,3.575,3.988,0.9204,17.2,52.0,71.0,302.0,78.0,30.125,32.4375,0.6,0.2,0.633,0.889,0.5,0.364,0.0,0.0,0.0,0.0,11.9,0.877
15,Washington Capitals,80,38,32,0,86,53.8,3.563,3.475,1.0521,19.2,65.0,58.0,339.0,80.9,28.425,29.525,0.571,0.4,0.767,0.833,0.577,0.525,0.0,0.0,0.0,0.0,12.5,0.882
16,Chicago Blackhawks,80,29,37,0,72,45.0,3.625,3.875,1.0388,17.0,55.0,81.0,324.0,76.2,32.0125,33.875,0.5,0.238,0.667,0.917,0.423,0.447,0.0,0.0,0.0,0.0,11.3,0.886
17,Detroit Red Wings,80,34,36,0,78,48.8,3.25,3.425,0.9185,20.5,69.0,73.0,337.0,78.6,27.175,28.8125,0.629,0.267,0.778,0.828,0.48,0.439,0.0,0.0,0.0,0.0,12.0,0.881
19,St. Louis Blues,80,32,33,0,79,49.4,3.513,3.663,0.9034,24.6,79.0,58.0,321.0,81.4,29.3375,29.55,0.556,0.273,0.72,0.857,0.485,0.5,0.0,0.0,0.0,0.0,12.0,0.876
20,Calgary Flames,80,46,31,0,95,59.4,3.975,3.613,1.1414,25.0,80.0,75.0,320.0,79.8,31.6,30.325,0.66,0.455,0.688,0.9,0.605,0.567,0.0,0.0,0.0,0.0,12.6,0.881
22,Edmonton Oilers,80,50,24,0,106,66.3,4.65,3.55,1.349,22.4,70.0,74.0,313.0,80.0,29.4625,29.625,0.711,0.514,0.824,0.844,0.667,0.667,0.0,0.0,0.0,0.0,15.8,0.88
23,Vancouver Canucks,80,29,43,0,66,41.3,3.525,3.925,0.8186,23.3,82.0,77.0,352.0,75.9,29.725,28.5125,0.395,0.324,0.621,0.826,0.385,0.424,0.0,0.0,0.0,0.0,11.9,0.862
26,Los Angeles Kings,80,31,41,0,70,43.8,3.975,4.263,0.9095,25.3,97.0,92.0,384.0,73.1,30.9125,31.125,0.487,0.293,0.667,0.759,0.559,0.306,0.0,0.0,0.0,0.0,12.9,0.863
31,Minnesota North Stars,80,30,40,0,70,43.8,3.7,3.925,1.0484,22.8,83.0,92.0,364.0,75.6,30.7375,32.55,0.436,0.317,0.6,0.8,0.333,0.488,0.0,0.0,0.0,0.0,12.0,0.879
