id,teamName,gamesPlayed,wins,losses,ot,pts,ptPctg,goalsPerGame,goalsAgainstPerGame,evGGARatio,powerPlayPercentage,powerPlayGoals,powerPlayGoalsAgainst,powerPlayOpportunities,penaltyKillPercentage,shotsPerGame,shotsAllowed,winScoreFirst,winOppScoreFirst,winLeadFirstPer,winLeadSecondPer,winOutshootOpp,winOutshotByOpp,faceOffsTaken,faceOffsWon,faceOffsLost,faceOffWinPercentage,shootingPctg,savePctg
2,New York Islanders,80,47,21,0,106,66.3,3.6,2.413,1.5448,0.0,56.0,47.0,0.0,0.0,29.5125,28.45,0.795,0.39,1.0,1.0,0.727,0.676,0.0,0.0,0.0,0.0,12.2,0.915
35,Colorado Rockies,80,20,46,0,54,33.8,2.825,3.838,0.7067,0.0,44.0,61.0,0.0,0.0,28.55,35.225,0.357,0.192,0.5,0.625,0.35,0.283,0.0,0.0,0.0,0.0,9.9,0.891
3,New York Rangers,80,29,37,0,72,45.0,3.4,3.875,0.8407,0.0,60.0,55.0,0.0,0.0,34.6625,31.8,0.548,0.245,0.895,0.957,0.564,0.28,0.0,0.0,0.0,0.0,9.8,0.878
4,Philadelphia Flyers,80,48,16,0,112,70.0,4.038,2.663,1.7319,0.0,52.0,57.0,0.0,0.0,31.5625,26.8375,0.776,0.323,1.0,0.978,0.814,0.579,0.0,0.0,0.0,0.0,12.8,0.901
5,Pittsburgh Penguins,80,34,33,0,81,50.6,3.0,3.15,0.9735,0.0,46.0,47.0,0.0,0.0,29.4,32.4,0.614,0.194,0.724,0.963,0.586,0.447,0.0,0.0,0.0,0.0,10.2,0.903
6,Boston Bruins,80,49,23,0,106,66.3,3.9,3.0,1.3559,0.0,46.0,41.0,0.0,0.0,30.05,25.325,0.756,0.462,0.923,0.944,0.8,0.4,0.0,0.0,0.0,0.0,13.0,0.882
7,Buffalo Sabres,80,48,24,0,104,65.0,3.763,2.75,1.3273,0.0,60.0,38.0,0.0,0.0,31.6,25.7875,0.791,0.378,0.963,0.974,0.75,0.455,0.0,0.0,0.0,0.0,11.9,0.893
8,Montréal Canadiens,80,60,8,0,132,82.5,4.838,2.138,2.3037,0.0,59.0,28.0,0.0,0.0,35.1875,25.625,0.804,0.625,0.975,0.98,0.926,0.692,0.0,0.0,0.0,0.0,13.7,0.917
10,Toronto Maple Leafs,80,33,32,0,81,50.6,3.763,3.563,1.055,0.0,63.0,59.0,0.0,0.0,31.7125,34.325,0.548,0.263,0.741,0.931,0.4,0.541,0.0,0.0,0.0,0.0,11.9,0.896
47,Atlanta Flames,80,34,34,0,80,50.0,3.3,3.313,1.0154,0.0,42.0,50.0,0.0,0.0,31.2375,27.7375,0.614,0.194,0.87,0.96,0.632,0.36,0.0,0.0,0.0,0.0,10.6,0.881
15,Washington Capitals,80,24,42,0,62,38.8,2.763,3.838,0.7297,0.0,39.0,62.0,0.0,0.0,26.0625,32.3,0.548,0.143,0.778,0.889,0.611,0.271,0.0,0.0,0.0,0.0,10.6,0.881
16,Chicago Blackhawks,80,26,43,0,63,39.4,3.0,3.725,0.7944,0.0,59.0,62.0,0.0,0.0,28.25,34.9,0.488,0.154,0.68,0.957,0.5,0.333,0.0,0.0,0.0,0.0,10.6,0.893
49,Cleveland Barons,80,25,42,0,63,39.4,3.0,3.65,0.7721,0.0,59.0,52.0,0.0,0.0,28.8625,31.7875,0.524,0.079,0.826,0.92,0.55,0.304,0.0,0.0,0.0,0.0,10.4,0.885
17,Detroit Red Wings,80,16,55,0,41,25.6,2.288,3.863,0.5981,0.0,37.0,73.0,0.0,0.0,27.475,29.0625,0.355,0.102,0.556,0.737,0.429,0.071,0.0,0.0,0.0,0.0,8.3,0.867
19,St. Louis Blues,80,32,39,0,73,45.6,2.988,3.45,0.8208,0.0,47.0,47.0,0.0,0.0,30.025,27.4,0.632,0.19,0.944,0.929,0.65,0.207,0.0,0.0,0.0,0.0,10.0,0.874
23,Vancouver Canucks,80,25,42,0,63,39.4,2.938,3.675,0.7736,0.0,50.0,58.0,0.0,0.0,27.7,31.0,0.41,0.22,0.714,0.909,0.5,0.289,0.0,0.0,0.0,0.0,10.6,0.881
26,Los Angeles Kings,80,34,31,0,83,51.9,3.388,3.013,1.0743,0.0,68.0,52.0,0.0,0.0,30.5875,28.5,0.619,0.211,0.87,0.926,0.579,0.417,0.0,0.0,0.0,0.0,11.1,0.894
31,Minnesota North Stars,80,23,39,0,64,40.0,3.0,3.875,0.7229,0.0,59.0,57.0,0.0,0.0,27.8875,31.8625,0.417,0.182,0.684,0.818,0.5,0.265,0.0,0.0,0.0,0.0,10.8,0.878
