id,teamName,gamesPlayed,wins,losses,ot,pts,ptPctg,goalsPerGame,goalsAgainstPerGame,evGGARatio,powerPlayPercentage,powerPlayGoals,powerPlayGoalsAgainst,powerPlayOpportunities,penaltyKillPercentage,shotsPerGame,shotsAllowed,winScoreFirst,winOppScoreFirst,winLeadFirstPer,winLeadSecondPer,winOutshootOpp,winOutshotByOpp,faceOffsTaken,faceOffsWon,faceOffsLost,faceOffWinPercentage,shootingPctg,savePctg
16,Chicago Blackhawks,50,13,30,0,33,33.0,2.82,3.88,0.0,0.0,20.0,25.0,0.0,0.0,0.0,0.0,0.364,0.179,0.5,0.833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,Detroit Red Wings,50,31,14,0,67,67.0,4.36,3.22,0.0,0.0,23.0,9.0,0.0,0.0,0.0,0.0,0.767,0.4,0.857,0.958,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,New York Rangers,50,11,29,0,32,32.0,3.08,4.94,0.0,0.0,17.0,20.0,0.0,0.0,0.0,0.0,0.375,0.147,0.5,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,Boston Bruins,50,16,30,0,36,36.0,3.58,4.38,0.0,0.0,12.0,26.0,0.0,0.0,0.0,0.0,0.522,0.148,0.9,0.867,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,Montréal Canadiens,50,38,8,0,80,80.0,4.56,2.42,0.0,0.0,28.0,23.0,0.0,0.0,0.0,0.0,0.939,0.412,0.95,0.968,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,Toronto Maple Leafs,50,24,22,0,52,52.0,3.66,3.22,0.0,0.0,24.0,21.0,0.0,0.0,0.0,0.0,0.625,0.346,0.722,0.889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
