id,teamName,gamesPlayed,wins,losses,ot,pts,ptPctg,goalsPerGame,goalsAgainstPerGame,evGGARatio,powerPlayPercentage,powerPlayGoals,powerPlayGoalsAgainst,powerPlayOpportunities,penaltyKillPercentage,shotsPerGame,shotsAllowed,winScoreFirst,winOppScoreFirst,winLeadFirstPer,winLeadSecondPer,winOutshootOpp,winOutshotByOpp,faceOffsTaken,faceOffsWon,faceOffsLost,faceOffWinPercentage,shootingPctg,savePctg
1,New Jersey Devils,82,47,24,0,105,64.0,3.024,2.39,0.7468,19.7,60.0,47.0,304.0,85.5,31.2805,24.7073,0.735,0.333,0.781,0.841,0.548,0.533,5113.0,2558.0,2555.0,50.0,9.7,0.903
2,New York Islanders,82,24,48,0,58,35.4,2.366,2.976,0.9286,15.8,54.0,60.0,341.0,83.4,26.3049,28.4268,0.553,0.068,0.563,0.731,0.25,0.319,5111.0,2584.0,2527.0,50.6,9.0,0.895
3,New York Rangers,82,33,38,0,77,47.0,2.646,2.768,0.8302,20.4,71.0,48.0,348.0,85.7,25.4268,30.1951,0.6,0.288,0.64,0.75,0.458,0.364,5086.0,2494.0,2592.0,49.0,10.4,0.908
4,Philadelphia Flyers,82,37,26,0,93,56.7,2.817,2.39,1.0069,16.8,65.0,53.0,386.0,84.0,29.8902,22.8902,0.574,0.286,0.581,0.744,0.468,0.429,5360.0,2967.0,2393.0,55.4,9.4,0.896
5,Pittsburgh Penguins,82,38,30,0,90,54.9,2.951,2.744,1.1429,17.9,65.0,56.0,363.0,81.4,25.4756,25.9634,0.643,0.275,0.655,0.771,0.429,0.472,5024.0,2470.0,2554.0,49.2,11.6,0.894
6,Boston Bruins,82,39,30,0,91,55.5,2.61,2.207,0.738,17.7,65.0,33.0,368.0,89.1,27.5854,27.1463,0.718,0.256,0.714,0.871,0.421,0.5,4956.0,2568.0,2388.0,51.8,9.5,0.919
7,Buffalo Sabres,82,37,28,0,91,55.5,2.524,2.134,1.1898,13.5,49.0,55.0,363.0,86.2,26.2195,30.0122,0.795,0.14,0.84,0.875,0.414,0.451,5437.0,2612.0,2825.0,48.0,9.6,0.929
8,Montréal Canadiens,82,32,39,0,75,45.7,2.244,2.549,0.7616,14.5,50.0,44.0,344.0,87.2,27.6707,26.9146,0.628,0.128,0.714,0.735,0.447,0.325,5187.0,2515.0,2672.0,48.5,8.1,0.905
9,Ottawa Senators,82,44,23,0,103,62.8,2.915,2.183,1.1969,14.9,59.0,44.0,397.0,86.1,30.5244,25.2195,0.688,0.324,0.806,0.889,0.509,0.583,5253.0,2535.0,2718.0,48.3,9.5,0.913
10,Toronto Maple Leafs,82,45,30,0,97,59.1,3.268,2.817,1.3333,14.4,53.0,64.0,367.0,80.3,28.2683,28.7683,0.66,0.4,0.655,0.925,0.486,0.628,5373.0,2684.0,2689.0,50.0,11.6,0.902
12,Carolina Hurricanes,82,34,30,0,86,52.4,2.561,2.463,0.9197,11.0,42.0,51.0,382.0,85.2,26.122,29.2561,0.63,0.139,0.63,0.758,0.464,0.417,5420.0,2690.0,2730.0,49.6,9.8,0.916
13,Florida Panthers,82,30,34,0,78,47.6,2.561,2.78,1.2314,13.4,51.0,67.0,380.0,81.8,28.1341,28.7195,0.605,0.159,0.682,0.821,0.457,0.295,5298.0,2379.0,2919.0,44.9,9.1,0.903
14,Tampa Bay Lightning,82,19,54,0,47,28.7,2.183,3.561,0.7738,13.9,43.0,68.0,310.0,82.4,25.9756,32.1098,0.389,0.109,0.4,0.571,0.25,0.254,5363.0,2524.0,2839.0,47.1,8.4,0.889
15,Washington Capitals,82,31,45,0,68,41.5,2.439,2.659,0.7692,17.3,52.0,55.0,301.0,84.4,28.9878,26.1341,0.667,0.184,0.727,0.885,0.46,0.214,5451.0,2911.0,2540.0,53.4,8.4,0.898
16,Chicago Blackhawks,82,29,41,0,70,42.7,2.463,3.024,0.9645,14.9,50.0,80.0,335.0,80.2,26.1585,29.3171,0.611,0.152,0.619,0.833,0.438,0.319,5603.0,2886.0,2717.0,51.5,9.4,0.897
17,Detroit Red Wings,82,43,32,0,93,56.7,2.988,2.463,0.578,16.1,67.0,45.0,415.0,87.3,31.9756,27.0122,0.694,0.273,0.743,0.872,0.542,0.483,5577.0,2965.0,2612.0,53.2,9.3,0.909
18,Nashville Predators,82,28,47,0,63,38.4,2.317,3.183,1.0,12.3,40.0,75.0,324.0,78.9,27.061,33.0366,0.615,0.214,0.632,0.708,0.316,0.345,5575.0,2861.0,2714.0,51.3,8.6,0.904
19,St. Louis Blues,82,37,32,0,87,53.0,2.89,2.549,1.1203,20.3,61.0,47.0,301.0,87.8,30.1098,22.7805,0.659,0.211,0.706,0.743,0.435,0.533,5501.0,2870.0,2631.0,52.2,9.6,0.888
20,Calgary Flames,82,30,40,0,72,43.9,2.573,2.854,0.9645,14.3,51.0,78.0,357.0,79.7,28.5854,29.4512,0.611,0.174,0.652,0.75,0.314,0.357,5428.0,2591.0,2837.0,47.7,9.0,0.903
21,Colorado Avalanche,82,44,28,0,98,59.8,2.915,2.5,1.0889,18.9,71.0,63.0,375.0,83.6,28.0366,27.8049,0.683,0.39,0.808,0.9,0.625,0.475,5471.0,2769.0,2702.0,50.6,10.4,0.91
22,Edmonton Oilers,82,33,37,0,78,47.6,2.805,2.756,1.0547,14.4,63.0,67.0,438.0,82.0,29.2195,27.1098,0.73,0.133,0.714,0.8,0.404,0.37,5666.0,2747.0,2919.0,48.5,9.6,0.898
23,Vancouver Canucks,82,23,47,0,58,35.4,2.341,3.146,1.2743,15.9,57.0,77.0,358.0,82.8,23.7195,29.4146,0.457,0.149,0.5,0.773,0.304,0.281,5479.0,2749.0,2730.0,50.2,9.9,0.893
24,Anaheim Ducks,82,35,34,0,83,50.6,2.622,2.512,0.9206,22.0,83.0,60.0,378.0,84.5,28.4268,31.6585,0.643,0.2,0.618,0.737,0.367,0.451,5824.0,2856.0,2968.0,49.0,9.2,0.921
25,Dallas Stars,82,51,19,0,114,69.5,2.878,2.049,1.1852,18.8,74.0,43.0,393.0,86.5,27.6341,23.9634,0.741,0.393,0.818,0.844,0.648,0.56,5257.0,2797.0,2460.0,53.2,10.4,0.915
26,Los Angeles Kings,82,32,45,0,69,42.1,2.305,2.707,1.1786,13.2,43.0,47.0,327.0,85.7,28.2561,29.9512,0.658,0.159,0.677,0.821,0.472,0.349,5450.0,2737.0,2713.0,50.2,8.2,0.91
27,Phoenix Coyotes,82,39,31,0,90,54.9,2.5,2.402,0.9874,12.0,41.0,45.0,342.0,87.0,29.2439,27.4268,0.659,0.293,0.63,0.737,0.381,0.622,5297.0,2603.0,2694.0,49.1,8.5,0.912
28,San Jose Sharks,82,31,33,0,80,48.8,2.39,2.329,1.3468,13.3,53.0,61.0,399.0,85.0,26.1341,27.0366,0.596,0.086,0.667,0.793,0.417,0.333,5492.0,2604.0,2888.0,47.4,9.1,0.914
