id,teamName,gamesPlayed,wins,losses,ot,pts,ptPctg,goalsPerGame,goalsAgainstPerGame,evGGARatio,powerPlayPercentage,powerPlayGoals,powerPlayGoalsAgainst,powerPlayOpportunities,penaltyKillPercentage,shotsPerGame,shotsAllowed,winScoreFirst,winOppScoreFirst,winLeadFirstPer,winLeadSecondPer,winOutshootOpp,winOutshotByOpp,faceOffsTaken,faceOffsWon,faceOffsLost,faceOffWinPercentage,shootingPctg,savePctg
32,Quebec Nordiques,80,32,43,0,69,43.1,3.388,3.825,0.9286,21.7,99.0,96.0,456.0,76.5,29.875,29.0375,0.553,0.182,0.594,0.774,0.463,0.297,0.0,0.0,0.0,0.0,11.3,0.868
33,Winnipeg Jets (1979),80,33,36,0,77,48.1,3.65,3.875,1.1429,25.5,110.0,94.0,432.0,78.8,31.3875,29.8375,0.533,0.257,0.667,0.719,0.541,0.282,0.0,0.0,0.0,0.0,11.6,0.87
1,New Jersey Devils,80,38,36,0,82,51.3,3.688,3.7,1.2314,20.4,98.0,101.0,481.0,78.4,29.95,28.0,0.644,0.257,0.759,0.893,0.587,0.3,0.0,0.0,0.0,0.0,12.3,0.868
34,Hartford Whalers,80,35,38,0,77,48.1,3.113,3.338,1.0889,17.6,84.0,67.0,477.0,84.2,31.4875,27.325,0.595,0.302,0.679,0.875,0.538,0.269,0.0,0.0,0.0,0.0,9.9,0.878
2,New York Islanders,80,39,31,0,88,55.0,3.85,3.338,1.1786,22.5,87.0,94.0,387.0,77.4,30.2125,31.6125,0.646,0.25,0.73,0.853,0.481,0.49,0.0,0.0,0.0,0.0,12.7,0.894
3,New York Rangers,80,36,34,0,82,51.3,3.75,3.538,0.7616,22.6,111.0,82.0,491.0,80.6,31.7625,30.475,0.56,0.267,0.828,0.762,0.556,0.281,0.0,0.0,0.0,0.0,11.8,0.884
4,Philadelphia Flyers,80,38,33,0,85,53.1,3.65,3.65,1.0,18.0,83.0,90.0,461.0,81.0,31.025,30.55,0.645,0.367,0.769,0.718,0.568,0.41,0.0,0.0,0.0,0.0,11.8,0.881
5,Pittsburgh Penguins,80,36,35,0,81,50.6,3.988,3.95,0.7468,22.0,110.0,120.0,501.0,76.3,31.3,31.05,0.636,0.319,0.781,0.844,0.548,0.29,0.0,0.0,0.0,0.0,12.7,0.873
6,Boston Bruins,80,44,30,0,94,58.8,3.75,3.138,0.9206,16.6,74.0,70.0,446.0,83.5,32.4125,27.2,0.732,0.359,0.667,0.784,0.566,0.56,0.0,0.0,0.0,0.0,11.6,0.885
7,Buffalo Sabres,80,37,32,0,85,53.1,3.538,3.813,0.738,17.2,80.0,96.0,464.0,78.1,29.875,32.2125,0.667,0.268,0.76,0.9,0.625,0.356,0.0,0.0,0.0,0.0,11.8,0.882
8,Montréal Canadiens,80,45,22,0,103,64.4,3.725,2.975,1.0547,15.9,63.0,64.0,397.0,83.8,29.9625,28.775,0.733,0.343,0.892,0.826,0.568,0.563,0.0,0.0,0.0,0.0,12.4,0.897
10,Toronto Maple Leafs,80,21,49,0,52,32.5,3.413,4.313,1.1969,15.6,54.0,93.0,347.0,77.8,30.1375,33.9875,0.448,0.157,0.632,0.72,0.375,0.212,0.0,0.0,0.0,0.0,11.3,0.873
15,Washington Capitals,80,38,33,0,85,53.1,3.513,3.113,0.9874,20.0,94.0,75.0,469.0,80.9,30.7625,27.825,0.609,0.294,0.743,0.853,0.549,0.375,0.0,0.0,0.0,0.0,11.4,0.888
16,Chicago Blackhawks,80,30,41,0,69,43.1,3.55,4.1,0.9645,23.0,98.0,96.0,426.0,80.2,29.3375,35.675,0.541,0.233,0.68,0.818,0.524,0.316,0.0,0.0,0.0,0.0,12.1,0.885
17,Detroit Red Wings,80,41,28,0,93,58.1,4.025,3.363,0.9197,18.8,72.0,73.0,383.0,83.8,28.1875,30.2375,0.6,0.4,0.742,0.738,0.625,0.442,0.0,0.0,0.0,0.0,14.3,0.889
19,St. Louis Blues,80,34,38,0,76,47.5,3.475,3.675,0.8302,19.9,82.0,83.0,413.0,79.3,28.5625,30.3125,0.5,0.375,0.65,0.871,0.394,0.409,0.0,0.0,0.0,0.0,12.2,0.879
20,Calgary Flames,80,48,23,0,105,65.6,4.963,3.813,1.1898,28.5,109.0,94.0,383.0,80.4,33.325,29.65,0.795,0.415,0.816,0.878,0.625,0.567,0.0,0.0,0.0,0.0,14.9,0.871
22,Edmonton Oilers,80,44,25,0,99,61.9,4.538,3.6,0.9645,21.9,88.0,86.0,402.0,80.7,29.2625,29.55,0.681,0.364,0.711,0.805,0.65,0.4,0.0,0.0,0.0,0.0,15.5,0.878
23,Vancouver Canucks,80,25,46,0,59,36.9,3.4,4.0,1.0069,18.6,81.0,83.0,435.0,79.4,28.7625,30.4625,0.474,0.167,0.607,0.741,0.424,0.214,0.0,0.0,0.0,0.0,11.8,0.869
26,Los Angeles Kings,80,30,42,0,68,42.5,3.975,4.488,1.1852,21.7,103.0,96.0,474.0,77.4,30.75,32.1125,0.563,0.25,0.64,0.857,0.412,0.349,0.0,0.0,0.0,0.0,12.9,0.86
31,Minnesota North Stars,80,19,48,0,51,31.9,3.025,4.363,0.578,18.0,81.0,108.0,450.0,75.2,30.9875,33.4375,0.281,0.208,0.471,0.706,0.25,0.244,0.0,0.0,0.0,0.0,9.8,0.87
