winner,awayID,homeID,away_wins,away_losses,away_ot,away_pts,away_ptPctg,away_goalsPerGame,away_goalsAgainstPerGame,away_evGGARatio,away_powerPlayPercentage,away_powerPlayGoals,away_powerPlayGoalsAgainst,away_powerPlayOpportunities,away_penaltyKillPercentage,away_shotsPerGame,away_shotsAllowed,away_winScoreFirst,away_winOppScoreFirst,away_winLeadFirstPer,away_winLeadSecondPer,away_winOutshootOpp,away_winOutshotByOpp,away_faceOffsTaken,away_faceOffsWon,away_faceOffsLost,away_faceOffWinPercentage,away_shootingPctg,away_savePctg,away_PDO,home_wins,home_losses,home_ot,home_pts,home_ptPctg,home_goalsPerGame,home_goalsAgainstPerGame,home_evGGARatio,home_powerPlayPercentage,home_powerPlayGoals,home_powerPlayGoalsAgainst,home_powerPlayOpportunities,home_penaltyKillPercentage,home_shotsPerGame,home_shotsAllowed,home_winScoreFirst,home_winOppScoreFirst,home_winLeadFirstPer,home_winLeadSecondPer,home_winOutshootOpp,home_winOutshotByOpp,home_faceOffsTaken,home_faceOffsWon,home_faceOffsLost,home_faceOffWinPercentage,home_shootingPctg,home_savePctg,home_PDO
0,9,10,39,27,7,94,57.3,2.963,2.537,1.1429,16.6,55.0,48.0,331.0,84.3,30.1098,25.9268,0.622,0.297,0.815,0.909,0.444,0.5,5342.0,2677.0,2665.0,50.1,9.8,0.902,1.0,43,25,4,100,61.0,3.037,2.524,1.2826,15.5,54.0,51.0,349.0,84.4,28.5244,24.9268,0.682,0.342,0.727,0.846,0.544,0.478,5281.0,2736.0,2545.0,51.8,10.6,0.899,1.0050000000000001
0,21,5,45,28,1,99,60.4,2.585,2.061,1.1852,18.0,62.0,41.0,344.0,86.9,27.4634,26.5488,0.711,0.409,0.76,0.971,0.476,0.658,5427.0,2791.0,2636.0,51.4,9.4,0.922,1.016,28,41,5,69,42.1,2.415,3.037,0.7738,14.0,47.0,57.0,335.0,83.8,27.0122,29.1951,0.516,0.235,0.579,0.8,0.364,0.289,5484.0,2583.0,2901.0,47.1,8.9,0.896,0.985
1,22,20,38,28,4,92,56.1,2.5,2.22,1.1786,15.3,51.0,50.0,333.0,85.6,27.5122,25.8537,0.632,0.318,0.645,0.788,0.478,0.438,5107.0,2573.0,2534.0,50.4,9.1,0.914,1.0050000000000001,32,35,3,79,48.2,2.451,2.683,0.9197,15.1,55.0,66.0,364.0,81.4,26.9146,27.3415,0.575,0.214,0.667,0.778,0.314,0.429,5487.0,2883.0,2604.0,52.5,9.1,0.902,0.993
0,11,7,19,47,5,54,32.9,2.28,3.512,0.738,12.1,37.0,65.0,306.0,81.8,24.1951,35.5,0.353,0.146,0.45,0.6,0.1,0.261,5434.0,2518.0,2916.0,46.3,9.4,0.901,0.995,35,35,1,82,50.0,2.598,2.439,0.9645,13.3,50.0,41.0,375.0,86.5,27.9878,25.8537,0.636,0.184,0.657,0.829,0.372,0.5,5468.0,2591.0,2877.0,47.4,9.3,0.906,0.999
0,8,9,36,31,3,87,53.0,2.524,2.549,0.9286,14.9,45.0,38.0,301.0,86.2,25.5122,31.6707,0.622,0.216,0.704,0.765,0.667,0.365,5309.0,2803.0,2506.0,52.8,9.9,0.92,1.0190000000000001,39,27,7,94,57.3,2.963,2.537,1.1429,16.6,55.0,48.0,331.0,84.3,30.1098,25.9268,0.622,0.297,0.815,0.909,0.444,0.5,5342.0,2677.0,2665.0,50.1,9.8,0.902,1.0
1,13,4,22,44,6,60,36.6,2.195,3.049,0.7616,14.7,50.0,76.0,341.0,80.6,26.8902,32.5122,0.432,0.079,0.5,0.739,0.217,0.286,5509.0,2540.0,2969.0,46.1,8.2,0.906,0.988,42,27,3,97,59.1,2.854,2.341,1.3468,13.0,39.0,40.0,300.0,86.3,29.7805,26.0854,0.617,0.371,0.7,0.744,0.509,0.538,5330.0,2661.0,2669.0,49.9,9.6,0.91,1.006
0,19,29,43,27,4,98,59.8,2.768,2.293,1.2743,17.4,62.0,56.0,356.0,85.2,29.0244,22.5244,0.737,0.341,0.731,0.833,0.517,0.471,5313.0,2650.0,2663.0,49.9,9.5,0.898,0.993,22,47,5,57,34.8,2.0,3.11,0.578,14.0,50.0,52.0,356.0,83.0,24.9512,30.1098,0.459,0.111,0.611,0.773,0.261,0.263,5309.0,2657.0,2652.0,50.0,8.0,0.897,0.977
1,24,6,29,42,3,69,42.1,2.134,2.415,0.9206,11.5,43.0,46.0,373.0,86.0,26.122,27.4756,0.538,0.186,0.609,0.88,0.382,0.348,5410.0,2758.0,2652.0,51.0,8.2,0.912,0.994,43,24,9,101,61.6,2.878,2.451,1.1898,13.8,39.0,45.0,283.0,87.1,31.6585,25.0854,0.708,0.265,0.806,0.769,0.55,0.526,5212.0,2499.0,2713.0,48.0,9.1,0.902,0.993
0,16,23,41,27,1,96,58.5,2.634,2.524,1.0889,17.9,54.0,63.0,302.0,81.4,27.6951,25.3293,0.675,0.333,0.808,0.889,0.511,0.467,5530.0,2652.0,2878.0,48.0,9.5,0.9,0.995,42,30,3,94,57.3,3.098,2.573,1.1679,18.6,69.0,57.0,372.0,84.9,28.3659,25.3537,0.681,0.286,0.75,0.875,0.529,0.5,5518.0,2796.0,2722.0,50.7,10.9,0.899,1.008
0,17,28,51,17,4,116,70.7,3.061,2.28,1.2314,20.3,73.0,48.0,359.0,86.0,30.9512,26.3293,0.739,0.472,0.767,0.902,0.7,0.517,5337.0,2743.0,2594.0,51.4,9.9,0.913,1.012,44,27,3,99,60.4,3.024,2.427,1.3333,16.0,59.0,54.0,369.0,85.8,27.1707,28.4756,0.739,0.278,0.828,0.846,0.606,0.5,5421.0,2654.0,2767.0,49.0,11.1,0.915,1.026
0,27,26,40,27,6,95,57.9,2.78,2.561,1.1203,15.6,53.0,60.0,340.0,83.1,26.5732,28.6463,0.667,0.27,0.7,0.824,0.5,0.455,5272.0,2543.0,2729.0,48.2,10.5,0.911,1.016,40,27,4,95,57.9,2.61,2.317,1.0,20.7,73.0,49.0,353.0,86.6,25.7317,25.0122,0.643,0.325,0.741,0.897,0.476,0.5,5232.0,2680.0,2552.0,51.2,10.1,0.907,1.008
1,3,12,36,38,4,80,48.8,2.768,3.146,0.9874,14.7,48.0,80.0,326.0,79.9,29.1707,31.9268,0.781,0.22,0.762,0.923,0.457,0.426,5554.0,2816.0,2738.0,50.7,9.5,0.901,0.996,35,26,5,91,55.5,2.646,2.646,0.9645,16.1,63.0,54.0,391.0,83.7,28.622,27.0,0.61,0.244,0.586,0.846,0.459,0.41,5529.0,3100.0,2429.0,56.1,9.2,0.902,0.994
0,2,14,42,28,4,96,58.5,2.915,2.683,1.0069,16.2,59.0,52.0,363.0,85.7,28.2805,27.8659,0.633,0.333,0.719,0.857,0.459,0.564,5579.0,2884.0,2695.0,51.7,10.3,0.904,1.0070000000000001,27,40,4,69,42.1,2.171,2.671,0.7692,14.7,46.0,40.0,312.0,85.3,26.5732,30.7683,0.531,0.2,0.55,0.762,0.321,0.36,5100.0,2399.0,2701.0,47.0,8.2,0.913,0.995
1,18,25,28,41,0,69,42.1,2.39,2.805,0.8302,14.2,48.0,50.0,337.0,85.8,24.622,28.2195,0.513,0.186,0.577,0.656,0.333,0.321,5256.0,2468.0,2788.0,47.0,9.7,0.901,0.998,36,28,5,90,54.9,2.622,2.598,1.0547,17.1,60.0,59.0,350.0,81.5,28.4756,26.0366,0.556,0.297,0.724,0.88,0.34,0.581,5356.0,2828.0,2528.0,52.8,9.2,0.9,0.992
0,30,28,26,35,9,73,44.5,2.378,2.902,0.7468,14.8,55.0,62.0,373.0,82.8,23.8293,28.0122,0.5,0.159,0.545,0.714,0.321,0.327,5643.0,2738.0,2905.0,48.5,10.0,0.896,0.996,44,27,3,99,60.4,3.024,2.427,1.3333,16.0,59.0,54.0,369.0,85.8,27.1707,28.4756,0.739,0.278,0.828,0.846,0.606,0.5,5421.0,2654.0,2767.0,49.0,11.1,0.915,1.026
1,11,6,19,47,5,54,32.9,2.28,3.512,0.738,12.1,37.0,65.0,306.0,81.8,24.1951,35.5,0.353,0.146,0.45,0.6,0.1,0.261,5434.0,2518.0,2916.0,46.3,9.4,0.901,0.995,43,24,9,101,61.6,2.878,2.451,1.1898,13.8,39.0,45.0,283.0,87.1,31.6585,25.0854,0.708,0.265,0.806,0.769,0.55,0.526,5212.0,2499.0,2713.0,48.0,9.1,0.902,0.993
1,9,7,39,27,7,94,57.3,2.963,2.537,1.1429,16.6,55.0,48.0,331.0,84.3,30.1098,25.9268,0.622,0.297,0.815,0.909,0.444,0.5,5342.0,2677.0,2665.0,50.1,9.8,0.902,1.0,35,35,1,82,50.0,2.598,2.439,0.9645,13.3,50.0,41.0,375.0,86.5,27.9878,25.8537,0.636,0.184,0.657,0.829,0.372,0.5,5468.0,2591.0,2877.0,47.4,9.3,0.906,0.999
0,10,8,43,25,4,100,61.0,3.037,2.524,1.2826,15.5,54.0,51.0,349.0,84.4,28.5244,24.9268,0.682,0.342,0.727,0.846,0.544,0.478,5281.0,2736.0,2545.0,51.8,10.6,0.899,1.0050000000000001,36,31,3,87,53.0,2.524,2.549,0.9286,14.9,45.0,38.0,301.0,86.2,25.5122,31.6707,0.622,0.216,0.704,0.765,0.667,0.365,5309.0,2803.0,2506.0,52.8,9.9,0.92,1.0190000000000001
0,29,4,22,47,5,57,34.8,2.0,3.11,0.578,14.0,50.0,52.0,356.0,83.0,24.9512,30.1098,0.459,0.111,0.611,0.773,0.261,0.263,5309.0,2657.0,2652.0,50.0,8.0,0.897,0.977,42,27,3,97,59.1,2.854,2.341,1.3468,13.0,39.0,40.0,300.0,86.3,29.7805,26.0854,0.617,0.371,0.7,0.744,0.509,0.538,5330.0,2661.0,2669.0,49.9,9.6,0.91,1.006
1,1,15,41,28,4,95,57.9,2.5,2.28,1.1969,16.9,44.0,43.0,261.0,83.7,29.8171,23.1707,0.714,0.275,0.75,0.774,0.452,0.632,5156.0,2553.0,2603.0,49.5,8.4,0.902,0.986,36,33,2,85,51.8,2.78,2.927,0.9375,19.4,58.0,58.0,299.0,82.1,27.9634,28.7439,0.625,0.32,0.737,0.778,0.459,0.409,5359.0,2858.0,2501.0,53.3,9.9,0.898,0.997
0,24,5,29,42,3,69,42.1,2.134,2.415,0.9206,11.5,43.0,46.0,373.0,86.0,26.122,27.4756,0.538,0.186,0.609,0.88,0.382,0.348,5410.0,2758.0,2652.0,51.0,8.2,0.912,0.994,28,41,5,69,42.1,2.415,3.037,0.7738,14.0,47.0,57.0,335.0,83.8,27.0122,29.1951,0.516,0.235,0.579,0.8,0.364,0.289,5484.0,2583.0,2901.0,47.1,8.9,0.896,0.985
0,2,13,42,28,4,96,58.5,2.915,2.683,1.0069,16.2,59.0,52.0,363.0,85.7,28.2805,27.8659,0.633,0.333,0.719,0.857,0.459,0.564,5579.0,2884.0,2695.0,51.7,10.3,0.904,1.0070000000000001,22,44,6,60,36.6,2.195,3.049,0.7616,14.7,50.0,76.0,341.0,80.6,26.8902,32.5122,0.432,0.079,0.5,0.739,0.217,0.286,5509.0,2540.0,2969.0,46.1,8.2,0.906,0.988
0,19,18,43,27,4,98,59.8,2.768,2.293,1.2743,17.4,62.0,56.0,356.0,85.2,29.0244,22.5244,0.737,0.341,0.731,0.833,0.517,0.471,5313.0,2650.0,2663.0,49.9,9.5,0.898,0.993,28,41,0,69,42.1,2.39,2.805,0.8302,14.2,48.0,50.0,337.0,85.8,24.622,28.2195,0.513,0.186,0.577,0.656,0.333,0.321,5256.0,2468.0,2788.0,47.0,9.7,0.901,0.998
1,16,20,41,27,1,96,58.5,2.634,2.524,1.0889,17.9,54.0,63.0,302.0,81.4,27.6951,25.3293,0.675,0.333,0.808,0.889,0.511,0.467,5530.0,2652.0,2878.0,48.0,9.5,0.9,0.995,32,35,3,79,48.2,2.451,2.683,0.9197,15.1,55.0,66.0,364.0,81.4,26.9146,27.3415,0.575,0.214,0.667,0.778,0.314,0.429,5487.0,2883.0,2604.0,52.5,9.1,0.902,0.993
0,17,23,51,17,4,116,70.7,3.061,2.28,1.2314,20.3,73.0,48.0,359.0,86.0,30.9512,26.3293,0.739,0.472,0.767,0.902,0.7,0.517,5337.0,2743.0,2594.0,51.4,9.9,0.913,1.012,42,30,3,94,57.3,3.098,2.573,1.1679,18.6,69.0,57.0,372.0,84.9,28.3659,25.3537,0.681,0.286,0.75,0.875,0.529,0.5,5518.0,2796.0,2722.0,50.7,10.9,0.899,1.008
1,27,22,40,27,6,95,57.9,2.78,2.561,1.1203,15.6,53.0,60.0,340.0,83.1,26.5732,28.6463,0.667,0.27,0.7,0.824,0.5,0.455,5272.0,2543.0,2729.0,48.2,10.5,0.911,1.016,38,28,4,92,56.1,2.5,2.22,1.1786,15.3,51.0,50.0,333.0,85.6,27.5122,25.8537,0.632,0.318,0.645,0.788,0.478,0.438,5107.0,2573.0,2534.0,50.4,9.1,0.914,1.0050000000000001
1,25,12,36,28,5,90,54.9,2.622,2.598,1.0547,17.1,60.0,59.0,350.0,81.5,28.4756,26.0366,0.556,0.297,0.724,0.88,0.34,0.581,5356.0,2828.0,2528.0,52.8,9.2,0.9,0.992,35,26,5,91,55.5,2.646,2.646,0.9645,16.1,63.0,54.0,391.0,83.7,28.622,27.0,0.61,0.244,0.586,0.846,0.459,0.41,5529.0,3100.0,2429.0,56.1,9.2,0.902,0.994
1,7,3,35,35,1,82,50.0,2.598,2.439,0.9645,13.3,50.0,41.0,375.0,86.5,27.9878,25.8537,0.636,0.184,0.657,0.829,0.372,0.5,5468.0,2591.0,2877.0,47.4,9.3,0.906,0.999,36,38,4,80,48.8,2.768,3.146,0.9874,14.7,48.0,80.0,326.0,79.9,29.1707,31.9268,0.781,0.22,0.762,0.923,0.457,0.426,5554.0,2816.0,2738.0,50.7,9.5,0.901,0.996
0,13,14,22,44,6,60,36.6,2.195,3.049,0.7616,14.7,50.0,76.0,341.0,80.6,26.8902,32.5122,0.432,0.079,0.5,0.739,0.217,0.286,5509.0,2540.0,2969.0,46.1,8.2,0.906,0.988,27,40,4,69,42.1,2.171,2.671,0.7692,14.7,46.0,40.0,312.0,85.3,26.5732,30.7683,0.531,0.2,0.55,0.762,0.321,0.36,5100.0,2399.0,2701.0,47.0,8.2,0.913,0.995
0,30,26,26,35,9,73,44.5,2.378,2.902,0.7468,14.8,55.0,62.0,373.0,82.8,23.8293,28.0122,0.5,0.159,0.545,0.714,0.321,0.327,5643.0,2738.0,2905.0,48.5,10.0,0.896,0.996,40,27,4,95,57.9,2.61,2.317,1.0,20.7,73.0,49.0,353.0,86.6,25.7317,25.0122,0.643,0.325,0.741,0.897,0.476,0.5,5232.0,2680.0,2552.0,51.2,10.1,0.907,1.008
1,15,6,36,33,2,85,51.8,2.78,2.927,0.9375,19.4,58.0,58.0,299.0,82.1,27.9634,28.7439,0.625,0.32,0.737,0.778,0.459,0.409,5359.0,2858.0,2501.0,53.3,9.9,0.898,0.997,43,24,9,101,61.6,2.878,2.451,1.1898,13.8,39.0,45.0,283.0,87.1,31.6585,25.0854,0.708,0.265,0.806,0.769,0.55,0.526,5212.0,2499.0,2713.0,48.0,9.1,0.902,0.993
1,24,10,29,42,3,69,42.1,2.134,2.415,0.9206,11.5,43.0,46.0,373.0,86.0,26.122,27.4756,0.538,0.186,0.609,0.88,0.382,0.348,5410.0,2758.0,2652.0,51.0,8.2,0.912,0.994,43,25,4,100,61.0,3.037,2.524,1.2826,15.5,54.0,51.0,349.0,84.4,28.5244,24.9268,0.682,0.342,0.727,0.846,0.544,0.478,5281.0,2736.0,2545.0,51.8,10.6,0.899,1.0050000000000001
0,4,29,42,27,3,97,59.1,2.854,2.341,1.3468,13.0,39.0,40.0,300.0,86.3,29.7805,26.0854,0.617,0.371,0.7,0.744,0.509,0.538,5330.0,2661.0,2669.0,49.9,9.6,0.91,1.006,22,47,5,57,34.8,2.0,3.11,0.578,14.0,50.0,52.0,356.0,83.0,24.9512,30.1098,0.459,0.111,0.611,0.773,0.261,0.263,5309.0,2657.0,2652.0,50.0,8.0,0.897,0.977
0,27,20,40,27,6,95,57.9,2.78,2.561,1.1203,15.6,53.0,60.0,340.0,83.1,26.5732,28.6463,0.667,0.27,0.7,0.824,0.5,0.455,5272.0,2543.0,2729.0,48.2,10.5,0.911,1.016,32,35,3,79,48.2,2.451,2.683,0.9197,15.1,55.0,66.0,364.0,81.4,26.9146,27.3415,0.575,0.214,0.667,0.778,0.314,0.429,5487.0,2883.0,2604.0,52.5,9.1,0.902,0.993
0,9,12,39,27,7,94,57.3,2.963,2.537,1.1429,16.6,55.0,48.0,331.0,84.3,30.1098,25.9268,0.622,0.297,0.815,0.909,0.444,0.5,5342.0,2677.0,2665.0,50.1,9.8,0.902,1.0,35,26,5,91,55.5,2.646,2.646,0.9645,16.1,63.0,54.0,391.0,83.7,28.622,27.0,0.61,0.244,0.586,0.846,0.459,0.41,5529.0,3100.0,2429.0,56.1,9.2,0.902,0.994
1,24,8,29,42,3,69,42.1,2.134,2.415,0.9206,11.5,43.0,46.0,373.0,86.0,26.122,27.4756,0.538,0.186,0.609,0.88,0.382,0.348,5410.0,2758.0,2652.0,51.0,8.2,0.912,0.994,36,31,3,87,53.0,2.524,2.549,0.9286,14.9,45.0,38.0,301.0,86.2,25.5122,31.6707,0.622,0.216,0.704,0.765,0.667,0.365,5309.0,2803.0,2506.0,52.8,9.9,0.92,1.0190000000000001
1,23,21,42,30,3,94,57.3,3.098,2.573,1.1679,18.6,69.0,57.0,372.0,84.9,28.3659,25.3537,0.681,0.286,0.75,0.875,0.529,0.5,5518.0,2796.0,2722.0,50.7,10.9,0.899,1.008,45,28,1,99,60.4,2.585,2.061,1.1852,18.0,62.0,41.0,344.0,86.9,27.4634,26.5488,0.711,0.409,0.76,0.971,0.476,0.658,5427.0,2791.0,2636.0,51.4,9.4,0.922,1.016
1,26,25,40,27,4,95,57.9,2.61,2.317,1.0,20.7,73.0,49.0,353.0,86.6,25.7317,25.0122,0.643,0.325,0.741,0.897,0.476,0.5,5232.0,2680.0,2552.0,51.2,10.1,0.907,1.008,36,28,5,90,54.9,2.622,2.598,1.0547,17.1,60.0,59.0,350.0,81.5,28.4756,26.0366,0.556,0.297,0.724,0.88,0.34,0.581,5356.0,2828.0,2528.0,52.8,9.2,0.9,0.992
1,16,22,41,27,1,96,58.5,2.634,2.524,1.0889,17.9,54.0,63.0,302.0,81.4,27.6951,25.3293,0.675,0.333,0.808,0.889,0.511,0.467,5530.0,2652.0,2878.0,48.0,9.5,0.9,0.995,38,28,4,92,56.1,2.5,2.22,1.1786,15.3,51.0,50.0,333.0,85.6,27.5122,25.8537,0.632,0.318,0.645,0.788,0.478,0.438,5107.0,2573.0,2534.0,50.4,9.1,0.914,1.0050000000000001
1,4,7,42,27,3,97,59.1,2.854,2.341,1.3468,13.0,39.0,40.0,300.0,86.3,29.7805,26.0854,0.617,0.371,0.7,0.744,0.509,0.538,5330.0,2661.0,2669.0,49.9,9.6,0.91,1.006,35,35,1,82,50.0,2.598,2.439,0.9645,13.3,50.0,41.0,375.0,86.5,27.9878,25.8537,0.636,0.184,0.657,0.829,0.372,0.5,5468.0,2591.0,2877.0,47.4,9.3,0.906,0.999
0,2,5,42,28,4,96,58.5,2.915,2.683,1.0069,16.2,59.0,52.0,363.0,85.7,28.2805,27.8659,0.633,0.333,0.719,0.857,0.459,0.564,5579.0,2884.0,2695.0,51.7,10.3,0.904,1.0070000000000001,28,41,5,69,42.1,2.415,3.037,0.7738,14.0,47.0,57.0,335.0,83.8,27.0122,29.1951,0.516,0.235,0.579,0.8,0.364,0.289,5484.0,2583.0,2901.0,47.1,8.9,0.896,0.985
0,9,13,39,27,7,94,57.3,2.963,2.537,1.1429,16.6,55.0,48.0,331.0,84.3,30.1098,25.9268,0.622,0.297,0.815,0.909,0.444,0.5,5342.0,2677.0,2665.0,50.1,9.8,0.902,1.0,22,44,6,60,36.6,2.195,3.049,0.7616,14.7,50.0,76.0,341.0,80.6,26.8902,32.5122,0.432,0.079,0.5,0.739,0.217,0.286,5509.0,2540.0,2969.0,46.1,8.2,0.906,0.988
0,20,17,32,35,3,79,48.2,2.451,2.683,0.9197,15.1,55.0,66.0,364.0,81.4,26.9146,27.3415,0.575,0.214,0.667,0.778,0.314,0.429,5487.0,2883.0,2604.0,52.5,9.1,0.902,0.993,51,17,4,116,70.7,3.061,2.28,1.2314,20.3,73.0,48.0,359.0,86.0,30.9512,26.3293,0.739,0.472,0.767,0.902,0.7,0.517,5337.0,2743.0,2594.0,51.4,9.9,0.913,1.012
0,15,3,36,33,2,85,51.8,2.78,2.927,0.9375,19.4,58.0,58.0,299.0,82.1,27.9634,28.7439,0.625,0.32,0.737,0.778,0.459,0.409,5359.0,2858.0,2501.0,53.3,9.9,0.898,0.997,36,38,4,80,48.8,2.768,3.146,0.9874,14.7,48.0,80.0,326.0,79.9,29.1707,31.9268,0.781,0.22,0.762,0.923,0.457,0.426,5554.0,2816.0,2738.0,50.7,9.5,0.901,0.996
1,6,30,43,24,9,101,61.6,2.878,2.451,1.1898,13.8,39.0,45.0,283.0,87.1,31.6585,25.0854,0.708,0.265,0.806,0.769,0.55,0.526,5212.0,2499.0,2713.0,48.0,9.1,0.902,0.993,26,35,9,73,44.5,2.378,2.902,0.7468,14.8,55.0,62.0,373.0,82.8,23.8293,28.0122,0.5,0.159,0.545,0.714,0.321,0.327,5643.0,2738.0,2905.0,48.5,10.0,0.896,0.996
0,10,12,43,25,4,100,61.0,3.037,2.524,1.2826,15.5,54.0,51.0,349.0,84.4,28.5244,24.9268,0.682,0.342,0.727,0.846,0.544,0.478,5281.0,2736.0,2545.0,51.8,10.6,0.899,1.0050000000000001,35,26,5,91,55.5,2.646,2.646,0.9645,16.1,63.0,54.0,391.0,83.7,28.622,27.0,0.61,0.244,0.586,0.846,0.459,0.41,5529.0,3100.0,2429.0,56.1,9.2,0.902,0.994
0,26,19,40,27,4,95,57.9,2.61,2.317,1.0,20.7,73.0,49.0,353.0,86.6,25.7317,25.0122,0.643,0.325,0.741,0.897,0.476,0.5,5232.0,2680.0,2552.0,51.2,10.1,0.907,1.008,43,27,4,98,59.8,2.768,2.293,1.2743,17.4,62.0,56.0,356.0,85.2,29.0244,22.5244,0.737,0.341,0.731,0.833,0.517,0.471,5313.0,2650.0,2663.0,49.9,9.5,0.898,0.993
0,2,1,42,28,4,96,58.5,2.915,2.683,1.0069,16.2,59.0,52.0,363.0,85.7,28.2805,27.8659,0.633,0.333,0.719,0.857,0.459,0.564,5579.0,2884.0,2695.0,51.7,10.3,0.904,1.0070000000000001,41,28,4,95,57.9,2.5,2.28,1.1969,16.9,44.0,43.0,261.0,83.7,29.8171,23.1707,0.714,0.275,0.75,0.774,0.452,0.632,5156.0,2553.0,2603.0,49.5,8.4,0.902,0.986
1,20,18,32,35,3,79,48.2,2.451,2.683,0.9197,15.1,55.0,66.0,364.0,81.4,26.9146,27.3415,0.575,0.214,0.667,0.778,0.314,0.429,5487.0,2883.0,2604.0,52.5,9.1,0.902,0.993,28,41,0,69,42.1,2.39,2.805,0.8302,14.2,48.0,50.0,337.0,85.8,24.622,28.2195,0.513,0.186,0.577,0.656,0.333,0.321,5256.0,2468.0,2788.0,47.0,9.7,0.901,0.998
1,27,16,40,27,6,95,57.9,2.78,2.561,1.1203,15.6,53.0,60.0,340.0,83.1,26.5732,28.6463,0.667,0.27,0.7,0.824,0.5,0.455,5272.0,2543.0,2729.0,48.2,10.5,0.911,1.016,41,27,1,96,58.5,2.634,2.524,1.0889,17.9,54.0,63.0,302.0,81.4,27.6951,25.3293,0.675,0.333,0.808,0.889,0.511,0.467,5530.0,2652.0,2878.0,48.0,9.5,0.9,0.995
0,23,25,42,30,3,94,57.3,3.098,2.573,1.1679,18.6,69.0,57.0,372.0,84.9,28.3659,25.3537,0.681,0.286,0.75,0.875,0.529,0.5,5518.0,2796.0,2722.0,50.7,10.9,0.899,1.008,36,28,5,90,54.9,2.622,2.598,1.0547,17.1,60.0,59.0,350.0,81.5,28.4756,26.0366,0.556,0.297,0.724,0.88,0.34,0.581,5356.0,2828.0,2528.0,52.8,9.2,0.9,0.992
1,21,22,45,28,1,99,60.4,2.585,2.061,1.1852,18.0,62.0,41.0,344.0,86.9,27.4634,26.5488,0.711,0.409,0.76,0.971,0.476,0.658,5427.0,2791.0,2636.0,51.4,9.4,0.922,1.016,38,28,4,92,56.1,2.5,2.22,1.1786,15.3,51.0,50.0,333.0,85.6,27.5122,25.8537,0.632,0.318,0.645,0.788,0.478,0.438,5107.0,2573.0,2534.0,50.4,9.1,0.914,1.0050000000000001
1,14,28,27,40,4,69,42.1,2.171,2.671,0.7692,14.7,46.0,40.0,312.0,85.3,26.5732,30.7683,0.531,0.2,0.55,0.762,0.321,0.36,5100.0,2399.0,2701.0,47.0,8.2,0.913,0.995,44,27,3,99,60.4,3.024,2.427,1.3333,16.0,59.0,54.0,369.0,85.8,27.1707,28.4756,0.739,0.278,0.828,0.846,0.606,0.5,5421.0,2654.0,2767.0,49.0,11.1,0.915,1.026
0,8,29,36,31,3,87,53.0,2.524,2.549,0.9286,14.9,45.0,38.0,301.0,86.2,25.5122,31.6707,0.622,0.216,0.704,0.765,0.667,0.365,5309.0,2803.0,2506.0,52.8,9.9,0.92,1.0190000000000001,22,47,5,57,34.8,2.0,3.11,0.578,14.0,50.0,52.0,356.0,83.0,24.9512,30.1098,0.459,0.111,0.611,0.773,0.261,0.263,5309.0,2657.0,2652.0,50.0,8.0,0.897,0.977
1,7,17,35,35,1,82,50.0,2.598,2.439,0.9645,13.3,50.0,41.0,375.0,86.5,27.9878,25.8537,0.636,0.184,0.657,0.829,0.372,0.5,5468.0,2591.0,2877.0,47.4,9.3,0.906,0.999,51,17,4,116,70.7,3.061,2.28,1.2314,20.3,73.0,48.0,359.0,86.0,30.9512,26.3293,0.739,0.472,0.767,0.902,0.7,0.517,5337.0,2743.0,2594.0,51.4,9.9,0.913,1.012
1,16,30,41,27,1,96,58.5,2.634,2.524,1.0889,17.9,54.0,63.0,302.0,81.4,27.6951,25.3293,0.675,0.333,0.808,0.889,0.511,0.467,5530.0,2652.0,2878.0,48.0,9.5,0.9,0.995,26,35,9,73,44.5,2.378,2.902,0.7468,14.8,55.0,62.0,373.0,82.8,23.8293,28.0122,0.5,0.159,0.545,0.714,0.321,0.327,5643.0,2738.0,2905.0,48.5,10.0,0.896,0.996
1,15,24,36,33,2,85,51.8,2.78,2.927,0.9375,19.4,58.0,58.0,299.0,82.1,27.9634,28.7439,0.625,0.32,0.737,0.778,0.459,0.409,5359.0,2858.0,2501.0,53.3,9.9,0.898,0.997,29,42,3,69,42.1,2.134,2.415,0.9206,11.5,43.0,46.0,373.0,86.0,26.122,27.4756,0.538,0.186,0.609,0.88,0.382,0.348,5410.0,2758.0,2652.0,51.0,8.2,0.912,0.994
